date,time,region_id,city,statecode,unemployment,dunemployment,dow,ddow,nasdaq,dnasdaq,sp500,dsp500,housing,threem,threed,threeh,sixm,sixd,sixh,ninem,nined,nineh,twelvem,twelved,twelveh
3/1/2016,158,23429,Albuquerque,NM,6,0,17685.1,1168.6,4689.6,69.2,2059.74,127.5,182953,6/1/2016,1811,184764,9/1/2016,-245,184519,12/1/2016,3482,188001,3/1/2017,151,188152
4/1/2016,159,23429,Albuquerque,NM,6,0,17773.6,88.5,4914.54,224.9,2065.3,5.6,183936,7/1/2016,927,184863,10/1/2016,465,185328,1/1/2017,3041,188369,4/1/2017,67,188436
5/1/2016,160,23429,Albuquerque,NM,6,0,17851.8,78.2,4933.395,18.9,2082.08,16.8,184584,8/1/2016,-20,184564,11/1/2016,2157,186721,2/1/2017,1813,188534,5/1/2017,188,188722
6/1/2016,161,23429,Albuquerque,NM,6.1,0.1,17930,78.2,4952.25,18.9,2098.86,16.8,184764,9/1/2016,-245,184519,12/1/2016,3482,188001,3/1/2017,151,188152,6/1/2017,1350,189502
7/1/2016,162,23429,Albuquerque,NM,6.1,0,18432.2,502.2,4862.57,-89.7,2173.6,74.7,184863,10/1/2016,465,185328,1/1/2017,3041,188369,4/1/2017,67,188436,7/1/2017,1976,190412
8/1/2016,163,23429,Albuquerque,NM,6.1,0,18400.9,-31.3,5184.2,321.6,2170.95,-2.7,184564,11/1/2016,2157,186721,2/1/2017,1813,188534,5/1/2017,188,188722,8/1/2017,2826,191548
9/1/2016,164,23429,Albuquerque,NM,6.1,0,18308.2,-92.7,5227.21,43,2168.27,-2.7,184519,12/1/2016,3482,188001,3/1/2017,151,188152,6/1/2017,1350,189502,9/1/2017,3028,192530
10/1/2016,165,23429,Albuquerque,NM,6,-0.1,18715.9,407.7,5190.395,-36.8,2183.54,15.3,185328,1/1/2017,3041,188369,4/1/2017,67,188436,7/1/2017,1976,190412,10/1/2017,2238,192650
11/1/2016,166,23429,Albuquerque,NM,6,0,19123.6,407.7,5153.58,-36.8,2198.81,15.3,186721,2/1/2017,1813,188534,5/1/2017,188,188722,8/1/2017,2826,191548,11/1/2017,1208,192756
12/1/2016,167,23429,Albuquerque,NM,5.9,-0.1,19762.6,639,5251.11,97.5,2238.83,40,188001,3/1/2017,151,188152,6/1/2017,1350,189502,9/1/2017,3028,192530,12/1/2017,-97,192433
1/1/2017,168,23429,Albuquerque,NM,5.8,-0.1,20287.4,524.8,5446.88,195.8,2301.235,62.4,188369,4/1/2017,67,188436,7/1/2017,1976,190412,10/1/2017,2238,192650,1/1/2018,-29,192621
2/1/2017,169,23429,Albuquerque,NM,5.8,0,20812.2,524.8,5642.65,195.8,2363.64,62.4,188534,5/1/2017,188,188722,8/1/2017,2826,191548,11/1/2017,1208,192756,2/1/2018,173,192929
3/1/2017,170,23429,Albuquerque,NM,5.7,-0.1,20663.2,-149,5904.03,261.4,2362.72,-0.9,188152,6/1/2017,1350,189502,9/1/2017,3028,192530,12/1/2017,-97,192433,3/1/2018,1627,194060
4/1/2017,171,23429,Albuquerque,NM,5.6,-0.1,20835.95,172.8,5997.815,93.8,2387.26,24.5,188436,7/1/2017,1976,190412,10/1/2017,2238,192650,1/1/2018,-29,192621,4/1/2018,2383,195004
5/1/2017,172,23429,Albuquerque,NM,5.5,-0.1,21008.7,172.8,6091.6,93.8,2411.8,24.5,188722,8/1/2017,2826,191548,11/1/2017,1208,192756,2/1/2018,173,192929,5/1/2018,3088,196017
6/1/2017,173,23429,Albuquerque,NM,5.5,0,21349.6,340.9,6246.83,155.2,2423.41,11.6,189502,9/1/2017,3028,192530,12/1/2017,-97,192433,3/1/2018,1627,194060,6/1/2018,2345,196405
7/1/2017,174,23429,Albuquerque,NM,5.4,-0.1,21648.85,299.3,6304.885,58.1,2447.53,24.1,190412,10/1/2017,2238,192650,1/1/2018,-29,192621,4/1/2018,2383,195004,7/1/2018,1145,196149
8/1/2017,175,23429,Albuquerque,NM,5.3,-0.1,21948.1,299.3,6362.94,58.1,2471.65,24.1,191548,11/1/2017,1208,192756,2/1/2018,173,192929,5/1/2018,3088,196017,8/1/2018,121,196138
9/1/2017,176,23429,Albuquerque,NM,5.3,0,22405.1,457,6435.33,72.4,2519.36,47.7,192530,12/1/2017,-97,192433,3/1/2018,1627,194060,6/1/2018,2345,196405,9/1/2018,-101,196304
10/1/2017,177,23429,Albuquerque,NM,5.2,-0.1,23338.7,933.6,6575.93,140.6,2552.1,32.7,192650,1/1/2018,-29,192621,4/1/2018,2383,195004,7/1/2018,1145,196149,10/1/2018,1650,197799
11/1/2017,178,23429,Albuquerque,NM,5.1,-0.1,24272.3,933.6,6716.53,140.6,2584.84,32.7,192756,2/1/2018,173,192929,5/1/2018,3088,196017,8/1/2018,121,196138,11/1/2018,2653,198791
12/1/2017,179,23429,Albuquerque,NM,5,-0.1,24719.2,446.9,6847.59,131.1,2673.61,88.8,192433,3/1/2018,1627,194060,6/1/2018,2345,196405,9/1/2018,-101,196304,12/1/2018,3777,200081
1/1/2018,180,23429,Albuquerque,NM,4.9,-0.1,24874.2,155,7116.725,269.1,2693.72,20.1,192621,4/1/2018,2383,195004,7/1/2018,1145,196149,10/1/2018,1650,197799,1/1/2019,3346,201145
2/1/2018,181,23429,Albuquerque,NM,4.8,-0.1,25029.2,155,7385.86,269.1,2713.83,20.1,192929,5/1/2018,3088,196017,8/1/2018,121,196138,11/1/2018,2653,198791,2/1/2019,3285,202076
3/1/2018,182,23429,Albuquerque,NM,4.7,-0.1,24103.1,-926.1,7180.56,-205.3,2640.87,-73,194060,6/1/2018,2345,196405,9/1/2018,-101,196304,12/1/2018,3777,200081,3/1/2019,2770,202851
4/1/2018,183,23429,Albuquerque,NM,4.6,-0.1,24259.45,156.4,7155.63,-24.9,2673.07,32.2,195004,7/1/2018,1145,196149,10/1/2018,1650,197799,1/1/2019,3346,201145,4/1/2019,2272,203417
5/1/2018,184,23429,Albuquerque,NM,4.6,0,24415.8,156.3,7130.7,-24.9,2705.27,32.2,196017,8/1/2018,121,196138,11/1/2018,2653,198791,2/1/2019,3285,202076,5/1/2019,2049,204125
6/1/2018,185,23429,Albuquerque,NM,4.5,-0.1,24271.4,-144.4,7554.33,423.6,2718.37,13.1,196405,9/1/2018,-101,196304,12/1/2018,3777,200081,3/1/2019,2770,202851,6/1/2019,2363,205214
7/1/2018,186,23429,Albuquerque,NM,4.6,0.1,25118.1,846.7,7630.81,76.5,2809.945,91.6,196149,10/1/2018,1650,197799,1/1/2019,3346,201145,4/1/2019,2272,203417,7/1/2019,3399,206816
8/1/2018,187,23429,Albuquerque,NM,4.6,0,25964.8,846.7,7707.29,76.5,2901.52,91.6,196138,11/1/2018,2653,198791,2/1/2019,3285,202076,5/1/2019,2049,204125,8/1/2019,4129,208254
9/1/2018,188,23429,Albuquerque,NM,4.7,0.1,25540.3,-424.5,7872.295,165,2806.63,-94.9,196304,12/1/2018,3777,200081,3/1/2019,2770,202851,6/1/2019,2363,205214,9/1/2019,4440,209654
10/1/2018,189,23429,Albuquerque,NM,4.7,0,25115.8,-424.5,8037.3,165,2711.74,-94.9,197799,1/1/2019,3346,201145,4/1/2019,2272,203417,7/1/2019,3399,206816,10/1/2019,3523,210339
11/1/2018,190,23429,Albuquerque,NM,4.7,0,25538.5,422.7,7434.06,-603.2,2760.17,48.4,198791,2/1/2019,3285,202076,5/1/2019,2049,204125,8/1/2019,4129,208254,11/1/2019,,#REF!
12/1/2018,191,23429,Albuquerque,NM,4.7,0,24442.25,-1096.3,7348.965059,-85.1,2635.585,-124.6,200081,3/1/2019,2770,202851,6/1/2019,2363,205214,9/1/2019,4440,209654,12/1/2019,,#REF!
1/1/2019,192,23429,Albuquerque,NM,4.8,0.1,23346,-1096.3,7263.870117,-85.1,2511,-124.6,201145,4/1/2019,2272,203417,7/1/2019,3399,206816,10/1/2019,3523,210339,1/1/2020,,#REF!
2/1/2019,193,23429,Albuquerque,NM,4.8,0,25916,2570,7263.87,0,2784.49,273.5,202076,5/1/2019,2049,204125,8/1/2019,4129,208254,11/1/2019,,#REF!,2/1/2020,,
3/1/2019,194,23429,Albuquerque,NM,4.8,0,25928.7,12.7,7595.35,331.5,2834.4,49.9,202851,6/1/2019,2363,205214,9/1/2019,4440,209654,12/1/2019,,#REF!,3/1/2020,,
4/1/2019,195,23429,Albuquerque,NM,4.7,-0.1,26592.9,664.2,7828.91,233.6,2945.83,111.4,203417,7/1/2019,3399,206816,10/1/2019,3523,210339,1/1/2020,,#REF!,4/1/2020,,
5/1/2019,196,23429,Albuquerque,NM,4.7,0,24815,-1777.9,8049.64,220.7,2752.06,-193.8,204125,8/1/2019,4129,208254,11/1/2019,,#REF!,2/1/2020,,,5/1/2020,,
6/1/2019,197,23429,Albuquerque,NM,4.7,0,25839.65,1024.7,8070.4,20.8,2744,-8.1,205214,9/1/2019,4440,209654,12/1/2019,,#REF!,3/1/2020,,,6/1/2020,,
7/1/2019,198,23429,Albuquerque,NM,4.7,0,26864.3,1024.7,8091.16,20.8,2980.38,236.4,206816,10/1/2019,3523,210339,1/1/2020,,#REF!,4/1/2020,,,7/1/2020,,
