1996,188884.0
1997,196018.0
1998,205420.0
1999,225341.0
2000,253470.0
2001,283893.0
2002,323439.0
2003,366605.0
2004,417192.0
2005,471984.0
2006,484688.0
2007,468871.0
2008,433356.0
2009,404782.0
2010,398517.0
2011,379265.0
2012,373853.0
2013,391112.0
2014,403113.0
2015,413712.0
2016,427803.0
2017,451891.0
2018,473751.0
2019,478297.0
