Stock,Date,Adj Close
Nasdaq,2/5/1971,100
Nasdaq,2/8/1971,100.839996
Nasdaq,2/9/1971,100.760002
Nasdaq,2/10/1971,100.690002
Nasdaq,2/11/1971,101.449997
Nasdaq,2/12/1971,102.050003
Nasdaq,2/16/1971,102.190002
Nasdaq,2/17/1971,101.739998
Nasdaq,2/18/1971,101.419998
Nasdaq,2/19/1971,100.699997
Nasdaq,2/22/1971,99.68
Nasdaq,2/23/1971,99.720001
Nasdaq,2/24/1971,100.639999
Nasdaq,2/25/1971,101.230003
Nasdaq,2/26/1971,101.339996
Nasdaq,3/1/1971,101.779999
Nasdaq,3/2/1971,101.839996
Nasdaq,3/3/1971,102.07
Nasdaq,3/4/1971,102.779999
Nasdaq,3/5/1971,103
Nasdaq,3/8/1971,104.230003
Nasdaq,3/9/1971,104.410004
Nasdaq,3/10/1971,104.139999
Nasdaq,3/11/1971,104.260002
Nasdaq,3/12/1971,104.5
Nasdaq,3/15/1971,105.129997
Nasdaq,3/16/1971,105.559998
Nasdaq,3/17/1971,105.5
Nasdaq,3/18/1971,105.879997
Nasdaq,3/19/1971,105.769997
Nasdaq,3/22/1971,105.370003
Nasdaq,3/23/1971,105.110001
Nasdaq,3/24/1971,104.699997
Nasdaq,3/25/1971,104.599998
Nasdaq,3/26/1971,105.07
Nasdaq,3/29/1971,105.199997
Nasdaq,3/30/1971,105.440002
Nasdaq,3/31/1971,105.970001
Nasdaq,4/1/1971,106.339996
Nasdaq,4/2/1971,106.860001
Nasdaq,4/5/1971,107.169998
Nasdaq,4/6/1971,107.559998
Nasdaq,4/7/1971,108.059998
Nasdaq,4/8/1971,108.379997
Nasdaq,4/12/1971,108.870003
Nasdaq,4/13/1971,108.849998
Nasdaq,4/14/1971,109.080002
Nasdaq,4/15/1971,109.690002
Nasdaq,4/16/1971,109.959999
Nasdaq,4/19/1971,110.160004
Nasdaq,4/20/1971,109.529999
Nasdaq,4/21/1971,109.519997
Nasdaq,4/22/1971,109.989998
Nasdaq,4/23/1971,110.690002
Nasdaq,4/26/1971,111.129997
Nasdaq,4/27/1971,111.690002
Nasdaq,4/28/1971,112.370003
Nasdaq,4/29/1971,112.459999
Nasdaq,4/30/1971,112.300003
Nasdaq,5/3/1971,111.349998
Nasdaq,5/4/1971,111.769997
Nasdaq,5/5/1971,111.68
Nasdaq,5/6/1971,111.059998
Nasdaq,5/7/1971,110.660004
Nasdaq,5/10/1971,110.150002
Nasdaq,5/11/1971,110.330002
Nasdaq,5/12/1971,110.370003
Nasdaq,5/13/1971,110.550003
Nasdaq,5/14/1971,110.739998
Nasdaq,5/17/1971,109.150002
Nasdaq,5/18/1971,108.400002
Nasdaq,5/19/1971,108.330002
Nasdaq,5/20/1971,108.720001
Nasdaq,5/21/1971,108.849998
Nasdaq,5/24/1971,108.419998
Nasdaq,5/25/1971,107.5
Nasdaq,5/26/1971,107.529999
Nasdaq,5/27/1971,107.599998
Nasdaq,5/28/1971,108.25
Nasdaq,6/1/1971,108.870003
Nasdaq,6/2/1971,109.559998
Nasdaq,6/3/1971,110.220001
Nasdaq,6/4/1971,110.660004
Nasdaq,6/7/1971,110.760002
Nasdaq,6/8/1971,110.019997
Nasdaq,6/9/1971,109.790001
Nasdaq,6/10/1971,110.059998
Nasdaq,6/11/1971,110.199997
Nasdaq,6/14/1971,109.57
Nasdaq,6/15/1971,109.360001
Nasdaq,6/16/1971,109.440002
Nasdaq,6/17/1971,109.440002
Nasdaq,6/18/1971,108.160004
Nasdaq,6/21/1971,106.5
Nasdaq,6/22/1971,105.489998
Nasdaq,6/23/1971,105.989998
Nasdaq,6/24/1971,106.370003
Nasdaq,6/25/1971,106.559998
Nasdaq,6/28/1971,106.449997
Nasdaq,6/29/1971,107.220001
Nasdaq,6/30/1971,107.800003
Nasdaq,7/1/1971,108.470001
Nasdaq,7/2/1971,108.769997
Nasdaq,7/6/1971,109.230003
Nasdaq,7/7/1971,110.010002
Nasdaq,7/8/1971,110.419998
Nasdaq,7/9/1971,110.910004
Nasdaq,7/12/1971,111.239998
Nasdaq,7/13/1971,110.760002
Nasdaq,7/14/1971,110.339996
Nasdaq,7/15/1971,110.720001
Nasdaq,7/16/1971,109.980003
Nasdaq,7/19/1971,109.370003
Nasdaq,7/20/1971,109.790001
Nasdaq,7/21/1971,109.739998
Nasdaq,7/22/1971,109.540001
Nasdaq,7/23/1971,109.629997
Nasdaq,7/26/1971,109.349998
Nasdaq,7/27/1971,108.57
Nasdaq,7/28/1971,107.449997
Nasdaq,7/29/1971,105.809998
Nasdaq,7/30/1971,105.269997
Nasdaq,8/2/1971,105.589996
Nasdaq,8/3/1971,104.410004
Nasdaq,8/4/1971,103.260002
Nasdaq,8/5/1971,103.110001
Nasdaq,8/6/1971,103.779999
Nasdaq,8/9/1971,103.18
Nasdaq,8/10/1971,103.040001
Nasdaq,8/11/1971,104.080002
Nasdaq,8/12/1971,105.209999
Nasdaq,8/13/1971,105.440002
Nasdaq,8/16/1971,107.860001
Nasdaq,8/17/1971,108.93
Nasdaq,8/18/1971,108.389999
Nasdaq,8/19/1971,108.010002
Nasdaq,8/20/1971,107.889999
Nasdaq,8/23/1971,108.260002
Nasdaq,8/24/1971,108.599998
Nasdaq,8/25/1971,108.849998
Nasdaq,8/26/1971,108.970001
Nasdaq,8/27/1971,109.300003
Nasdaq,8/30/1971,108.709999
Nasdaq,8/31/1971,108.419998
Nasdaq,9/1/1971,108.650002
Nasdaq,9/2/1971,108.959999
Nasdaq,9/3/1971,109.980003
