date,time,region_id,city,statecode,unemployment,dow,nasdaq,sp500,housing,threem,threeh,sixm,sixh,ninem,nineh,twelvem,twelveh,anchordate
11/1/2017,178,23429,Albuquerque,NM,5.1,24272.3,6716.53,2584.84,192756,2/1/2018,192929,5/1/2018,196017,8/1/2018,196138,11/1/2018,198791,
12/1/2017,179,23429,Albuquerque,NM,5,24719.2,6847.59,2673.61,192433,3/1/2018,194060,6/1/2018,196405,9/1/2018,196304,12/1/2018,200081,
1/1/2018,180,23429,Albuquerque,NM,4.9,24874.2,7116.725,2693.72,192621,4/1/2018,195004,7/1/2018,196149,10/1/2018,197799,1/1/2019,201145,
2/1/2018,181,23429,Albuquerque,NM,4.8,25029.2,7385.86,2713.83,192929,5/1/2018,196017,8/1/2018,196138,11/1/2018,198791,2/1/2019,202076,
3/1/2018,182,23429,Albuquerque,NM,4.7,24103.1,7180.56,2640.87,194060,6/1/2018,196405,9/1/2018,196304,12/1/2018,200081,3/1/2019,202851,
4/1/2018,183,23429,Albuquerque,NM,4.6,24259.45,7155.63,2673.07,195004,7/1/2018,196149,10/1/2018,197799,1/1/2019,201145,4/1/2019,203417,
5/1/2018,184,23429,Albuquerque,NM,4.6,24415.8,7130.7,2705.27,196017,8/1/2018,196138,11/1/2018,198791,2/1/2019,202076,5/1/2019,204125,
6/1/2018,185,23429,Albuquerque,NM,4.5,24271.4,7554.33,2718.37,196405,9/1/2018,196304,12/1/2018,200081,3/1/2019,202851,6/1/2019,205214,
7/1/2018,186,23429,Albuquerque,NM,4.6,25118.1,7630.81,2809.945,196149,10/1/2018,197799,1/1/2019,201145,4/1/2019,203417,7/1/2019,206816,
8/1/2018,187,23429,Albuquerque,NM,4.6,25964.8,7707.29,2901.52,196138,11/1/2018,198791,2/1/2019,202076,5/1/2019,204125,8/1/2019,208254,
9/1/2018,188,23429,Albuquerque,NM,4.7,25540.3,7872.295,2806.63,196304,12/1/2018,200081,3/1/2019,202851,6/1/2019,205214,9/1/2019,209654,
10/1/2018,189,23429,Albuquerque,NM,4.7,25115.8,8037.3,2711.74,197799,1/1/2019,201145,4/1/2019,203417,7/1/2019,206816,10/1/2019,210339,
11/1/2018,190,23429,Albuquerque,NM,4.7,25538.5,7434.06,2760.17,198791,2/1/2019,202076,5/1/2019,204125,8/1/2019,208254,11/1/2019,211398,
12/1/2018,191,23429,Albuquerque,NM,4.7,24442.25,7348.965059,2635.585,200081,3/1/2019,202851,6/1/2019,205214,9/1/2019,209654,12/1/2019,212521,
1/1/2019,192,23429,Albuquerque,NM,4.8,23346,7263.870117,2511,201145,4/1/2019,203417,7/1/2019,206816,10/1/2019,210339,1/1/2020,213824,
2/1/2019,193,23429,Albuquerque,NM,4.8,25916,7263.87,2784.49,202076,5/1/2019,204125,8/1/2019,208254,11/1/2019,211398,2/1/2020,,
3/1/2019,194,23429,Albuquerque,NM,4.8,25928.7,7595.35,2834.4,202851,6/1/2019,205214,9/1/2019,209654,12/1/2019,212521,3/1/2020,,
4/1/2019,195,23429,Albuquerque,NM,4.7,26592.9,7828.91,2945.83,203417,7/1/2019,206816,10/1/2019,210339,1/1/2020,213824,4/1/2020,,
5/1/2019,196,23429,Albuquerque,NM,4.7,24815,8049.64,2752.06,204125,8/1/2019,208254,11/1/2019,211398,2/1/2020,,5/1/2020,,
6/1/2019,197,23429,Albuquerque,NM,4.7,25839.65,8070.4,2744,205214,9/1/2019,209654,12/1/2019,212521,3/1/2020,,6/1/2020,,
7/1/2019,198,23429,Albuquerque,NM,4.7,26864.3,8091.16,2980.38,206816,10/1/2019,210339,1/1/2020,213824,4/1/2020,,7/1/2020,,
8/1/2019,199,23429,Albuquerque,NM,4.7,26403.3,8111.12,2926.46,208254,11/1/2019,211398,2/1/2020,,5/1/2020,,8/1/2020,,
9/1/2019,200,23429,Albuquerque,NM,4.6,26724.75,8009.9,2906,209654,12/1/2019,212521,3/1/2020,,6/1/2020,,9/1/2020,,
10/1/2019,201,23429,Albuquerque,NM,4.5,27046.2,7908.68,3037.56,210339,1/1/2020,213824,4/1/2020,,7/1/2020,,10/1/2020,,
11/1/2019,202,23429,Albuquerque,NM,4.5,28051.4,8386.4,3140.98,211398,2/1/2020,0,5/1/2020,,8/1/2020,,11/1/2020,,
12/1/2019,203,23429,Albuquerque,NM,4.5,27783,8567.990234,3113.87,212521,3/1/2020,0,6/1/2020,,9/1/2020,,12/1/2020,,
1/1/2020,204,23429,Albuquerque,NM,4.5,28868.8,9092.19043,3257.8,213824,4/1/2020,0,7/1/2020,,10/1/2020,,1/1/2021,,
