date,city,statecode,unemployment,housing
2011-05-01,Lakeland,FL,11.5,97824
2011-06-01,Lakeland,FL,11.5,96942
2011-07-01,Lakeland,FL,11.4,96186
2011-08-01,Lakeland,FL,11.3,94980
2011-09-01,Lakeland,FL,11.1,94388
2011-10-01,Lakeland,FL,10.8,93807
2011-11-01,Lakeland,FL,10.6,93728
2011-12-01,Lakeland,FL,10.3,93240
2012-01-01,Lakeland,FL,10.1,93523
2012-02-01,Lakeland,FL,10.0,94031
2012-03-01,Lakeland,FL,9.9,94906
2012-04-01,Lakeland,FL,9.9,95434
2012-05-01,Lakeland,FL,9.8,95286
2012-06-01,Lakeland,FL,9.8,95107
2012-07-01,Lakeland,FL,9.7,94645
2012-08-01,Lakeland,FL,9.6,95074
2012-09-01,Lakeland,FL,9.4,94925
2012-10-01,Lakeland,FL,9.3,95227
2012-11-01,Lakeland,FL,9.1,95433
2012-12-01,Lakeland,FL,9.0,96471
2013-01-01,Lakeland,FL,8.8,97325
2013-02-01,Lakeland,FL,8.7,97821
2013-03-01,Lakeland,FL,8.6,98292
2013-04-01,Lakeland,FL,8.5,99232
2013-05-01,Lakeland,FL,8.4,100939
2013-06-01,Lakeland,FL,8.3,102869
2013-07-01,Lakeland,FL,8.2,104924
2013-08-01,Lakeland,FL,8.1,106745
2013-09-01,Lakeland,FL,7.9,108515
2013-10-01,Lakeland,FL,7.8,109889
2013-11-01,Lakeland,FL,7.6,110709
2013-12-01,Lakeland,FL,7.5,111264
2014-01-01,Lakeland,FL,7.5,111952
2014-02-01,Lakeland,FL,7.4,112673
2014-03-01,Lakeland,FL,7.4,113553
2014-04-01,Lakeland,FL,7.4,114046
2014-05-01,Lakeland,FL,7.3,114659
2014-06-01,Lakeland,FL,7.3,114953
2014-07-01,Lakeland,FL,7.2,115471
2014-08-01,Lakeland,FL,7.1,115657
2014-09-01,Lakeland,FL,7.0,116470
2014-10-01,Lakeland,FL,7.0,117488
2014-11-01,Lakeland,FL,6.9,119055
2014-12-01,Lakeland,FL,6.8,120020
2015-01-01,Lakeland,FL,6.7,120842
2015-02-01,Lakeland,FL,6.7,121609
2015-03-01,Lakeland,FL,6.6,122238
2015-04-01,Lakeland,FL,6.6,122702
2015-05-01,Lakeland,FL,6.5,123280
2015-06-01,Lakeland,FL,6.4,123829
2015-07-01,Lakeland,FL,6.3,124131
2015-08-01,Lakeland,FL,6.2,124626
2015-09-01,Lakeland,FL,6.1,125361
2015-10-01,Lakeland,FL,6.0,126483
2015-11-01,Lakeland,FL,5.9,127069
2015-12-01,Lakeland,FL,5.9,128233
2016-01-01,Lakeland,FL,5.8,129347
2016-02-01,Lakeland,FL,5.7,131059
2016-03-01,Lakeland,FL,5.7,132058
2016-04-01,Lakeland,FL,5.6,133362
2016-05-01,Lakeland,FL,5.5,134030
2016-06-01,Lakeland,FL,5.5,135420
2016-07-01,Lakeland,FL,5.5,137105
2016-08-01,Lakeland,FL,5.4,138786
2016-09-01,Lakeland,FL,5.4,139637
2016-10-01,Lakeland,FL,5.4,139736
2016-11-01,Lakeland,FL,5.4,140380
2016-12-01,Lakeland,FL,5.4,140995
2017-01-01,Lakeland,FL,5.3,142219
2017-02-01,Lakeland,FL,5.2,143271
2017-03-01,Lakeland,FL,5.1,144914
2017-04-01,Lakeland,FL,5.0,145959
2017-05-01,Lakeland,FL,4.8,146833
2017-06-01,Lakeland,FL,4.7,147562
2017-07-01,Lakeland,FL,4.6,148341
2017-08-01,Lakeland,FL,4.5,149415
2017-09-01,Lakeland,FL,4.5,150782
2017-10-01,Lakeland,FL,4.5,152381
2017-11-01,Lakeland,FL,4.5,154085
2017-12-01,Lakeland,FL,4.6,155593
2018-01-01,Lakeland,FL,4.6,156023
2018-02-01,Lakeland,FL,4.5,156192
2018-03-01,Lakeland,FL,4.5,156642
2018-04-01,Lakeland,FL,4.4,158542
2018-05-01,Lakeland,FL,4.2,160462
2018-06-01,Lakeland,FL,4.1,161942
2018-07-01,Lakeland,FL,3.9,163226
2018-08-01,Lakeland,FL,3.8,164626
2018-09-01,Lakeland,FL,3.7,166278
2018-10-01,Lakeland,FL,3.7,167747
2018-11-01,Lakeland,FL,3.7,168433
2018-12-01,Lakeland,FL,3.8,169104
2019-01-01,Lakeland,FL,3.9,170289
2019-02-01,Lakeland,FL,3.9,171399
2019-03-01,Lakeland,FL,4.0,171824
2019-04-01,Lakeland,FL,4.0,171338
2019-05-01,Lakeland,FL,4.0,171522
2019-06-01,Lakeland,FL,3.9,172027
2019-07-01,Lakeland,FL,3.8,172707
2019-08-01,Lakeland,FL,3.8,173253
2019-09-01,Lakeland,FL,3.7,173752
2019-10-01,Lakeland,FL,3.6,174537
2019-11-01,Lakeland,FL,3.5,175868
2019-12-01,Lakeland,FL,3.4,177401
2020-01-01,Lakeland,FL,3.4,179073
2003-01-01,Lansing,MI,4.8,91280
2003-02-01,Lansing,MI,5.0,91688
2003-03-01,Lansing,MI,5.1,92105
2003-04-01,Lansing,MI,5.2,92525
2003-05-01,Lansing,MI,5.3,92993
2003-06-01,Lansing,MI,5.4,93557
2003-07-01,Lansing,MI,5.4,94104
2003-08-01,Lansing,MI,5.4,94733
2003-09-01,Lansing,MI,5.4,95356
2003-10-01,Lansing,MI,5.3,95871
2003-11-01,Lansing,MI,5.4,96264
2003-12-01,Lansing,MI,5.4,96656
2004-01-01,Lansing,MI,5.5,97089
2004-02-01,Lansing,MI,5.6,97600
2004-03-01,Lansing,MI,5.6,98086
2004-04-01,Lansing,MI,5.6,98655
2004-05-01,Lansing,MI,5.6,99211
2004-06-01,Lansing,MI,5.6,99646
2004-07-01,Lansing,MI,5.7,100071
2004-08-01,Lansing,MI,5.9,100468
2004-09-01,Lansing,MI,6.1,100896
2004-10-01,Lansing,MI,6.2,101417
2004-11-01,Lansing,MI,6.2,101865
2004-12-01,Lansing,MI,6.2,102422
2005-01-01,Lansing,MI,6.0,102943
2005-02-01,Lansing,MI,5.9,103470
2005-03-01,Lansing,MI,5.8,103913
2005-04-01,Lansing,MI,5.9,104229
2005-05-01,Lansing,MI,5.9,104566
2005-06-01,Lansing,MI,6.0,104881
2005-07-01,Lansing,MI,6.1,105157
2005-08-01,Lansing,MI,6.2,105338
2005-09-01,Lansing,MI,6.2,105454
2005-10-01,Lansing,MI,6.2,105461
2005-11-01,Lansing,MI,6.2,105689
2005-12-01,Lansing,MI,6.2,105837
2006-01-01,Lansing,MI,6.2,106233
2006-02-01,Lansing,MI,6.2,106372
2006-03-01,Lansing,MI,6.2,106437
2006-04-01,Lansing,MI,6.2,106389
2006-05-01,Lansing,MI,6.3,106478
2006-06-01,Lansing,MI,6.3,106589
2006-07-01,Lansing,MI,6.2,106450
2006-08-01,Lansing,MI,6.1,106150
2006-09-01,Lansing,MI,6.0,105696
2006-10-01,Lansing,MI,6.0,105360
2006-11-01,Lansing,MI,6.0,105117
2006-12-01,Lansing,MI,5.9,105140
2007-01-01,Lansing,MI,5.9,104858
2007-02-01,Lansing,MI,5.8,104665
2007-03-01,Lansing,MI,5.8,104209
2007-04-01,Lansing,MI,5.8,103420
2007-05-01,Lansing,MI,5.8,101825
2007-06-01,Lansing,MI,5.9,100199
2007-07-01,Lansing,MI,5.9,99296
2007-08-01,Lansing,MI,6.0,98900
2007-09-01,Lansing,MI,6.0,98865
2007-10-01,Lansing,MI,5.9,98521
2007-11-01,Lansing,MI,5.8,97560
2007-12-01,Lansing,MI,5.8,95914
2008-01-01,Lansing,MI,5.8,94236
2008-02-01,Lansing,MI,5.9,93067
2008-03-01,Lansing,MI,6.0,92555
2008-04-01,Lansing,MI,6.2,92830
2008-05-01,Lansing,MI,6.3,93190
2008-06-01,Lansing,MI,6.5,93432
2008-07-01,Lansing,MI,6.6,92883
2008-08-01,Lansing,MI,6.7,92229
2008-09-01,Lansing,MI,6.9,91151
2008-10-01,Lansing,MI,7.1,90354
2008-11-01,Lansing,MI,7.3,89632
2008-12-01,Lansing,MI,7.5,89171
2009-01-01,Lansing,MI,10.0,88343
2009-02-01,Lansing,MI,10.2,87573
2009-03-01,Lansing,MI,10.5,86421
2009-04-01,Lansing,MI,10.8,84942
2009-05-01,Lansing,MI,11.1,83646
2009-06-01,Lansing,MI,11.3,82654
2009-07-01,Lansing,MI,11.4,82008
2009-08-01,Lansing,MI,11.4,81176
2009-09-01,Lansing,MI,11.2,80517
2009-10-01,Lansing,MI,11.1,79667
2009-11-01,Lansing,MI,10.9,79063
2009-12-01,Lansing,MI,10.9,78636
2010-01-01,Lansing,MI,10.8,78984
2010-02-01,Lansing,MI,10.7,78812
2010-03-01,Lansing,MI,10.6,78590
2010-04-01,Lansing,MI,10.3,78087
2010-05-01,Lansing,MI,10.1,77798
2010-06-01,Lansing,MI,9.8,77256
2010-07-01,Lansing,MI,9.6,76453
2010-08-01,Lansing,MI,9.4,75525
2010-09-01,Lansing,MI,9.3,74569
2010-10-01,Lansing,MI,9.1,73857
2010-11-01,Lansing,MI,9.0,73188
2010-12-01,Lansing,MI,8.8,72478
2011-01-01,Lansing,MI,8.7,71185
2011-02-01,Lansing,MI,8.6,69874
2011-03-01,Lansing,MI,8.5,68505
2011-04-01,Lansing,MI,8.5,67595
2011-05-01,Lansing,MI,8.6,66849
2011-06-01,Lansing,MI,8.6,66174
2011-07-01,Lansing,MI,8.6,65712
2011-08-01,Lansing,MI,8.5,65315
2011-09-01,Lansing,MI,8.3,64908
2011-10-01,Lansing,MI,8.1,64458
2011-11-01,Lansing,MI,7.8,64101
2011-12-01,Lansing,MI,7.6,63755
2012-01-01,Lansing,MI,7.5,63558
2012-02-01,Lansing,MI,7.4,63431
2012-03-01,Lansing,MI,7.4,63598
2012-04-01,Lansing,MI,7.5,63564
2012-05-01,Lansing,MI,7.5,63454
2012-06-01,Lansing,MI,7.5,63296
2012-07-01,Lansing,MI,7.4,63238
2012-08-01,Lansing,MI,7.3,63142
2012-09-01,Lansing,MI,7.2,63336
2012-10-01,Lansing,MI,7.2,63507
2012-11-01,Lansing,MI,7.2,63560
2012-12-01,Lansing,MI,7.3,63518
2013-01-01,Lansing,MI,7.4,63504
2013-02-01,Lansing,MI,7.5,63620
2013-03-01,Lansing,MI,7.5,63683
2013-04-01,Lansing,MI,7.5,63730
2013-05-01,Lansing,MI,7.4,63731
2013-06-01,Lansing,MI,7.3,63866
2013-07-01,Lansing,MI,7.2,64059
2013-08-01,Lansing,MI,7.1,64503
2013-09-01,Lansing,MI,6.9,64665
2013-10-01,Lansing,MI,6.7,64739
2013-11-01,Lansing,MI,6.5,64821
2013-12-01,Lansing,MI,6.4,65128
2014-01-01,Lansing,MI,6.3,65627
2014-02-01,Lansing,MI,6.3,66261
2014-03-01,Lansing,MI,6.3,66781
2014-04-01,Lansing,MI,6.2,67421
2014-05-01,Lansing,MI,6.2,68012
2014-06-01,Lansing,MI,6.1,68752
2014-07-01,Lansing,MI,6.0,69166
2014-08-01,Lansing,MI,5.8,69355
2014-09-01,Lansing,MI,5.7,69260
2014-10-01,Lansing,MI,5.6,69399
2014-11-01,Lansing,MI,5.4,69531
2014-12-01,Lansing,MI,5.2,69703
2015-01-01,Lansing,MI,5.1,69735
2015-02-01,Lansing,MI,5.0,69677
2015-03-01,Lansing,MI,4.9,69508
2015-04-01,Lansing,MI,4.7,69415
2015-05-01,Lansing,MI,4.6,69234
2015-06-01,Lansing,MI,4.4,68798
2015-07-01,Lansing,MI,4.3,68458
2015-08-01,Lansing,MI,4.2,68344
2015-09-01,Lansing,MI,4.2,68729
2015-10-01,Lansing,MI,4.1,69042
2015-11-01,Lansing,MI,4.1,69323
2015-12-01,Lansing,MI,4.1,69543
2016-01-01,Lansing,MI,4.1,69820
2016-02-01,Lansing,MI,4.2,70128
2016-03-01,Lansing,MI,4.2,70725
2016-04-01,Lansing,MI,4.1,71022
2016-05-01,Lansing,MI,4.1,71626
2016-06-01,Lansing,MI,4.1,72294
2016-07-01,Lansing,MI,4.1,73322
2016-08-01,Lansing,MI,4.1,74198
2016-09-01,Lansing,MI,4.1,75058
2016-10-01,Lansing,MI,4.2,75811
2016-11-01,Lansing,MI,4.3,76486
2016-12-01,Lansing,MI,4.2,76955
2017-01-01,Lansing,MI,4.1,77324
2017-02-01,Lansing,MI,4.0,77727
2017-03-01,Lansing,MI,3.9,78129
2017-04-01,Lansing,MI,3.9,78779
2017-05-01,Lansing,MI,3.9,79195
2017-06-01,Lansing,MI,4.0,79711
2017-07-01,Lansing,MI,4.1,80022
2017-08-01,Lansing,MI,4.2,80497
2017-09-01,Lansing,MI,4.3,80801
2017-10-01,Lansing,MI,4.3,81229
2017-11-01,Lansing,MI,4.3,81943
2017-12-01,Lansing,MI,4.2,82743
2018-01-01,Lansing,MI,4.1,83573
2018-02-01,Lansing,MI,3.9,84294
2018-03-01,Lansing,MI,3.7,84892
2018-04-01,Lansing,MI,3.5,85507
2018-05-01,Lansing,MI,3.3,86115
2018-06-01,Lansing,MI,3.2,86898
2018-07-01,Lansing,MI,3.1,87758
2018-08-01,Lansing,MI,3.2,88437
2018-09-01,Lansing,MI,3.3,88828
2018-10-01,Lansing,MI,3.4,88988
2018-11-01,Lansing,MI,3.5,89198
2018-12-01,Lansing,MI,3.5,89735
2019-01-01,Lansing,MI,3.6,90261
2019-02-01,Lansing,MI,3.5,90782
2019-03-01,Lansing,MI,3.5,91257
2019-04-01,Lansing,MI,3.5,91748
2019-05-01,Lansing,MI,3.3,92256
2019-06-01,Lansing,MI,3.3,92558
2019-07-01,Lansing,MI,3.3,92808
2019-08-01,Lansing,MI,3.3,93129
2019-09-01,Lansing,MI,3.4,93745
2019-10-01,Lansing,MI,3.6,94493
2019-11-01,Lansing,MI,3.6,95050
2019-12-01,Lansing,MI,3.5,95332
2020-01-01,Lansing,MI,3.3,95605
2003-01-01,Las Vegas,NV,5.5,207179
2003-02-01,Las Vegas,NV,5.5,208704
2003-03-01,Las Vegas,NV,5.4,209777
2003-04-01,Las Vegas,NV,5.4,210723
2003-05-01,Las Vegas,NV,5.3,211804
2003-06-01,Las Vegas,NV,5.3,213137
2003-07-01,Las Vegas,NV,5.3,214715
2003-08-01,Las Vegas,NV,5.2,216744
2003-09-01,Las Vegas,NV,5.1,219816
2003-10-01,Las Vegas,NV,5.0,223536
2003-11-01,Las Vegas,NV,4.9,227995
2003-12-01,Las Vegas,NV,4.8,232171
2004-01-01,Las Vegas,NV,4.7,236910
2004-02-01,Las Vegas,NV,4.7,240957
2004-03-01,Las Vegas,NV,4.6,246881
2004-04-01,Las Vegas,NV,4.5,251933
2004-05-01,Las Vegas,NV,4.4,259613
2004-06-01,Las Vegas,NV,4.3,267722
2004-07-01,Las Vegas,NV,4.2,277234
2004-08-01,Las Vegas,NV,4.2,284877
2004-09-01,Las Vegas,NV,4.1,290971
2004-10-01,Las Vegas,NV,4.1,295484
2004-11-01,Las Vegas,NV,4.1,299653
2004-12-01,Las Vegas,NV,4.1,304634
2005-01-01,Las Vegas,NV,4.1,309119
2005-02-01,Las Vegas,NV,4.1,315909
2005-03-01,Las Vegas,NV,4.1,320552
2005-04-01,Las Vegas,NV,4.1,327573
2005-05-01,Las Vegas,NV,4.1,329898
2005-06-01,Las Vegas,NV,4.1,332408
2005-07-01,Las Vegas,NV,4.1,332764
2005-08-01,Las Vegas,NV,4.1,335385
2005-09-01,Las Vegas,NV,4.1,337618
2005-10-01,Las Vegas,NV,4.0,339998
2005-11-01,Las Vegas,NV,3.9,342082
2005-12-01,Las Vegas,NV,3.9,343368
2006-01-01,Las Vegas,NV,3.9,345161
2006-02-01,Las Vegas,NV,3.9,345246
2006-03-01,Las Vegas,NV,4.0,346871
2006-04-01,Las Vegas,NV,4.0,347648
2006-05-01,Las Vegas,NV,4.1,349531
2006-06-01,Las Vegas,NV,4.1,349927
2006-07-01,Las Vegas,NV,4.0,350301
2006-08-01,Las Vegas,NV,4.0,349312
2006-09-01,Las Vegas,NV,4.0,348991
2006-10-01,Las Vegas,NV,4.0,347960
2006-11-01,Las Vegas,NV,4.0,347337
2006-12-01,Las Vegas,NV,4.1,346560
2007-01-01,Las Vegas,NV,4.1,345839
2007-02-01,Las Vegas,NV,4.2,345298
2007-03-01,Las Vegas,NV,4.2,343821
2007-04-01,Las Vegas,NV,4.3,340365
2007-05-01,Las Vegas,NV,4.3,336611
2007-06-01,Las Vegas,NV,4.4,333375
2007-07-01,Las Vegas,NV,4.5,330143
2007-08-01,Las Vegas,NV,4.6,326895
2007-09-01,Las Vegas,NV,4.7,322830
2007-10-01,Las Vegas,NV,4.8,318644
2007-11-01,Las Vegas,NV,4.9,311585
2007-12-01,Las Vegas,NV,5.0,303532
2008-01-01,Las Vegas,NV,5.1,293877
2008-02-01,Las Vegas,NV,5.3,283911
2008-03-01,Las Vegas,NV,5.5,274109
2008-04-01,Las Vegas,NV,5.7,266472
2008-05-01,Las Vegas,NV,5.9,260215
2008-06-01,Las Vegas,NV,6.2,252992
2008-07-01,Las Vegas,NV,6.6,245742
2008-08-01,Las Vegas,NV,6.9,238041
2008-09-01,Las Vegas,NV,7.4,230150
2008-10-01,Las Vegas,NV,7.8,222046
2008-11-01,Las Vegas,NV,8.3,215322
2008-12-01,Las Vegas,NV,9.1,210117
2009-01-01,Las Vegas,NV,9.6,204718
2009-02-01,Las Vegas,NV,10.0,199819
2009-03-01,Las Vegas,NV,10.4,194707
2009-04-01,Las Vegas,NV,10.8,189482
2009-05-01,Las Vegas,NV,11.2,183444
2009-06-01,Las Vegas,NV,11.5,177614
2009-07-01,Las Vegas,NV,11.9,172075
2009-08-01,Las Vegas,NV,12.1,167607
2009-09-01,Las Vegas,NV,12.3,164327
2009-10-01,Las Vegas,NV,12.5,162224
2009-11-01,Las Vegas,NV,12.7,160228
2009-12-01,Las Vegas,NV,12.8,158073
2010-01-01,Las Vegas,NV,13.4,157434
2010-02-01,Las Vegas,NV,13.5,156858
2010-03-01,Las Vegas,NV,13.6,156416
2010-04-01,Las Vegas,NV,13.6,155263
2010-05-01,Las Vegas,NV,13.7,154021
2010-06-01,Las Vegas,NV,13.7,153877
2010-07-01,Las Vegas,NV,13.8,153492
2010-08-01,Las Vegas,NV,13.9,153289
2010-09-01,Las Vegas,NV,13.9,152112
2010-10-01,Las Vegas,NV,14.0,150937
2010-11-01,Las Vegas,NV,14.0,150198
2010-12-01,Las Vegas,NV,13.9,149229
2011-01-01,Las Vegas,NV,13.8,147192
2011-02-01,Las Vegas,NV,13.7,144967
2011-03-01,Las Vegas,NV,13.5,142995
2011-04-01,Las Vegas,NV,13.4,141723
2011-05-01,Las Vegas,NV,13.3,141018
2011-06-01,Las Vegas,NV,13.3,139261
2011-07-01,Las Vegas,NV,13.3,138089
2011-08-01,Las Vegas,NV,13.2,136130
2011-09-01,Las Vegas,NV,13.1,135492
2011-10-01,Las Vegas,NV,12.9,134757
2011-11-01,Las Vegas,NV,12.8,134092
2011-12-01,Las Vegas,NV,12.6,133641
2012-01-01,Las Vegas,NV,12.0,133608
2012-02-01,Las Vegas,NV,11.9,133667
2012-03-01,Las Vegas,NV,11.7,133492
2012-04-01,Las Vegas,NV,11.6,133698
2012-05-01,Las Vegas,NV,11.5,134013
2012-06-01,Las Vegas,NV,11.4,135297
2012-07-01,Las Vegas,NV,11.2,136282
2012-08-01,Las Vegas,NV,11.1,138333
2012-09-01,Las Vegas,NV,10.9,140104
2012-10-01,Las Vegas,NV,10.8,142014
2012-11-01,Las Vegas,NV,10.6,144104
2012-12-01,Las Vegas,NV,10.5,146574
2013-01-01,Las Vegas,NV,10.4,149591
2013-02-01,Las Vegas,NV,10.3,152908
2013-03-01,Las Vegas,NV,10.2,157228
2013-04-01,Las Vegas,NV,10.1,161188
2013-05-01,Las Vegas,NV,9.9,165691
2013-06-01,Las Vegas,NV,9.8,170207
2013-07-01,Las Vegas,NV,9.7,175363
2013-08-01,Las Vegas,NV,9.5,179873
2013-09-01,Las Vegas,NV,9.4,184262
2013-10-01,Las Vegas,NV,9.2,187892
2013-11-01,Las Vegas,NV,9.0,191193
2013-12-01,Las Vegas,NV,8.8,193158
2014-01-01,Las Vegas,NV,8.7,195157
2014-02-01,Las Vegas,NV,8.5,197052
2014-03-01,Las Vegas,NV,8.4,198599
2014-04-01,Las Vegas,NV,8.2,199599
2014-05-01,Las Vegas,NV,8.1,199734
2014-06-01,Las Vegas,NV,8.0,199761
2014-07-01,Las Vegas,NV,7.9,200250
2014-08-01,Las Vegas,NV,7.8,200639
2014-09-01,Las Vegas,NV,7.7,200339
2014-10-01,Las Vegas,NV,7.6,201290
2014-11-01,Las Vegas,NV,7.5,202416
2014-12-01,Las Vegas,NV,7.4,205131
2015-01-01,Las Vegas,NV,7.3,206452
2015-02-01,Las Vegas,NV,7.2,207809
2015-03-01,Las Vegas,NV,7.1,208564
2015-04-01,Las Vegas,NV,7.0,209760
2015-05-01,Las Vegas,NV,7.0,211526
2015-06-01,Las Vegas,NV,6.9,212668
2015-07-01,Las Vegas,NV,6.8,212840
2015-08-01,Las Vegas,NV,6.8,213593
2015-09-01,Las Vegas,NV,6.7,215158
2015-10-01,Las Vegas,NV,6.6,216551
2015-11-01,Las Vegas,NV,6.5,217179
2015-12-01,Las Vegas,NV,6.4,218442
2016-01-01,Las Vegas,NV,6.3,220375
2016-02-01,Las Vegas,NV,6.2,222377
2016-03-01,Las Vegas,NV,6.1,223288
2016-04-01,Las Vegas,NV,6.1,224763
2016-05-01,Las Vegas,NV,6.0,225893
2016-06-01,Las Vegas,NV,5.9,227436
2016-07-01,Las Vegas,NV,5.8,228833
2016-08-01,Las Vegas,NV,5.8,230146
2016-09-01,Las Vegas,NV,5.7,231374
2016-10-01,Las Vegas,NV,5.6,231502
2016-11-01,Las Vegas,NV,5.5,232381
2016-12-01,Las Vegas,NV,5.5,231350
2017-01-01,Las Vegas,NV,5.4,231802
2017-02-01,Las Vegas,NV,5.4,232199
2017-03-01,Las Vegas,NV,5.4,235689
2017-04-01,Las Vegas,NV,5.4,238294
2017-05-01,Las Vegas,NV,5.4,241076
2017-06-01,Las Vegas,NV,5.3,243983
2017-07-01,Las Vegas,NV,5.3,247709
2017-08-01,Las Vegas,NV,5.2,250774
2017-09-01,Las Vegas,NV,5.2,254276
2017-10-01,Las Vegas,NV,5.1,258573
2017-11-01,Las Vegas,NV,5.1,263331
2017-12-01,Las Vegas,NV,5.1,267828
2018-01-01,Las Vegas,NV,5.0,270766
2018-02-01,Las Vegas,NV,5.0,274115
2018-03-01,Las Vegas,NV,5.0,275990
2018-04-01,Las Vegas,NV,4.9,278393
2018-05-01,Las Vegas,NV,4.9,280725
2018-06-01,Las Vegas,NV,4.8,284171
2018-07-01,Las Vegas,NV,4.7,287790
2018-08-01,Las Vegas,NV,4.7,291777
2018-09-01,Las Vegas,NV,4.7,294593
2018-10-01,Las Vegas,NV,4.6,296189
2018-11-01,Las Vegas,NV,4.6,296416
2018-12-01,Las Vegas,NV,4.6,297671
2019-01-01,Las Vegas,NV,4.6,298842
2019-02-01,Las Vegas,NV,4.5,300018
2019-03-01,Las Vegas,NV,4.3,300065
2019-04-01,Las Vegas,NV,4.2,300724
2019-05-01,Las Vegas,NV,4.1,301236
2019-06-01,Las Vegas,NV,4.2,300687
2019-07-01,Las Vegas,NV,4.3,299624
2019-08-01,Las Vegas,NV,4.3,298685
2019-09-01,Las Vegas,NV,4.3,298422
2019-10-01,Las Vegas,NV,4.2,298897
2019-11-01,Las Vegas,NV,4.1,299923
2019-12-01,Las Vegas,NV,4.0,300680
2020-01-01,Las Vegas,NV,3.9,301812
2003-01-01,Little Rock,AR,5.0,113386
2003-02-01,Little Rock,AR,5.0,113859
2003-03-01,Little Rock,AR,5.1,114463
2003-04-01,Little Rock,AR,5.2,115130
2003-05-01,Little Rock,AR,5.2,115804
2003-06-01,Little Rock,AR,5.3,116278
2003-07-01,Little Rock,AR,5.3,116901
2003-08-01,Little Rock,AR,5.4,117497
2003-09-01,Little Rock,AR,5.4,118289
2003-10-01,Little Rock,AR,5.4,118947
2003-11-01,Little Rock,AR,5.3,119665
2003-12-01,Little Rock,AR,5.3,120387
2004-01-01,Little Rock,AR,5.3,121149
2004-02-01,Little Rock,AR,5.2,121928
2004-03-01,Little Rock,AR,5.2,122671
2004-04-01,Little Rock,AR,5.2,123375
2004-05-01,Little Rock,AR,5.1,124138
2004-06-01,Little Rock,AR,5.1,124992
2004-07-01,Little Rock,AR,5.0,125831
2004-08-01,Little Rock,AR,5.0,126551
2004-09-01,Little Rock,AR,5.0,127190
2004-10-01,Little Rock,AR,5.0,127795
2004-11-01,Little Rock,AR,4.9,128517
2004-12-01,Little Rock,AR,4.9,129288
2005-01-01,Little Rock,AR,4.9,130134
2005-02-01,Little Rock,AR,4.8,130774
2005-03-01,Little Rock,AR,4.7,131395
2005-04-01,Little Rock,AR,4.7,132012
2005-05-01,Little Rock,AR,4.7,132737
2005-06-01,Little Rock,AR,4.7,133368
2005-07-01,Little Rock,AR,4.7,133960
2005-08-01,Little Rock,AR,4.7,134673
2005-09-01,Little Rock,AR,4.6,135465
2005-10-01,Little Rock,AR,4.6,136437
2005-11-01,Little Rock,AR,4.5,137322
2005-12-01,Little Rock,AR,4.5,138132
2006-01-01,Little Rock,AR,4.5,138820
2006-02-01,Little Rock,AR,4.5,139555
2006-03-01,Little Rock,AR,4.6,140396
2006-04-01,Little Rock,AR,4.6,141190
2006-05-01,Little Rock,AR,4.7,141915
2006-06-01,Little Rock,AR,4.7,142638
2006-07-01,Little Rock,AR,4.7,143338
2006-08-01,Little Rock,AR,4.7,143897
2006-09-01,Little Rock,AR,4.7,144381
2006-10-01,Little Rock,AR,4.6,144767
2006-11-01,Little Rock,AR,4.6,145111
2006-12-01,Little Rock,AR,4.6,145365
2007-01-01,Little Rock,AR,4.5,145463
2007-02-01,Little Rock,AR,4.5,145449
2007-03-01,Little Rock,AR,4.5,145338
2007-04-01,Little Rock,AR,4.5,145400
2007-05-01,Little Rock,AR,4.5,145664
2007-06-01,Little Rock,AR,4.6,145962
2007-07-01,Little Rock,AR,4.6,146194
2007-08-01,Little Rock,AR,4.6,146325
2007-09-01,Little Rock,AR,4.6,146493
2007-10-01,Little Rock,AR,4.6,146572
2007-11-01,Little Rock,AR,4.5,146508
2007-12-01,Little Rock,AR,4.5,146467
2008-01-01,Little Rock,AR,4.4,146614
2008-02-01,Little Rock,AR,4.3,147234
2008-03-01,Little Rock,AR,4.3,147700
2008-04-01,Little Rock,AR,4.3,147917
2008-05-01,Little Rock,AR,4.3,147433
2008-06-01,Little Rock,AR,4.4,146859
2008-07-01,Little Rock,AR,4.6,146317
2008-08-01,Little Rock,AR,4.7,146179
2008-09-01,Little Rock,AR,5.0,145956
2008-10-01,Little Rock,AR,5.2,145701
2008-11-01,Little Rock,AR,5.5,145434
2008-12-01,Little Rock,AR,5.7,145111
2009-01-01,Little Rock,AR,6.0,144636
2009-02-01,Little Rock,AR,6.2,143800
2009-03-01,Little Rock,AR,6.4,143092
2009-04-01,Little Rock,AR,6.6,142585
2009-05-01,Little Rock,AR,6.7,142555
2009-06-01,Little Rock,AR,6.8,142854
2009-07-01,Little Rock,AR,6.8,143278
2009-08-01,Little Rock,AR,6.9,143374
2009-09-01,Little Rock,AR,6.9,143353
2009-10-01,Little Rock,AR,6.9,143308
2009-11-01,Little Rock,AR,7.0,143509
2009-12-01,Little Rock,AR,7.1,143962
2010-01-01,Little Rock,AR,7.1,144583
2010-02-01,Little Rock,AR,7.2,145053
2010-03-01,Little Rock,AR,7.2,145159
2010-04-01,Little Rock,AR,7.2,145188
2010-05-01,Little Rock,AR,7.1,145367
2010-06-01,Little Rock,AR,7.1,145119
2010-07-01,Little Rock,AR,7.1,144526
2010-08-01,Little Rock,AR,7.1,143647
2010-09-01,Little Rock,AR,7.1,143055
