date,region_id,city,statecode,unemployment,housing,deltunemp,detastocks,threem,threed,time,,,,
1/1/2017,11093,Denver,CO,2.6,414299,-0.1,261,4/1/2017,425492,168,,,,
2/1/2017,11093,Denver,CO,2.5,417347,-0.1,261,5/1/2017,429404,169,,,,
3/1/2017,11093,Denver,CO,2.5,421584,0,37.2,6/1/2017,432297,170,,,,
4/1/2017,11093,Denver,CO,2.5,425492,0,97,7/1/2017,435352,171,,,,
5/1/2017,11093,Denver,CO,2.5,429404,0,97,8/1/2017,436966,172,,,,
6/1/2017,11093,Denver,CO,2.5,432297,0,169.2,9/1/2017,438572,173,,,,
7/1/2017,11093,Denver,CO,2.6,435352,0.1,127.2,10/1/2017,440582,174,,,,
8/1/2017,11093,Denver,CO,2.7,436966,0.1,127.2,11/1/2017,443428,175,,,,
9/1/2017,11093,Denver,CO,2.7,438572,0,192.4,12/1/2017,446264,176,,,,
10/1/2017,11093,Denver,CO,2.7,440582,0,369,1/1/2018,449439,177,,,,
11/1/2017,11093,Denver,CO,2.7,443428,0,369,2/1/2018,452356,178,,,,
12/1/2017,11093,Denver,CO,2.7,446264,0,222.3,3/1/2018,456020,179,,,,
1/1/2018,11093,Denver,CO,2.7,449439,0,148.1,4/1/2018,460413,180,,,,
2/1/2018,11093,Denver,CO,2.7,452356,0,148.1,5/1/2018,465248,181,,,,
3/1/2018,11093,Denver,CO,2.8,456020,0.1,-401.5,6/1/2018,469044,182,,,,
4/1/2018,11093,Denver,CO,2.9,460413,0.1,54.6,7/1/2018,472243,183,,,,
5/1/2018,11093,Denver,CO,3,465248,0.1,54.5,8/1/2018,474925,184,,,,
6/1/2018,11093,Denver,CO,3.1,469044,0.1,97.4,9/1/2018,478288,185,,,,
7/1/2018,11093,Denver,CO,3.2,472243,0.1,338.3,10/1/2018,481539,186,,,,
8/1/2018,11093,Denver,CO,3.3,474925,0.1,338.3,11/1/2018,484282,187,,,,
9/1/2018,11093,Denver,CO,3.4,478288,0.1,-118.1,12/1/2018,485686,188,,,,
10/1/2018,11093,Denver,CO,3.5,481539,0.1,-118.1,1/1/2019,486488,189,,,,
11/1/2018,11093,Denver,CO,3.5,484282,0,-44,2/1/2019,486548,190,,,,
12/1/2018,11093,Denver,CO,3.5,485686,0,-435.3,3/1/2019,485814,191,,,,
1/1/2019,11093,Denver,CO,3.6,486488,0.1,-435.3,4/1/2019,484689,192,,,,
2/1/2019,11093,Denver,CO,3.5,486548,-0.1,947.8,5/1/2019,483245,193,,,,
3/1/2019,11093,Denver,CO,3.3,485814,-0.2,131.4,6/1/2019,482883,194,,,,
4/1/2019,11093,Denver,CO,3.2,484689,-0.1,336.4,7/1/2019,482926,195,,,,
5/1/2019,11093,Denver,CO,3,483245,-0.2,-583.7,8/1/2019,484092,196,,,,
6/1/2019,11093,Denver,CO,2.9,482883,-0.1,345.8,9/1/2019,484697,197,,,,
7/1/2019,11093,Denver,CO,2.8,482926,-0.1,427.3,10/1/2019,485149,198,,,,
8/1/2019,11093,Denver,CO,2.7,484092,-0.1,,11/1/2019,485539,199,,,,
9/1/2019,11093,Denver,CO,2.6,484697,-0.1,,12/1/2019,486958,200,,,,
10/1/2019,11093,Denver,CO,2.6,485149,0,,1/1/2020,488832,201,,,,
2/1/2003,17759,Des Moines,IA,4,103407,4,-212,5/1/2003,105077,1,,,,
3/1/2003,17759,Des Moines,IA,4.1,104159,0.1,-87.2,6/1/2003,105323,2,,,,
4/1/2003,17759,Des Moines,IA,4.1,104671,0,249,7/1/2003,105733,3,,,,
5/1/2003,17759,Des Moines,IA,4.1,105077,0,180.4,8/1/2003,106312,4,,,,
6/1/2003,17759,Des Moines,IA,4.2,105323,0.1,58.4,9/1/2003,106931,5,,,,
7/1/2003,17759,Des Moines,IA,4.1,105733,-0.1,134.2,10/1/2003,107398,6,,,,
8/1/2003,17759,Des Moines,IA,4.1,106312,0,91.7,11/1/2003,107782,7,,,,
9/1/2003,17759,Des Moines,IA,4,106931,-0.1,110.9,12/1/2003,108133,8,,,,
10/1/2003,17759,Des Moines,IA,4,107398,0,70.7,1/1/2004,108578,9,,,,
11/1/2003,17759,Des Moines,IA,4,107782,0,155,2/1/2004,108897,10,,,,
12/1/2003,17759,Des Moines,IA,4,108133,0,135.5,3/1/2004,109078,11,,,,
1/1/2004,17759,Des Moines,IA,4.6,108578,0.6,-14,4/1/2004,109301,12,,,,
2/1/2004,17759,Des Moines,IA,4.5,108897,-0.1,20.8,5/1/2004,109543,13,,,,
3/1/2004,17759,Des Moines,IA,4.4,109078,-0.1,-11.4,6/1/2004,109957,14,,,,
4/1/2004,17759,Des Moines,IA,4.3,109301,-0.1,-64.6,7/1/2004,110331,15,,,,
5/1/2004,17759,Des Moines,IA,4.3,109543,0,12.4,8/1/2004,110650,16,,,,
6/1/2004,17759,Des Moines,IA,4.3,109957,0,60.6,9/1/2004,111012,17,,,,
7/1/2004,17759,Des Moines,IA,4.3,110331,0,-103.4,10/1/2004,111397,18,,,,
8/1/2004,17759,Des Moines,IA,4.3,110650,0,-70.5,11/1/2004,111770,19,,,,
9/1/2004,17759,Des Moines,IA,4.3,111012,0,18.2,12/1/2004,112130,20,,,,
10/1/2004,17759,Des Moines,IA,4.2,111397,-0.1,160.6,1/1/2005,112445,21,,,,
11/1/2004,17759,Des Moines,IA,4.2,111770,0,183.8,2/1/2005,112859,22,,,,
12/1/2004,17759,Des Moines,IA,4.1,112130,-0.1,-12,3/1/2005,113302,23,,,,
1/1/2005,17759,Des Moines,IA,4.1,112445,0,9.3,4/1/2005,113744,24,,,,
2/1/2005,17759,Des Moines,IA,4,112859,-0.1,-28.9,5/1/2005,114181,25,,,,
3/1/2005,17759,Des Moines,IA,4,113302,0,-94.3,6/1/2005,114609,26,,,,
4/1/2005,17759,Des Moines,IA,3.9,113744,-0.1,-140.5,7/1/2005,115031,27,,,,
5/1/2005,17759,Des Moines,IA,3.9,114181,0,-2.6,8/1/2005,115499,28,,,,
6/1/2005,17759,Des Moines,IA,3.9,114609,0,75.9,9/1/2005,115887,29,,,,
7/1/2005,17759,Des Moines,IA,3.9,115031,0,126.1,10/1/2005,116365,30,,,,
8/1/2005,17759,Des Moines,IA,3.9,115499,0,-11.7,11/1/2005,116889,31,,,,
9/1/2005,17759,Des Moines,IA,3.9,115887,0,16,12/1/2005,117439,32,,,,
10/1/2005,17759,Des Moines,IA,3.9,116365,0,43.1,1/1/2006,118010,33,,,,
11/1/2005,17759,Des Moines,IA,3.9,116889,0,31.6,2/1/2006,118428,34,,,,
12/1/2005,17759,Des Moines,IA,3.9,117439,0,21.2,3/1/2006,118954,35,,,,
1/1/2006,17759,Des Moines,IA,3.3,118010,-0.6,47.1,4/1/2006,119371,36,,,,
2/1/2006,17759,Des Moines,IA,3.3,118428,0,70.1,5/1/2006,119811,37,,,,
3/1/2006,17759,Des Moines,IA,3.3,118954,0,44.7,6/1/2006,120057,38,,,,
4/1/2006,17759,Des Moines,IA,3.3,119371,0,20.9,7/1/2006,120344,39,,,,
5/1/2006,17759,Des Moines,IA,3.3,119811,0,-12.8,8/1/2006,120545,40,,,,
6/1/2006,17759,Des Moines,IA,3.3,120057,0,-34.3,9/1/2006,120805,41,,,,
7/1/2006,17759,Des Moines,IA,3.4,120344,0.1,34.6,10/1/2006,120933,42,,,,
8/1/2006,17759,Des Moines,IA,3.4,120545,0,1,11/1/2006,121096,43,,,,
9/1/2006,17759,Des Moines,IA,3.4,120805,0,153.7,12/1/2006,121237,44,,,,
10/1/2006,17759,Des Moines,IA,3.4,120933,0,106.7,1/1/2007,121307,45,,,,
11/1/2006,17759,Des Moines,IA,3.4,121096,0,142.9,2/1/2007,121547,46,,,,
12/1/2006,17759,Des Moines,IA,3.4,121237,0,112.6,3/1/2007,121731,47,,,,
1/1/2007,17759,Des Moines,IA,3.4,121307,0,-26.9,4/1/2007,121976,48,,,,
2/1/2007,17759,Des Moines,IA,3.4,121547,0,-23.4,5/1/2007,122044,49,,,,
3/1/2007,17759,Des Moines,IA,3.4,121731,0,11.8,6/1/2007,122189,50,,,,
4/1/2007,17759,Des Moines,IA,3.4,121976,0,236.6,7/1/2007,122211,51,,,,
5/1/2007,17759,Des Moines,IA,3.4,122044,0,267,8/1/2007,122084,52,,,,
6/1/2007,17759,Des Moines,IA,3.4,122189,0,-54.6,9/1/2007,121811,53,,,,
7/1/2007,17759,Des Moines,IA,3.4,122211,0,-7.3,10/1/2007,121636,54,,,,
8/1/2007,17759,Des Moines,IA,3.4,122084,0,-39.5,11/1/2007,121497,55,,,,
9/1/2007,17759,Des Moines,IA,3.4,121811,0,133.4,12/1/2007,121366,56,,,,
10/1/2007,17759,Des Moines,IA,3.4,121636,0,144.9,1/1/2008,121370,57,,,,
11/1/2007,17759,Des Moines,IA,3.4,121497,0,-190.9,2/1/2008,121166,58,,,,
12/1/2007,17759,Des Moines,IA,3.5,121366,0.1,-96.4,3/1/2008,120787,59,,,,
1/1/2008,17759,Des Moines,IA,3.5,121370,0,-53,4/1/2008,120115,60,,,,
2/1/2008,17759,Des Moines,IA,3.5,121166,0,-396.4,5/1/2008,119618,61,,,,
3/1/2008,17759,Des Moines,IA,3.6,120787,0.1,49.9,6/1/2008,119178,62,,,,
4/1/2008,17759,Des Moines,IA,3.7,120115,0.1,136.2,7/1/2008,118978,63,,,,
5/1/2008,17759,Des Moines,IA,3.8,119618,0.1,-16.3,8/1/2008,118928,64,,,,
6/1/2008,17759,Des Moines,IA,3.9,119178,0.1,-228.6,9/1/2008,118901,65,,,,
7/1/2008,17759,Des Moines,IA,4,118978,0.1,-294.4,10/1/2008,118635,66,,,,
8/1/2008,17759,Des Moines,IA,4.1,118928,0.1,62.5,11/1/2008,118176,67,,,,
9/1/2008,17759,Des Moines,IA,4.2,118901,0.1,-409.4,12/1/2008,117734,68,,,,
10/1/2008,17759,Des Moines,IA,4.3,118635,0.1,-515.4,1/1/2009,117052,69,,,,
11/1/2008,17759,Des Moines,IA,4.4,118176,0.1,-216.7,2/1/2009,116402,70,,,,
12/1/2008,17759,Des Moines,IA,5,117734,0.6,-211.8,3/1/2009,115675,71,,,,
1/1/2009,17759,Des Moines,IA,5.4,117052,0.4,-83.9,4/1/2009,115314,72,,,,
2/1/2009,17759,Des Moines,IA,5.7,116402,0.3,-207.9,5/1/2009,114981,73,,,,
3/1/2009,17759,Des Moines,IA,5.9,115675,0.2,-49,6/1/2009,114823,74,,,,
4/1/2009,17759,Des Moines,IA,6,115314,0.1,179.1,7/1/2009,114560,75,,,,
5/1/2009,17759,Des Moines,IA,6.1,114981,0.1,182,8/1/2009,114411,76,,,,
6/1/2009,17759,Des Moines,IA,6.1,114823,0,18.8,9/1/2009,114347,77,,,,
7/1/2009,17759,Des Moines,IA,6.1,114560,0,269.9,10/1/2009,114489,78,,,,
8/1/2009,17759,Des Moines,IA,6.1,114411,0,156,11/1/2009,114493,79,,,,
9/1/2009,17759,Des Moines,IA,6.1,114347,0,88.5,12/1/2009,114339,80,,,,
10/1/2009,17759,Des Moines,IA,6.1,114489,0,22.7,1/1/2010,114100,81,,,,
11/1/2009,17759,Des Moines,IA,6.1,114493,0,129.6,2/1/2010,113983,82,,,,
12/1/2009,17759,Des Moines,IA,6.1,114339,0,174.6,3/1/2010,114154,83,,,,
1/1/2010,17759,Des Moines,IA,6,114100,-0.1,25.3,4/1/2010,114328,84,,,,
2/1/2010,17759,Des Moines,IA,6,113983,0,-64.6,5/1/2010,114338,85,,,,
3/1/2010,17759,Des Moines,IA,5.9,114154,-0.1,232.9,6/1/2010,113984,86,,,,
4/1/2010,17759,Des Moines,IA,5.9,114328,0,99.4,7/1/2010,113302,87,,,,
5/1/2010,17759,Des Moines,IA,5.8,114338,-0.1,-261.8,8/1/2010,112455,88,,,,
6/1/2010,17759,Des Moines,IA,5.8,113984,0,-261.8,9/1/2010,111439,89,,,,
7/1/2010,17759,Des Moines,IA,5.7,113302,-0.1,213.9,10/1/2010,110340,90,,,,
8/1/2010,17759,Des Moines,IA,5.7,112455,0,72.9,11/1/2010,109455,91,,,,
9/1/2010,17759,Des Moines,IA,5.7,111439,0,72.8,12/1/2010,108723,92,,,,
10/1/2010,17759,Des Moines,IA,5.7,110340,0,188.8,1/1/2011,108424,93,,,,
11/1/2010,17759,Des Moines,IA,5.7,109455,0,6.3,2/1/2011,107971,94,,,,
12/1/2010,17759,Des Moines,IA,5.7,108723,0,231.1,3/1/2011,107396,95,,,,
1/1/2011,17759,Des Moines,IA,5.6,108424,-0.1,153.4,4/1/2011,106543,96,,,,
2/1/2011,17759,Des Moines,IA,5.6,107971,0,153.4,5/1/2011,105611,97,,,,
3/1/2011,17759,Des Moines,IA,5.6,107396,0,26.1,6/1/2011,104762,98,,,,
4/1/2011,17759,Des Moines,IA,5.6,106543,0,193.6,7/1/2011,104133,99,,,,
5/1/2011,17759,Des Moines,IA,5.5,105611,-0.1,-76.6,8/1/2011,103663,100,,,,
6/1/2011,17759,Des Moines,IA,5.5,104762,0,-76.6,9/1/2011,103280,101,,,,
7/1/2011,17759,Des Moines,IA,5.5,104133,0,-84.2,10/1/2011,102985,102,,,,
8/1/2011,17759,Des Moines,IA,5.4,103663,-0.1,-224.8,11/1/2011,102850,103,,,,
9/1/2011,17759,Des Moines,IA,5.4,103280,0,-328.7,12/1/2011,102792,104,,,,
10/1/2011,17759,Des Moines,IA,5.4,102985,0,218.2,1/1/2012,102209,105,,,,
11/1/2011,17759,Des Moines,IA,5.3,102850,-0.1,218.2,2/1/2012,101689,106,,,,
12/1/2011,17759,Des Moines,IA,5.3,102792,0,67.2,3/1/2012,101342,107,,,,
1/1/2012,17759,Des Moines,IA,5.2,102209,-0.1,147.9,4/1/2012,101583,108,,,,
2/1/2012,17759,Des Moines,IA,5.1,101689,-0.1,207,5/1/2012,101985,109,,,,
3/1/2012,17759,Des Moines,IA,5.1,101342,0,147.8,6/1/2012,102366,110,,,,
4/1/2012,17759,Des Moines,IA,5.1,101583,0,-142.6,7/1/2012,102884,111,,,,
5/1/2012,17759,Des Moines,IA,5,101985,-0.1,-142.6,8/1/2012,103421,112,,,,
6/1/2012,17759,Des Moines,IA,5,102366,0,78.5,9/1/2012,104130,113,,,,
7/1/2012,17759,Des Moines,IA,5,102884,0,71.3,10/1/2012,104891,114,,,,
8/1/2012,17759,Des Moines,IA,5,103421,0,71.3,11/1/2012,105442,115,,,,
9/1/2012,17759,Des Moines,IA,5,104130,0,34.1,12/1/2012,105913,116,,,,
10/1/2012,17759,Des Moines,IA,4.9,104891,-0.1,34.1,1/1/2013,106525,117,,,,
11/1/2012,17759,Des Moines,IA,4.9,105442,0,-53.5,2/1/2013,107224,118,,,,
12/1/2012,17759,Des Moines,IA,4.9,105913,0,73.1,3/1/2013,107653,119,,,,
1/1/2013,17759,Des Moines,IA,4.9,106525,0,73.1,4/1/2013,107579,120,,,,
2/1/2013,17759,Des Moines,IA,4.9,107224,0,282.7,5/1/2013,107708,121,,,,
3/1/2013,17759,Des Moines,IA,4.8,107653,-0.1,189.7,6/1/2013,108040,122,,,,
4/1/2013,17759,Des Moines,IA,4.8,107579,0,119.7,7/1/2013,108479,123,,,,
5/1/2013,17759,Des Moines,IA,4.7,107708,-0.1,123,8/1/2013,108799,124,,,,
6/1/2013,17759,Des Moines,IA,4.7,108040,0,95.7,9/1/2013,109029,125,,,,
7/1/2013,17759,Des Moines,IA,4.6,108479,-0.1,95.7,10/1/2013,109205,126,,,,
8/1/2013,17759,Des Moines,IA,4.6,108799,0,-166.9,11/1/2013,109445,127,,,,
9/1/2013,17759,Des Moines,IA,4.5,109029,-0.1,166.9,12/1/2013,109636,128,,,,
10/1/2013,17759,Des Moines,IA,4.5,109205,0,166.9,1/1/2014,110092,129,,,,
11/1/2013,17759,Des Moines,IA,4.4,109445,-0.1,231.3,2/1/2014,110439,130,,,,
12/1/2013,17759,Des Moines,IA,4.4,109636,0,90.5,3/1/2014,110929,131,,,,
1/1/2014,17759,Des Moines,IA,4.3,110092,-0.1,90.5,4/1/2014,111414,132,,,,
2/1/2014,17759,Des Moines,IA,4.3,110439,0,-445.4,5/1/2014,111681,133,,,,
3/1/2014,17759,Des Moines,IA,4.2,110929,-0.1,415.8,6/1/2014,111919,134,,,,
4/1/2014,17759,Des Moines,IA,4.1,111414,-0.1,154.8,7/1/2014,111923,135,,,,
5/1/2014,17759,Des Moines,IA,4.1,111681,0,11.8,8/1/2014,111935,136,,,,
6/1/2014,17759,Des Moines,IA,4.1,111919,0,30.7,9/1/2014,111955,137,,,,
7/1/2014,17759,Des Moines,IA,4,111923,-0.1,30.7,10/1/2014,111959,138,,,,
8/1/2014,17759,Des Moines,IA,4,111935,0,167.3,11/1/2014,111922,139,,,,
9/1/2014,17759,Des Moines,IA,4,111955,0,62.7,12/1/2014,111879,140,,,,
10/1/2014,17759,Des Moines,IA,4,111959,0,62.7,1/1/2015,112065,141,,,,
11/1/2014,17759,Des Moines,IA,3.9,111922,-0.1,129.8,2/1/2015,112451,142,,,,
12/1/2014,17759,Des Moines,IA,3.9,111879,0,129.8,3/1/2015,113015,143,,,,
1/1/2015,17759,Des Moines,IA,3.8,112065,-0.1,-91.8,4/1/2015,113630,144,,,,
2/1/2015,17759,Des Moines,IA,3.8,112451,0,-113.7,5/1/2015,114262,145,,,,
3/1/2015,17759,Des Moines,IA,3.7,113015,-0.1,233.1,6/1/2015,114839,146,,,,
4/1/2015,17759,Des Moines,IA,3.7,113630,0,38.1,7/1/2015,115481,147,,,,
5/1/2015,17759,Des Moines,IA,3.6,114262,-0.1,105.8,8/1/2015,116316,148,,,,
6/1/2015,17759,Des Moines,IA,3.6,114839,0,-119.3,9/1/2015,117267,149,,,,
7/1/2015,17759,Des Moines,IA,3.6,115481,0,13.8,10/1/2015,118116,150,,,,
8/1/2015,17759,Des Moines,IA,3.5,116316,-0.1,-327.7,11/1/2015,118926,151,,,,
9/1/2015,17759,Des Moines,IA,3.5,117267,0,-327.7,12/1/2015,119712,152,,,,
10/1/2015,17759,Des Moines,IA,3.4,118116,-0.1,509.7,1/1/2016,120272,153,,,,
11/1/2015,17759,Des Moines,IA,3.4,118926,0,42.5,2/1/2016,120833,154,,,,
12/1/2015,17759,Des Moines,IA,3.4,119712,0,42.5,3/1/2016,121284,155,,,,
1/1/2016,17759,Des Moines,IA,3.3,120272,-0.1,-259.4,4/1/2016,121863,156,,,,
2/1/2016,17759,Des Moines,IA,3.3,120833,0,-259.4,5/1/2016,122489,157,,,,
3/1/2016,17759,Des Moines,IA,3.3,121284,0,455.1,6/1/2016,123214,158,,,,
4/1/2016,17759,Des Moines,IA,3.3,121863,0,106.3,7/1/2016,123963,159,,,,
5/1/2016,17759,Des Moines,IA,3.4,122489,0.1,38,8/1/2016,124380,160,,,,
6/1/2016,17759,Des Moines,IA,3.4,123214,0,38,9/1/2016,124432,161,,,,
7/1/2016,17759,Des Moines,IA,3.4,123963,0,162.4,10/1/2016,124796,162,,,,
8/1/2016,17759,Des Moines,IA,3.4,124380,0,95.9,11/1/2016,125372,163,,,,
9/1/2016,17759,Des Moines,IA,3.4,124432,0,-17.5,12/1/2016,125996,164,,,,
10/1/2016,17759,Des Moines,IA,3.3,124796,-0.1,128.7,1/1/2017,126578,165,,,,
11/1/2016,17759,Des Moines,IA,3.2,125372,-0.1,128.7,2/1/2017,127186,166,,,,
12/1/2016,17759,Des Moines,IA,3.2,125996,0,258.8,3/1/2017,128018,167,,,,
1/1/2017,17759,Des Moines,IA,3.1,126578,-0.1,261,4/1/2017,128667,168,,,,
2/1/2017,17759,Des Moines,IA,3.1,127186,0,261,5/1/2017,129332,169,,,,
3/1/2017,17759,Des Moines,IA,3.1,128018,0,37.2,6/1/2017,129848,170,,,,
4/1/2017,17759,Des Moines,IA,3,128667,-0.1,97,7/1/2017,130457,171,,,,
5/1/2017,17759,Des Moines,IA,3,129332,0,97,8/1/2017,131187,172,,,,
6/1/2017,17759,Des Moines,IA,3,129848,0,169.2,9/1/2017,132296,173,,,,
7/1/2017,17759,Des Moines,IA,2.9,130457,-0.1,127.2,10/1/2017,133114,174,,,,
8/1/2017,17759,Des Moines,IA,2.9,131187,0,127.2,11/1/2017,134041,175,,,,
9/1/2017,17759,Des Moines,IA,2.8,132296,-0.1,192.4,12/1/2017,135119,176,,,,
10/1/2017,17759,Des Moines,IA,2.7,133114,-0.1,369,1/1/2018,135820,177,,,,
11/1/2017,17759,Des Moines,IA,2.7,134041,0,369,2/1/2018,136147,178,,,,
12/1/2017,17759,Des Moines,IA,2.6,135119,-0.1,222.3,3/1/2018,136238,179,,,,
1/1/2018,17759,Des Moines,IA,2.6,135820,0,148.1,4/1/2018,137056,180,,,,
2/1/2018,17759,Des Moines,IA,2.6,136147,0,148.1,5/1/2018,138094,181,,,,
3/1/2018,17759,Des Moines,IA,2.5,136238,-0.1,-401.5,6/1/2018,138764,182,,,,
4/1/2018,17759,Des Moines,IA,2.5,137056,0,54.6,7/1/2018,139348,183,,,,
5/1/2018,17759,Des Moines,IA,2.4,138094,-0.1,54.5,8/1/2018,139955,184,,,,
6/1/2018,17759,Des Moines,IA,2.4,138764,0,97.4,9/1/2018,140802,185,,,,
7/1/2018,17759,Des Moines,IA,2.4,139348,0,338.3,10/1/2018,141654,186,,,,
8/1/2018,17759,Des Moines,IA,2.3,139955,-0.1,338.3,11/1/2018,142050,187,,,,
9/1/2018,17759,Des Moines,IA,2.3,140802,0,-118.1,12/1/2018,142349,188,,,,
10/1/2018,17759,Des Moines,IA,2.3,141654,0,-118.1,1/1/2019,142793,189,,,,
11/1/2018,17759,Des Moines,IA,2.3,142050,0,-44,2/1/2019,143815,190,,,,
12/1/2018,17759,Des Moines,IA,2.3,142349,0,-435.3,3/1/2019,144826,191,,,,
1/1/2019,17759,Des Moines,IA,2.4,142793,0.1,-435.3,4/1/2019,145453,192,,,,
2/1/2019,17759,Des Moines,IA,2.3,143815,-0.1,947.8,5/1/2019,145697,193,,,,
3/1/2019,17759,Des Moines,IA,2.4,144826,0.1,131.4,6/1/2019,146248,194,,,,
4/1/2019,17759,Des Moines,IA,2.3,145453,-0.1,336.4,7/1/2019,146763,195,,,,
5/1/2019,17759,Des Moines,IA,2.4,145697,0.1,-583.7,8/1/2019,147211,196,,,,
6/1/2019,17759,Des Moines,IA,2.4,146248,0,345.8,9/1/2019,147297,197,,,,
7/1/2019,17759,Des Moines,IA,2.4,146763,0,427.3,10/1/2019,147401,198,,,,
8/1/2019,17759,Des Moines,IA,2.4,147211,0,,11/1/2019,147689,199,,,,
9/1/2019,17759,Des Moines,IA,2.4,147297,0,,12/1/2019,147886,200,,,,
10/1/2019,17759,Des Moines,IA,2.5,147401,0.1,,1/1/2020,148091,201,,,,
2/1/2003,17762,Detroit,MI,7,0,7,-212,5/1/2003,0,1,,,,
3/1/2003,17762,Detroit,MI,7.2,0,0.2,-87.2,6/1/2003,0,2,,,,
4/1/2003,17762,Detroit,MI,7.4,0,0.2,249,7/1/2003,0,3,,,,
5/1/2003,17762,Detroit,MI,7.5,0,0.1,180.4,8/1/2003,0,4,,,,
6/1/2003,17762,Detroit,MI,7.6,0,0.1,58.4,9/1/2003,0,5,,,,
7/1/2003,17762,Detroit,MI,7.6,0,0,134.2,10/1/2003,0,6,,,,
8/1/2003,17762,Detroit,MI,7.5,0,-0.1,91.7,11/1/2003,0,7,,,,
9/1/2003,17762,Detroit,MI,7.4,0,-0.1,110.9,12/1/2003,0,8,,,,
10/1/2003,17762,Detroit,MI,7.2,0,-0.2,70.7,1/1/2004,0,9,,,,
11/1/2003,17762,Detroit,MI,7,0,-0.2,155,2/1/2004,0,10,,,,
12/1/2003,17762,Detroit,MI,6.8,0,-0.2,135.5,3/1/2004,0,11,,,,
1/1/2004,17762,Detroit,MI,6.8,0,0,-14,4/1/2004,0,12,,,,
2/1/2004,17762,Detroit,MI,6.8,0,0,20.8,5/1/2004,0,13,,,,
3/1/2004,17762,Detroit,MI,6.8,0,0,-11.4,6/1/2004,0,14,,,,
4/1/2004,17762,Detroit,MI,6.9,0,0.1,-64.6,7/1/2004,0,15,,,,
5/1/2004,17762,Detroit,MI,7.1,0,0.2,12.4,8/1/2004,0,16,,,,
6/1/2004,17762,Detroit,MI,7.2,0,0.1,60.6,9/1/2004,0,17,,,,
7/1/2004,17762,Detroit,MI,7.3,0,0.1,-103.4,10/1/2004,0,18,,,,
8/1/2004,17762,Detroit,MI,7.4,0,0.1,-70.5,11/1/2004,0,19,,,,
9/1/2004,17762,Detroit,MI,7.5,0,0.1,18.2,12/1/2004,0,20,,,,
10/1/2004,17762,Detroit,MI,7.5,0,0,160.6,1/1/2005,0,21,,,,
11/1/2004,17762,Detroit,MI,7.6,0,0.1,183.8,2/1/2005,0,22,,,,
12/1/2004,17762,Detroit,MI,7.6,0,0,-12,3/1/2005,0,23,,,,
1/1/2005,17762,Detroit,MI,7.6,0,0,9.3,4/1/2005,0,24,,,,
2/1/2005,17762,Detroit,MI,7.5,0,-0.1,-28.9,5/1/2005,0,25,,,,
3/1/2005,17762,Detroit,MI,7.4,0,-0.1,-94.3,6/1/2005,0,26,,,,
4/1/2005,17762,Detroit,MI,7.2,0,-0.2,-140.5,7/1/2005,0,27,,,,
5/1/2005,17762,Detroit,MI,7.1,0,-0.1,-2.6,8/1/2005,0,28,,,,
6/1/2005,17762,Detroit,MI,6.9,0,-0.2,75.9,9/1/2005,0,29,,,,
7/1/2005,17762,Detroit,MI,6.7,0,-0.2,126.1,10/1/2005,0,30,,,,
8/1/2005,17762,Detroit,MI,6.6,0,-0.1,-11.7,11/1/2005,0,31,,,,
9/1/2005,17762,Detroit,MI,6.6,0,0,16,12/1/2005,0,32,,,,
10/1/2005,17762,Detroit,MI,6.6,0,0,43.1,1/1/2006,0,33,,,,
11/1/2005,17762,Detroit,MI,6.7,0,0.1,31.6,2/1/2006,0,34,,,,
12/1/2005,17762,Detroit,MI,6.8,0,0.1,21.2,3/1/2006,0,35,,,,
1/1/2006,17762,Detroit,MI,6.9,0,0.1,47.1,4/1/2006,0,36,,,,
2/1/2006,17762,Detroit,MI,6.9,0,0,70.1,5/1/2006,0,37,,,,
3/1/2006,17762,Detroit,MI,7,0,0.1,44.7,6/1/2006,0,38,,,,
4/1/2006,17762,Detroit,MI,7,0,0,20.9,7/1/2006,0,39,,,,
5/1/2006,17762,Detroit,MI,7,0,0,-12.8,8/1/2006,0,40,,,,
6/1/2006,17762,Detroit,MI,7.1,0,0.1,-34.3,9/1/2006,0,41,,,,
7/1/2006,17762,Detroit,MI,7.2,0,0.1,34.6,10/1/2006,0,42,,,,
8/1/2006,17762,Detroit,MI,7.2,0,0,1,11/1/2006,0,43,,,,
9/1/2006,17762,Detroit,MI,7.3,0,0.1,153.7,12/1/2006,0,44,,,,
10/1/2006,17762,Detroit,MI,7.3,0,0,106.7,1/1/2007,0,45,,,,
11/1/2006,17762,Detroit,MI,7.2,0,-0.1,142.9,2/1/2007,0,46,,,,
12/1/2006,17762,Detroit,MI,7.1,0,-0.1,112.6,3/1/2007,0,47,,,,
1/1/2007,17762,Detroit,MI,7,0,-0.1,-26.9,4/1/2007,0,48,,,,
2/1/2007,17762,Detroit,MI,6.9,0,-0.1,-23.4,5/1/2007,0,49,,,,
3/1/2007,17762,Detroit,MI,6.9,0,0,11.8,6/1/2007,0,50,,,,
4/1/2007,17762,Detroit,MI,6.9,0,0,236.6,7/1/2007,0,51,,,,
5/1/2007,17762,Detroit,MI,6.9,0,0,267,8/1/2007,0,52,,,,
6/1/2007,17762,Detroit,MI,7,0,0.1,-54.6,9/1/2007,0,53,,,,
7/1/2007,17762,Detroit,MI,7.2,0,0.2,-7.3,10/1/2007,0,54,,,,
