Stock,Date,Adj Close
Dow,1985-01-01,1286.77002
Dow,1985-02-01,1284.01001
Dow,1985-03-01,1266.780029
Dow,1985-04-01,1258.060059
Dow,1985-05-01,1315.410034
Dow,1985-06-01,1335.459961
Dow,1985-07-01,1347.449951
Dow,1985-08-01,1334.01001
Dow,1985-09-01,1328.630005
Dow,1985-10-01,1374.310059
Dow,1985-11-01,1472.130005
Dow,1985-12-01,1546.670044
Dow,1986-01-01,1570.98999
Dow,1986-02-01,1709.060059
Dow,1986-03-01,1818.609985
Dow,1986-04-01,1783.97998
Dow,1986-05-01,1876.709961
Dow,1986-06-01,1892.719971
Dow,1986-07-01,1775.310059
Dow,1986-08-01,1898.339966
Dow,1986-09-01,1767.5799559999998
Dow,1986-10-01,1877.709961
Dow,1986-11-01,1914.22998
Dow,1986-12-01,1895.949951
Dow,1987-01-01,2158.040039
Dow,1987-02-01,2223.98999
Dow,1987-03-01,2304.689941
Dow,1987-04-01,2286.360107
Dow,1987-05-01,2291.570068
Dow,1987-06-01,2418.530029
Dow,1987-07-01,2572.070068
Dow,1987-08-01,2662.949951
Dow,1987-09-01,2596.280029
Dow,1987-10-01,1993.530029
Dow,1987-11-01,1833.550049
Dow,1987-12-01,1938.8299559999998
Dow,1988-01-01,1958.219971
Dow,1988-02-01,2071.6201170000004
Dow,1988-03-01,1988.060059
Dow,1988-04-01,2032.3299559999998
Dow,1988-05-01,2031.119995
Dow,1988-06-01,2141.709961
Dow,1988-07-01,2128.72998
Dow,1988-08-01,2031.6500239999998
Dow,1988-09-01,2112.909912
Dow,1988-10-01,2148.649902
Dow,1988-11-01,2114.51001
Dow,1988-12-01,2168.570068
Dow,1989-01-01,2342.320068
Dow,1989-02-01,2258.389893
Dow,1989-03-01,2293.6201170000004
Dow,1989-04-01,2418.800049
Dow,1989-05-01,2480.149902
Dow,1989-06-01,2440.060059
Dow,1989-07-01,2660.659912
Dow,1989-08-01,2737.27002
Dow,1989-09-01,2692.820068
Dow,1989-10-01,2645.080078
Dow,1989-11-01,2706.27002
Dow,1989-12-01,2753.199951
Dow,1990-01-01,2590.540039
Dow,1990-02-01,2627.25
Dow,1990-03-01,2707.209961
Dow,1990-04-01,2656.76001
Dow,1990-05-01,2876.659912
Dow,1990-06-01,2880.689941
Dow,1990-07-01,2905.199951
Dow,1990-08-01,2614.360107
Dow,1990-09-01,2452.47998
Dow,1990-10-01,2442.330078
Dow,1990-11-01,2559.649902
Dow,1990-12-01,2633.659912
Dow,1991-01-01,2736.389893
Dow,1991-02-01,2882.179932
Dow,1991-03-01,2913.860107
Dow,1991-04-01,2887.8701170000004
Dow,1991-05-01,3027.5
Dow,1991-06-01,2906.75
Dow,1991-07-01,3024.820068
Dow,1991-08-01,3043.600098
Dow,1991-09-01,3016.77002
Dow,1991-10-01,3069.100098
Dow,1991-11-01,2894.679932
Dow,1991-12-01,3168.830078
Dow,1992-01-01,3223.399902
Dow,1992-02-01,3267.699951
Dow,1992-03-01,3235.5
Dow,1992-04-01,3359.100098
Dow,1992-05-01,3396.899902
Dow,1992-06-01,3318.5
Dow,1992-07-01,3393.8000490000004
Dow,1992-08-01,3257.399902
Dow,1992-09-01,3271.699951
Dow,1992-10-01,3226.300049
Dow,1992-11-01,3305.199951
Dow,1992-12-01,3301.110107
Dow,1993-01-01,3310.0
Dow,1993-02-01,3370.8100590000004
Dow,1993-03-01,3435.110107
Dow,1993-04-01,3427.5500490000004
Dow,1993-05-01,3527.429932
Dow,1993-06-01,3516.080078
Dow,1993-07-01,3539.469971
Dow,1993-08-01,3651.25
Dow,1993-09-01,3555.1201170000004
Dow,1993-10-01,3680.5900880000004
Dow,1993-11-01,3683.9499509999996
Dow,1993-12-01,3754.0900880000004
