date,unemployment_rate,statecode,city
2003-01-01,5.7,AL,Anniston
2003-01-01,4.4,AL,Auburn
2003-01-01,5,AL,Birmingham
2003-01-01,4.9,AL,Daphne
2003-01-01,6.1,AL,Decatur
2003-01-01,4.7,AL,Dothan
2003-01-01,7.6,AL,Florence
2003-01-01,6.2,AL,Gadsden
2003-01-01,4.6,AL,Huntsville
2003-01-01,6.5,AL,Mobile
2003-01-01,5.4,AL,Montgomery
2003-01-01,5.1,AL,Tuscaloosa
2003-01-01,6.6,AK,Anchorage
2003-01-01,7,AK,Fairbanks
2003-01-01,5.6,AZ,Flagstaff
2003-01-01,5.2,AZ,Lake Havasu City
2003-01-01,5.6,AZ,Phoenix
2003-01-01,5.3,AZ,Prescott
2003-01-01,5.9,AZ,Sierra Vista
2003-01-01,5.6,AZ,Tucson
2003-01-01,17.2,AZ,Yuma
2003-01-01,3.5,AR,Fayetteville
2003-01-01,5.3,AR,Fort Smith
2003-01-01,6.1,AR,Hot Springs
2003-01-01,5.6,AR,Jonesboro
2003-01-01,5,AR,Little Rock
2003-01-01,7.8,AR,Pine Bluff
2003-01-01,10.2,CA,Bakersfield
2003-01-01,7.6,CA,Chico
2003-01-01,14.9,CA,El Centro
2003-01-01,12.2,CA,Fresno
2003-01-01,12.3,CA,Hanford
2003-01-01,6.2,CA,Los Angeles
2003-01-01,10.9,CA,Madera
2003-01-01,11.5,CA,Merced
2003-01-01,10,CA,Modesto
2003-01-01,4.8,CA,Napa
2003-01-01,5.9,CA,Oxnard
2003-01-01,7.2,CA,Redding
2003-01-01,6.4,CA,Riverside
2003-01-01,5.7,CA,Sacramento
2003-01-01,8.9,CA,Salinas
2003-01-01,5.3,CA,San Diego
2003-01-01,6.4,CA,San Francisco
2003-01-01,8.8,CA,San Jose
2003-01-01,4.8,CA,San Luis Obispo
2003-01-01,7.9,CA,Santa Cruz
2003-01-01,5.2,CA,Santa Maria
2003-01-01,5.4,CA,Santa Rosa
2003-01-01,9.1,CA,Stockton
2003-01-01,6.2,CA,Vallejo
2003-01-01,12.4,CA,Visalia
2003-01-01,10.9,CA,Yuba City
2003-01-01,5.7,CO,Boulder
2003-01-01,6.1,CO,Colorado Springs
2003-01-01,6.1,CO,Denver
2003-01-01,4.9,CO,Fort Collins
2003-01-01,5.1,CO,Grand Junction
2003-01-01,5.5,CO,Greeley
2003-01-01,7.2,CO,Pueblo
2003-01-01,5,CT,Bridgeport
2003-01-01,4,CT,Danbury
2003-01-01,5.7,CT,Hartford
2003-01-01,5.2,CT,New Haven
2003-01-01,4.7,CT,Norwich
2003-01-01,6.8,CT,Waterbury
2003-01-01,4.2,DE,Dover
2003-01-01,4.6,MD,Salisbury
2003-01-01,3.9,DC,Washington
2003-01-01,4.9,FL,Cape Coral
2003-01-01,4.1,FL,Crestview
2003-01-01,5.4,FL,Deltona
2003-01-01,3.9,FL,Gainesville
2003-01-01,6.5,FL,Homosassa Springs
2003-01-01,5.2,FL,Jacksonville
2003-01-01,5.7,FL,Lakeland
2003-01-01,5.4,FL,Miami
2003-01-01,5.2,FL,Naples
2003-01-01,4.8,FL,North Port
2003-01-01,5.6,FL,Ocala
2003-01-01,5.4,FL,Orlando
2003-01-01,5.6,FL,Palm Bay
2003-01-01,5.6,FL,Panama City
2003-01-01,5.2,FL,Pensacola
2003-01-01,6.3,FL,Port St. Lucie
2003-01-01,5.7,FL,Punta Gorda
2003-01-01,6.7,FL,Sebastian
2003-01-01,5.9,FL,Sebring
2003-01-01,4.5,FL,Tallahassee
2003-01-01,5.6,FL,Tampa
2003-01-01,5.5,FL,The Villages
2003-01-01,5.3,GA,Albany
2003-01-01,3.8,GA,Athens
2003-01-01,5.1,GA,Atlanta
2003-01-01,5.2,GA,Augusta
2003-01-01,4.5,GA,Brunswick
2003-01-01,5.5,GA,Columbus
2003-01-01,4.3,GA,Dalton
2003-01-01,4.3,GA,Gainesville
2003-01-01,5.6,GA,Hinesville
2003-01-01,4.9,GA,Macon
2003-01-01,4.8,GA,Rome
2003-01-01,4.1,GA,Savannah
2003-01-01,3.8,GA,Valdosta
2003-01-01,4.2,GA,Warner Robins
2003-01-01,3.6,HI,Kahului
2003-01-01,3.7,HI,Urban Honolulu
2003-01-01,5.2,ID,Boise City
2003-01-01,6.9,ID,Coeur d'Alene
2003-01-01,3.7,ID,Idaho Falls
2003-01-01,5.9,ID,Lewiston
2003-01-01,5.2,ID,Pocatello
2003-01-01,4.3,ID,Twin Falls
2003-01-01,4.1,IL,Bloomington
2003-01-01,5.5,IL,Carbondale
2003-01-01,4.2,IL,Champaign
2003-01-01,6.8,IL,Chicago
2003-01-01,7.5,IL,Danville
2003-01-01,5.2,IA,Davenport
2003-01-01,7.5,IL,Decatur
2003-01-01,6.8,IL,Kankakee
2003-01-01,5.7,IL,Peoria
2003-01-01,7.5,IL,Rockford
2003-01-01,5,IL,Springfield
2003-01-01,4.4,IN,Bloomington
2003-01-01,4.5,IN,Columbus
2003-01-01,4.4,IN,Elkhart
2003-01-01,4.5,IN,Evansville
2003-01-01,4.7,IN,Fort Wayne
2003-01-01,4.6,IN,Indianapolis
2003-01-01,5.7,IN,Kokomo
2003-01-01,4.5,IN,Lafayette
2003-01-01,6.5,IN,Michigan City
2003-01-01,6,IN,Muncie
2003-01-01,5,IN,South Bend
2003-01-01,5.7,IN,Terre Haute
2003-01-01,2.8,IA,Ames
2003-01-01,4.8,IA,Cedar Rapids
2003-01-01,3.9,IA,Des Moines
2003-01-01,4.1,IA,Dubuque
2003-01-01,3,IA,Iowa City
2003-01-01,4,IA,Sioux City
2003-01-01,4.1,IA,Waterloo
2003-01-01,3.7,KS,Lawrence
2003-01-01,3.5,KS,Manhattan
2003-01-01,4.6,KS,Topeka
2003-01-01,6.1,KS,Wichita
2003-01-01,6.2,KY,Bowling Green
2003-01-01,5.5,KY,Elizabethtown
2003-01-01,4.7,KY,Lexington
2003-01-01,5.5,KY,Louisville/Jefferson County
2003-01-01,6.1,KY,Owensboro
2003-01-01,6.5,LA,Alexandria
2003-01-01,6.3,LA,Baton Rouge
2003-01-01,7.2,LA,Hammond
2003-01-01,4.8,LA,Houma
2003-01-01,5.7,LA,Lafayette
2003-01-01,6.2,LA,Lake Charles
2003-01-01,6,LA,Monroe
2003-01-01,5.7,LA,New Orleans
2003-01-01,7.1,LA,Shreveport
2003-01-01,4.3,ME,Bangor
2003-01-01,4.7,ME,Lewiston
2003-01-01,3.4,ME,Portland
2003-01-01,4.8,MD,Baltimore
2003-01-01,3.5,MD,California
2003-01-01,6.1,MD,Cumberland
2003-01-01,4.9,MD,Hagerstown
2003-01-01,4.7,MA,Barnstable Town
2003-01-01,5.5,MA,Boston
2003-01-01,6.7,MA,Leominster
2003-01-01,7.7,MA,New Bedford
2003-01-01,5,MA,Pittsfield
2003-01-01,5.6,MA,Springfield
2003-01-01,5.9,MA,Worcester
2003-01-01,3.7,MI,Ann Arbor
2003-01-01,6.7,MI,Battle Creek
2003-01-01,7,MI,Bay City
2003-01-01,6.8,MI,Detroit
2003-01-01,7.8,MI,Flint
2003-01-01,6.4,MI,Grand Rapids
2003-01-01,7.5,MI,Jackson
2003-01-01,5.3,MI,Kalamazoo
2003-01-01,4.8,MI,Lansing
2003-01-01,5.7,MI,Midland
2003-01-01,5.4,MI,Monroe
2003-01-01,8.8,MI,Muskegon
2003-01-01,6.4,MI,Niles
2003-01-01,8.1,MI,Saginaw
2003-01-01,5.7,MN,Duluth
2003-01-01,3.6,MN,Mankato
2003-01-01,4.4,MN,Minneapolis
2003-01-01,4,MN,Rochester
2003-01-01,4.7,MN,St. Cloud
2003-01-01,5.6,MS,Gulfport
2003-01-01,5.3,MS,Hattiesburg
2003-01-01,5.4,MS,Jackson
2003-01-01,4.7,MO,Cape Girardeau
2003-01-01,3.3,MO,Columbia
2003-01-01,4.2,MO,Jefferson City
2003-01-01,5.5,MO,Joplin
2003-01-01,5.6,MO,Kansas City
2003-01-01,5.8,MO,St. Joseph
2003-01-01,5.4,MO,St. Louis
2003-01-01,4.5,MO,Springfield
2003-01-01,3.6,MT,Billings
2003-01-01,4.3,MT,Great Falls
2003-01-01,4,MT,Missoula
2003-01-01,4.3,NE,Grand Island
2003-01-01,3.4,NE,Lincoln
2003-01-01,4.1,NE,Omaha
2003-01-01,5.5,NV,Carson City
2003-01-01,5.5,NV,Las Vegas
2003-01-01,4.5,NV,Reno
2003-01-01,4.5,NH,Dover
2003-01-01,4.2,NH,Manchester
2003-01-01,4.2,NH,Portsmouth
2003-01-01,6,NJ,Atlantic City
2003-01-01,8.2,NJ,Ocean City
2003-01-01,5.3,NJ,Trenton
2003-01-01,7.8,NJ,Vineland
2003-01-01,5.2,NM,Albuquerque
2003-01-01,6.7,NM,Farmington
2003-01-01,6.3,NM,Las Cruces
2003-01-01,4,NM,Santa Fe
2003-01-01,4.1,NY,Albany
2003-01-01,5.6,NY,Binghamton
2003-01-01,5.5,NY,Buffalo
2003-01-01,6.2,NY,Elmira
2003-01-01,4.6,NY,Glens Falls
2003-01-01,3.8,NY,Ithaca
2003-01-01,4.2,NY,Kingston
2003-01-01,6.5,NY,New York
2003-01-01,5.4,NY,Rochester
2003-01-01,5.1,NY,Syracuse
2003-01-01,5.2,NY,Utica
2003-01-01,6.5,NY,Watertown
2003-01-01,5,NC,Asheville
2003-01-01,7.2,NC,Burlington
2003-01-01,6.3,NC,Charlotte
2003-01-01,5.5,NC,Durham
2003-01-01,6.5,NC,Fayetteville
2003-01-01,6.2,NC,Goldsboro
2003-01-01,6.4,NC,Greensboro
2003-01-01,6.3,NC,Greenville
2003-01-01,7.8,NC,Hickory
2003-01-01,6.7,NC,Jacksonville
2003-01-01,5.7,NC,New Bern
2003-01-01,5.6,NC,Raleigh
2003-01-01,8.7,NC,Rocky Mount
2003-01-01,6.2,NC,Wilmington
2003-01-01,5.9,NC,Winston
2003-01-01,3.4,ND,Bismarck
2003-01-01,3.1,ND,Fargo
2003-01-01,4,ND,Grand Forks
2003-01-01,6.2,OH,Akron
2003-01-01,6.7,OH,Canton
2003-01-01,5.4,OH,Cincinnati
2003-01-01,5.3,OH,Cleveland
2003-01-01,5.6,OH,Columbus
2003-01-01,6.2,OH,Dayton
2003-01-01,7,OH,Lima
2003-01-01,7,OH,Mansfield
2003-01-01,7.7,OH,Springfield
2003-01-01,6.9,OH,Toledo
2003-01-01,6.4,WV,Weirton
2003-01-01,7,OH,Youngstown
2003-01-01,4,OK,Enid
2003-01-01,4.1,OK,Lawton
2003-01-01,4.8,OK,Oklahoma City
2003-01-01,5.8,OK,Tulsa
2003-01-01,9.2,OR,Albany
2003-01-01,7.6,OR,Bend
2003-01-01,5.6,OR,Corvallis
2003-01-01,7.2,OR,Eugene
2003-01-01,8.4,OR,Grants Pass
2003-01-01,7.3,OR,Medford
2003-01-01,8,OR,Portland
2003-01-01,7.3,OR,Salem
2003-01-01,5.8,PA,Allentown
2003-01-01,5.9,PA,Altoona
2003-01-01,6.5,PA,Bloomsburg
2003-01-01,4.7,PA,Chambersburg
2003-01-01,6.2,PA,East Stroudsburg
2003-01-01,6.8,PA,Erie
2003-01-01,4.2,PA,Gettysburg
2003-01-01,4.8,PA,Harrisburg
2003-01-01,7.4,PA,Johnstown
2003-01-01,4.3,PA,Lancaster
2003-01-01,4.4,PA,Lebanon
2003-01-01,5.5,PA,Philadelphia
2003-01-01,6,PA,Pittsburgh
2003-01-01,6.4,PA,Reading
2003-01-01,6.5,PA,Scranton
2003-01-01,4.4,PA,State College
2003-01-01,6,PA,Williamsport
2003-01-01,5.1,PA,York
2003-01-01,5.6,RI,Providence
2003-01-01,5,SC,Charleston
2003-01-01,5.3,SC,Columbia
2003-01-01,8.1,SC,Florence
2003-01-01,6,SC,Greenville
2003-01-01,4.8,SC,Hilton Head Island
2003-01-01,5.8,SC,Myrtle Beach
2003-01-01,7.4,SC,Spartanburg
2003-01-01,7.2,SC,Sumter
2003-01-01,3,SD,Rapid City
2003-01-01,2.8,SD,Sioux Falls
2003-01-01,4.2,TN,Chattanooga
2003-01-01,5.2,TN,Clarksville
2003-01-01,4.9,TN,Cleveland
2003-01-01,6,TN,Jackson
2003-01-01,5.5,TN,Johnson City
2003-01-01,5.4,TN,Kingsport
2003-01-01,4.3,TN,Knoxville
2003-01-01,5.4,TN,Memphis
2003-01-01,5.5,TN,Morristown
2003-01-01,4.3,TN,Nashville
2003-01-01,5.2,TX,Abilene
2003-01-01,4.8,TX,Amarillo
2003-01-01,6.1,TX,Austin
2003-01-01,8.6,TX,Beaumont
2003-01-01,9.4,TX,Brownsville
2003-01-01,4.7,TX,College Station
2003-01-01,6.5,TX,Corpus Christi
2003-01-01,6.7,TX,Dallas
2003-01-01,8.7,TX,El Paso
2003-01-01,6.5,TX,Houston
2003-01-01,6.3,TX,Killeen
2003-01-01,7.4,TX,Laredo
2003-01-01,7,TX,Longview
2003-01-01,4.6,TX,Lubbock
2003-01-01,10.8,TX,McAllen
2003-01-01,5,TX,Midland
2003-01-01,7,TX,Odessa
2003-01-01,5.1,TX,San Angelo
2003-01-01,6,TX,San Antonio
2003-01-01,6.6,TX,Sherman
2003-01-01,5.8,TX,Texarkana
2003-01-01,5.7,TX,Tyler
2003-01-01,5.8,TX,Victoria
2003-01-01,5.9,TX,Waco
2003-01-01,5.8,TX,Wichita Falls
2003-01-01,4.3,UT,Logan
2003-01-01,5.8,UT,Ogden
2003-01-01,5.7,UT,Provo
2003-01-01,5.5,UT,St. George
2003-01-01,6.1,UT,Salt Lake City
2003-01-01,3.9,VT,Burlington
2003-01-01,4.7,VA,Blacksburg
2003-01-01,3.5,VA,Charlottesville
2003-01-01,3.7,VA,Harrisonburg
2003-01-01,5,VA,Lynchburg
2003-01-01,4.3,VA,Richmond
2003-01-01,4.3,VA,Roanoke
2003-01-01,3.8,VA,Staunton
2003-01-01,4.2,VA,Virginia Beach
2003-01-01,4,VA,Winchester
2003-01-01,6.6,WA,Bellingham
2003-01-01,7,WA,Bremerton
2003-01-01,7.1,WA,Kennewick
2003-01-01,10.1,WA,Longview
2003-01-01,8.2,WA,Mount Vernon
2003-01-01,6.4,WA,Olympia
2003-01-01,6.9,WA,Seattle
2003-01-01,7.6,WA,Spokane
2003-01-01,7,WA,Walla Walla
2003-01-01,7.9,WA,Wenatchee
2003-01-01,9.2,WA,Yakima
2003-01-01,6.9,WV,Beckley
2003-01-01,5.8,WV,Charleston
2003-01-01,6,WV,Huntington
2003-01-01,5,WV,Morgantown
2003-01-01,6.2,WV,Parkersburg
2003-01-01,6.5,WV,Wheeling
2003-01-01,5.5,WI,Appleton
2003-01-01,5.4,WI,Eau Claire
2003-01-01,5.2,WI,Fond du Lac
2003-01-01,5.6,WI,Green Bay
2003-01-01,6.2,WI,Janesville
2003-01-01,4.6,WI,La Crosse
2003-01-01,3.9,WI,Madison
2003-01-01,6.1,WI,Milwaukee
2003-01-01,5.2,WI,Oshkosh
2003-01-01,7,WI,Racine
2003-01-01,5,WI,Sheboygan
2003-01-01,4.9,WI,Wausau
2003-01-01,4.4,WY,Casper
2003-01-01,4.3,WY,Cheyenne
2003-01-01,15.1,PR,Aguadilla
2003-01-01,13.7,PR,Arecibo
2003-01-01,17.7,PR,Guayama
2003-01-01,14.5,PR,Mayaguez
2003-01-01,14,PR,Ponce
2003-01-01,13.1,PR,San German
2003-01-01,10.5,PR,San Juan
2003-02-01,5.7,AL,Anniston
2003-02-01,4.4,AL,Auburn
2003-02-01,5,AL,Birmingham
2003-02-01,4.8,AL,Daphne
2003-02-01,6.1,AL,Decatur
2003-02-01,4.8,AL,Dothan
2003-02-01,7.5,AL,Florence
2003-02-01,6.3,AL,Gadsden
2003-02-01,4.6,AL,Huntsville
2003-02-01,6.6,AL,Mobile
2003-02-01,5.4,AL,Montgomery
2003-02-01,5.2,AL,Tuscaloosa
2003-02-01,6.7,AK,Anchorage
2003-02-01,7.1,AK,Fairbanks
2003-02-01,5.6,AZ,Flagstaff
2003-02-01,5.1,AZ,Lake Havasu City
2003-02-01,5.5,AZ,Phoenix
2003-02-01,5.2,AZ,Prescott
2003-02-01,5.9,AZ,Sierra Vista
2003-02-01,5.5,AZ,Tucson
2003-02-01,17.2,AZ,Yuma
2003-02-01,3.6,AR,Fayetteville
2003-02-01,5.4,AR,Fort Smith
2003-02-01,6.2,AR,Hot Springs
2003-02-01,5.7,AR,Jonesboro
2003-02-01,5,AR,Little Rock
2003-02-01,7.9,AR,Pine Bluff
2003-02-01,10.2,CA,Bakersfield
2003-02-01,7.5,CA,Chico
2003-02-01,14.9,CA,El Centro
2003-02-01,12.2,CA,Fresno
2003-02-01,12.3,CA,Hanford
2003-02-01,6.3,CA,Los Angeles
2003-02-01,10.9,CA,Madera
2003-02-01,11.5,CA,Merced
2003-02-01,9.9,CA,Modesto
2003-02-01,4.8,CA,Napa
2003-02-01,5.8,CA,Oxnard
2003-02-01,7.3,CA,Redding
2003-02-01,6.4,CA,Riverside
2003-02-01,5.7,CA,Sacramento
2003-02-01,8.9,CA,Salinas
2003-02-01,5.3,CA,San Diego
2003-02-01,6.4,CA,San Francisco
2003-02-01,8.8,CA,San Jose
2003-02-01,4.7,CA,San Luis Obispo
2003-02-01,7.9,CA,Santa Cruz
2003-02-01,5.1,CA,Santa Maria
2003-02-01,5.4,CA,Santa Rosa
2003-02-01,9.1,CA,Stockton
2003-02-01,6.2,CA,Vallejo
2003-02-01,12.4,CA,Visalia
2003-02-01,10.9,CA,Yuba City
2003-02-01,5.7,CO,Boulder
2003-02-01,6.1,CO,Colorado Springs
2003-02-01,6.2,CO,Denver
2003-02-01,4.9,CO,Fort Collins
2003-02-01,5.2,CO,Grand Junction
2003-02-01,5.6,CO,Greeley
2003-02-01,7.2,CO,Pueblo
2003-02-01,5.1,CT,Bridgeport
2003-02-01,4,CT,Danbury
2003-02-01,5.7,CT,Hartford
2003-02-01,5.3,CT,New Haven
2003-02-01,4.7,CT,Norwich
2003-02-01,6.9,CT,Waterbury
2003-02-01,4.3,DE,Dover
2003-02-01,4.7,MD,Salisbury
2003-02-01,3.9,DC,Washington
2003-02-01,4.9,FL,Cape Coral
2003-02-01,4,FL,Crestview
2003-02-01,5.4,FL,Deltona
2003-02-01,3.9,FL,Gainesville
2003-02-01,6.5,FL,Homosassa Springs
2003-02-01,5.2,FL,Jacksonville
2003-02-01,5.7,FL,Lakeland
2003-02-01,5.4,FL,Miami
2003-02-01,5.2,FL,Naples
2003-02-01,4.8,FL,North Port
2003-02-01,5.6,FL,Ocala
2003-02-01,5.4,FL,Orlando
2003-02-01,5.6,FL,Palm Bay
2003-02-01,5.6,FL,Panama City
2003-02-01,5.1,FL,Pensacola
2003-02-01,6.2,FL,Port St. Lucie
2003-02-01,5.6,FL,Punta Gorda
2003-02-01,6.7,FL,Sebastian
2003-02-01,5.8,FL,Sebring
2003-02-01,4.5,FL,Tallahassee
2003-02-01,5.6,FL,Tampa
2003-02-01,5.4,FL,The Villages
2003-02-01,5.4,GA,Albany
2003-02-01,3.8,GA,Athens
2003-02-01,5.1,GA,Atlanta
2003-02-01,5.2,GA,Augusta
2003-02-01,4.5,GA,Brunswick
2003-02-01,5.6,GA,Columbus
2003-02-01,4.4,GA,Dalton
2003-02-01,4.3,GA,Gainesville
2003-02-01,5.6,GA,Hinesville
2003-02-01,4.9,GA,Macon
2003-02-01,4.8,GA,Rome
2003-02-01,4.2,GA,Savannah
2003-02-01,3.7,GA,Valdosta
2003-02-01,4.1,GA,Warner Robins
2003-02-01,3.7,HI,Kahului
2003-02-01,3.7,HI,Urban Honolulu
2003-02-01,5.3,ID,Boise City
2003-02-01,6.9,ID,Coeur d'Alene
2003-02-01,3.7,ID,Idaho Falls
2003-02-01,6,ID,Lewiston
2003-02-01,5.2,ID,Pocatello
2003-02-01,4.3,ID,Twin Falls
2003-02-01,4.1,IL,Bloomington
2003-02-01,5.6,IL,Carbondale
2003-02-01,4.3,IL,Champaign
2003-02-01,6.7,IL,Chicago
2003-02-01,7.6,IL,Danville
2003-02-01,5.3,IA,Davenport
2003-02-01,7.5,IL,Decatur
2003-02-01,6.9,IL,Kankakee
2003-02-01,5.8,IL,Peoria
2003-02-01,7.7,IL,Rockford
2003-02-01,5,IL,Springfield
2003-02-01,4.3,IN,Bloomington
2003-02-01,4.6,IN,Columbus
2003-02-01,4.5,IN,Elkhart
2003-02-01,4.5,IN,Evansville
2003-02-01,4.8,IN,Fort Wayne
2003-02-01,4.6,IN,Indianapolis
2003-02-01,5.8,IN,Kokomo
2003-02-01,4.5,IN,Lafayette
2003-02-01,6.4,IN,Michigan City
2003-02-01,6.1,IN,Muncie
2003-02-01,5,IN,South Bend
2003-02-01,5.7,IN,Terre Haute
2003-02-01,2.8,IA,Ames
2003-02-01,4.9,IA,Cedar Rapids
2003-02-01,4,IA,Des Moines
2003-02-01,4.2,IA,Dubuque
2003-02-01,3.1,IA,Iowa City
2003-02-01,4.1,IA,Sioux City
2003-02-01,4.2,IA,Waterloo
2003-02-01,3.7,KS,Lawrence
2003-02-01,3.4,KS,Manhattan
2003-02-01,4.7,KS,Topeka
2003-02-01,6.1,KS,Wichita
2003-02-01,6.1,KY,Bowling Green
2003-02-01,5.5,KY,Elizabethtown
2003-02-01,4.8,KY,Lexington
2003-02-01,5.5,KY,Louisville/Jefferson County
2003-02-01,6.2,KY,Owensboro
2003-02-01,6.7,LA,Alexandria
2003-02-01,6.4,LA,Baton Rouge
2003-02-01,7.3,LA,Hammond
2003-02-01,4.9,LA,Houma
2003-02-01,5.8,LA,Lafayette
2003-02-01,6.4,LA,Lake Charles
2003-02-01,6.1,LA,Monroe
2003-02-01,5.7,LA,New Orleans
2003-02-01,7.3,LA,Shreveport
2003-02-01,4.4,ME,Bangor
2003-02-01,4.8,ME,Lewiston
2003-02-01,3.5,ME,Portland
2003-02-01,4.8,MD,Baltimore
2003-02-01,3.6,MD,California
2003-02-01,6.2,MD,Cumberland
2003-02-01,4.9,MD,Hagerstown
2003-02-01,4.8,MA,Barnstable Town
2003-02-01,5.5,MA,Boston
2003-02-01,6.7,MA,Leominster
2003-02-01,7.8,MA,New Bedford
2003-02-01,5.1,MA,Pittsfield
2003-02-01,5.6,MA,Springfield
2003-02-01,5.9,MA,Worcester
2003-02-01,3.8,MI,Ann Arbor
2003-02-01,6.8,MI,Battle Creek
2003-02-01,7.2,MI,Bay City
2003-02-01,7,MI,Detroit
2003-02-01,7.9,MI,Flint
2003-02-01,6.6,MI,Grand Rapids
2003-02-01,7.7,MI,Jackson
2003-02-01,5.4,MI,Kalamazoo
2003-02-01,5,MI,Lansing
2003-02-01,6,MI,Midland
2003-02-01,5.7,MI,Monroe
2003-02-01,9,MI,Muskegon
2003-02-01,6.7,MI,Niles
2003-02-01,8.4,MI,Saginaw
2003-02-01,5.8,MN,Duluth
2003-02-01,3.7,MN,Mankato
2003-02-01,4.5,MN,Minneapolis
2003-02-01,4,MN,Rochester
2003-02-01,4.7,MN,St. Cloud
2003-02-01,5.6,MS,Gulfport
2003-02-01,5.3,MS,Hattiesburg
2003-02-01,5.4,MS,Jackson
2003-02-01,4.7,MO,Cape Girardeau
2003-02-01,3.3,MO,Columbia
2003-02-01,4.2,MO,Jefferson City
2003-02-01,5.6,MO,Joplin
2003-02-01,5.7,MO,Kansas City
2003-02-01,5.8,MO,St. Joseph
2003-02-01,5.5,MO,St. Louis
2003-02-01,4.6,MO,Springfield
2003-02-01,3.6,MT,Billings
2003-02-01,4.3,MT,Great Falls
2003-02-01,4,MT,Missoula
2003-02-01,4.4,NE,Grand Island
2003-02-01,3.4,NE,Lincoln
2003-02-01,4.1,NE,Omaha
2003-02-01,5.5,NV,Carson City
2003-02-01,5.5,NV,Las Vegas
2003-02-01,4.5,NV,Reno
2003-02-01,4.3,NH,Dover
2003-02-01,4.2,NH,Manchester
2003-02-01,4.1,NH,Portsmouth
2003-02-01,6.1,NJ,Atlantic City
2003-02-01,8.2,NJ,Ocean City
2003-02-01,5.3,NJ,Trenton
2003-02-01,7.9,NJ,Vineland
2003-02-01,5.2,NM,Albuquerque
2003-02-01,6.8,NM,Farmington
2003-02-01,6.4,NM,Las Cruces
2003-02-01,4,NM,Santa Fe
2003-02-01,4.1,NY,Albany
2003-02-01,5.7,NY,Binghamton
2003-02-01,5.5,NY,Buffalo
2003-02-01,6.2,NY,Elmira
2003-02-01,4.7,NY,Glens Falls
2003-02-01,3.8,NY,Ithaca
2003-02-01,4.2,NY,Kingston
2003-02-01,6.6,NY,New York
2003-02-01,5.4,NY,Rochester
2003-02-01,5.2,NY,Syracuse
2003-02-01,5.2,NY,Utica
2003-02-01,6.6,NY,Watertown
2003-02-01,5,NC,Asheville
2003-02-01,7.3,NC,Burlington
2003-02-01,6.3,NC,Charlotte
2003-02-01,5.5,NC,Durham
2003-02-01,6.5,NC,Fayetteville
2003-02-01,6.2,NC,Goldsboro
2003-02-01,6.4,NC,Greensboro
2003-02-01,6.4,NC,Greenville
2003-02-01,7.8,NC,Hickory
2003-02-01,6.7,NC,Jacksonville
2003-02-01,5.7,NC,New Bern
2003-02-01,5.6,NC,Raleigh
2003-02-01,8.6,NC,Rocky Mount
2003-02-01,6.1,NC,Wilmington
2003-02-01,5.9,NC,Winston
2003-02-01,3.4,ND,Bismarck
2003-02-01,3.1,ND,Fargo
2003-02-01,4,ND,Grand Forks
2003-02-01,6.4,OH,Akron
2003-02-01,6.9,OH,Canton
2003-02-01,5.4,OH,Cincinnati
2003-02-01,5.4,OH,Cleveland
2003-02-01,5.7,OH,Columbus
2003-02-01,6.4,OH,Dayton
2003-02-01,7.2,OH,Lima
2003-02-01,7.2,OH,Mansfield
2003-02-01,7.9,OH,Springfield
2003-02-01,7,OH,Toledo
2003-02-01,6.5,WV,Weirton
2003-02-01,7.2,OH,Youngstown
2003-02-01,4.1,OK,Enid
2003-02-01,4.2,OK,Lawton
2003-02-01,4.9,OK,Oklahoma City
2003-02-01,5.9,OK,Tulsa
2003-02-01,9.4,OR,Albany
2003-02-01,7.8,OR,Bend
2003-02-01,5.7,OR,Corvallis
2003-02-01,7.4,OR,Eugene
2003-02-01,8.7,OR,Grants Pass
2003-02-01,7.4,OR,Medford
2003-02-01,8.2,OR,Portland
2003-02-01,7.5,OR,Salem
2003-02-01,5.8,PA,Allentown
2003-02-01,5.8,PA,Altoona
2003-02-01,6.5,PA,Bloomsburg
2003-02-01,4.7,PA,Chambersburg
2003-02-01,6.1,PA,East Stroudsburg
2003-02-01,6.8,PA,Erie
2003-02-01,4.2,PA,Gettysburg
2003-02-01,4.8,PA,Harrisburg
2003-02-01,7.4,PA,Johnstown
2003-02-01,4.3,PA,Lancaster
2003-02-01,4.5,PA,Lebanon
2003-02-01,5.5,PA,Philadelphia
2003-02-01,6,PA,Pittsburgh
2003-02-01,6.4,PA,Reading
2003-02-01,6.5,PA,Scranton
2003-02-01,4.4,PA,State College
2003-02-01,6,PA,Williamsport
2003-02-01,5.1,PA,York
2003-02-01,5.6,RI,Providence
2003-02-01,5.2,SC,Charleston
2003-02-01,5.5,SC,Columbia
2003-02-01,8,SC,Florence
2003-02-01,6.2,SC,Greenville
2003-02-01,5,SC,Hilton Head Island
2003-02-01,5.9,SC,Myrtle Beach
2003-02-01,7.5,SC,Spartanburg
2003-02-01,7.4,SC,Sumter
2003-02-01,3.1,SD,Rapid City
2003-02-01,2.9,SD,Sioux Falls
2003-02-01,4.3,TN,Chattanooga
2003-02-01,5.3,TN,Clarksville
2003-02-01,5,TN,Cleveland
2003-02-01,6.1,TN,Jackson
2003-02-01,5.6,TN,Johnson City
2003-02-01,5.5,TN,Kingsport
2003-02-01,4.4,TN,Knoxville
2003-02-01,5.5,TN,Memphis
2003-02-01,5.6,TN,Morristown
2003-02-01,4.4,TN,Nashville
