date,unemployment_rate,statecode,city
2004-03-01,3.7,FL,Gainesville
2004-03-01,5.7,FL,Homosassa Springs
2004-03-01,4.9,FL,Jacksonville
2004-03-01,5.1,FL,Lakeland
2004-03-01,4.7,FL,Miami
2004-03-01,4.5,FL,Naples
2004-03-01,4.4,FL,North Port
2004-03-01,5,FL,Ocala
2004-03-01,4.7,FL,Orlando
2004-03-01,4.7,FL,Palm Bay
2004-03-01,4.7,FL,Panama City
2004-03-01,4.5,FL,Pensacola
2004-03-01,5.6,FL,Port St. Lucie
2004-03-01,5.1,FL,Punta Gorda
2004-03-01,6.1,FL,Sebastian
2004-03-01,5.2,FL,Sebring
2004-03-01,4.1,FL,Tallahassee
2004-03-01,4.8,FL,Tampa
2004-03-01,4.8,FL,The Villages
2004-03-01,4.8,GA,Albany
2004-03-01,3.6,GA,Athens
2004-03-01,4.4,GA,Atlanta
2004-03-01,5.1,GA,Augusta
2004-03-01,3.9,GA,Brunswick
2004-03-01,5.4,GA,Columbus
2004-03-01,3.7,GA,Dalton
2004-03-01,3.7,GA,Gainesville
2004-03-01,4.5,GA,Hinesville
2004-03-01,4.5,GA,Macon
2004-03-01,4.1,GA,Rome
2004-03-01,3.9,GA,Savannah
2004-03-01,3.2,GA,Valdosta
2004-03-01,4,GA,Warner Robins
2004-03-01,3.5,HI,Kahului
2004-03-01,3.5,HI,Urban Honolulu
2004-03-01,4.7,ID,Boise City
2004-03-01,6.2,ID,Coeur d'Alene
2004-03-01,3.6,ID,Idaho Falls
2004-03-01,5.4,ID,Lewiston
2004-03-01,4.9,ID,Pocatello
2004-03-01,4.7,ID,Twin Falls
2004-03-01,4.3,IL,Bloomington
2004-03-01,6,IL,Carbondale
2004-03-01,4.5,IL,Champaign
2004-03-01,6.3,IL,Chicago
2004-03-01,8.3,IL,Danville
2004-03-01,5.3,IA,Davenport
2004-03-01,6.9,IL,Decatur
2004-03-01,7.4,IL,Kankakee
2004-03-01,5.5,IL,Peoria
2004-03-01,7.6,IL,Rockford
2004-03-01,5.3,IL,Springfield
2004-03-01,4.3,IN,Bloomington
2004-03-01,4.5,IN,Columbus
2004-03-01,4.3,IN,Elkhart
2004-03-01,4.6,IN,Evansville
2004-03-01,5.2,IN,Fort Wayne
2004-03-01,4.7,IN,Indianapolis
2004-03-01,5.9,IN,Kokomo
2004-03-01,4.8,IN,Lafayette
2004-03-01,6.4,IN,Michigan City
2004-03-01,5.8,IN,Muncie
2004-03-01,5,IN,South Bend
2004-03-01,7.3,IN,Terre Haute
2004-03-01,2.8,IA,Ames
2004-03-01,4.6,IA,Cedar Rapids
2004-03-01,4.4,IA,Des Moines
2004-03-01,4.3,IA,Dubuque
2004-03-01,3.3,IA,Iowa City
2004-03-01,4.5,IA,Sioux City
2004-03-01,4.2,IA,Waterloo
2004-03-01,4.1,KS,Lawrence
2004-03-01,4,KS,Manhattan
2004-03-01,6.2,KS,Topeka
2004-03-01,6.4,KS,Wichita
2004-03-01,5.4,KY,Bowling Green
2004-03-01,5.7,KY,Elizabethtown
2004-03-01,4.4,KY,Lexington
2004-03-01,5.3,KY,Louisville/Jefferson County
2004-03-01,5.4,KY,Owensboro
2004-03-01,6,LA,Alexandria
2004-03-01,6.4,LA,Baton Rouge
2004-03-01,7.1,LA,Hammond
2004-03-01,5,LA,Houma
2004-03-01,5.3,LA,Lafayette
2004-03-01,5.9,LA,Lake Charles
2004-03-01,5.9,LA,Monroe
2004-03-01,5.3,LA,New Orleans
2004-03-01,6.3,LA,Shreveport
2004-03-01,4.8,ME,Bangor
2004-03-01,4.4,ME,Lewiston
2004-03-01,3.4,ME,Portland
2004-03-01,4.6,MD,Baltimore
2004-03-01,3.4,MD,California
2004-03-01,6.2,MD,Cumberland
2004-03-01,4.5,MD,Hagerstown
2004-03-01,4.8,MA,Barnstable Town
2004-03-01,5.1,MA,Boston
2004-03-01,6.6,MA,Leominster
2004-03-01,7.3,MA,New Bedford
2004-03-01,4.9,MA,Pittsfield
2004-03-01,5.6,MA,Springfield
2004-03-01,5.6,MA,Worcester
2004-03-01,4.2,MI,Ann Arbor
2004-03-01,7.1,MI,Battle Creek
2004-03-01,7.4,MI,Bay City
2004-03-01,6.8,MI,Detroit
2004-03-01,8.2,MI,Flint
2004-03-01,6.5,MI,Grand Rapids
2004-03-01,7.7,MI,Jackson
2004-03-01,6,MI,Kalamazoo
2004-03-01,5.6,MI,Lansing
2004-03-01,6.3,MI,Midland
2004-03-01,6.2,MI,Monroe
2004-03-01,8,MI,Muskegon
2004-03-01,7.7,MI,Niles
2004-03-01,8.7,MI,Saginaw
2004-03-01,6.1,MN,Duluth
2004-03-01,3.9,MN,Mankato
2004-03-01,4.6,MN,Minneapolis
2004-03-01,4.3,MN,Rochester
2004-03-01,4.8,MN,St. Cloud
2004-03-01,4.9,MS,Gulfport
2004-03-01,4.9,MS,Hattiesburg
2004-03-01,4.6,MS,Jackson
2004-03-01,4.8,MO,Cape Girardeau
2004-03-01,3.6,MO,Columbia
2004-03-01,4,MO,Jefferson City
2004-03-01,5.3,MO,Joplin
2004-03-01,6.1,MO,Kansas City
2004-03-01,5.7,MO,St. Joseph
2004-03-01,5.8,MO,St. Louis
2004-03-01,4.6,MO,Springfield
2004-03-01,3.9,MT,Billings
2004-03-01,4.5,MT,Great Falls
2004-03-01,4.3,MT,Missoula
2004-03-01,4.6,NE,Grand Island
2004-03-01,3.4,NE,Lincoln
2004-03-01,4.1,NE,Omaha
2004-03-01,5,NV,Carson City
2004-03-01,4.6,NV,Las Vegas
2004-03-01,4,NV,Reno
2004-03-01,3.5,NH,Dover
2004-03-01,3.7,NH,Manchester
2004-03-01,3.7,NH,Portsmouth
2004-03-01,5.8,NJ,Atlantic City
2004-03-01,7.1,NJ,Ocean City
2004-03-01,4.5,NJ,Trenton
2004-03-01,6.9,NJ,Vineland
2004-03-01,5.2,NM,Albuquerque
2004-03-01,6.1,NM,Farmington
2004-03-01,6.3,NM,Las Cruces
2004-03-01,4.4,NM,Santa Fe
2004-03-01,4.5,NY,Albany
2004-03-01,5.7,NY,Binghamton
2004-03-01,6.1,NY,Buffalo
2004-03-01,6.5,NY,Elmira
2004-03-01,4.9,NY,Glens Falls
2004-03-01,4.3,NY,Ithaca
2004-03-01,5,NY,Kingston
2004-03-01,6.1,NY,New York
2004-03-01,5.6,NY,Rochester
2004-03-01,5.7,NY,Syracuse
2004-03-01,5.7,NY,Utica
2004-03-01,7.4,NY,Watertown
2004-03-01,4.4,NC,Asheville
2004-03-01,6.5,NC,Burlington
2004-03-01,6.2,NC,Charlotte
2004-03-01,4.6,NC,Durham
2004-03-01,5.5,NC,Fayetteville
2004-03-01,5.3,NC,Goldsboro
2004-03-01,5.7,NC,Greensboro
2004-03-01,5.6,NC,Greenville
2004-03-01,6.9,NC,Hickory
2004-03-01,5.5,NC,Jacksonville
2004-03-01,4.8,NC,New Bern
2004-03-01,4.5,NC,Raleigh
2004-03-01,7.2,NC,Rocky Mount
2004-03-01,4.8,NC,Wilmington
2004-03-01,5.7,NC,Winston
2004-03-01,3.1,ND,Bismarck
2004-03-01,2.9,ND,Fargo
2004-03-01,3.8,ND,Grand Forks
2004-03-01,6.2,OH,Akron
2004-03-01,6.9,OH,Canton
2004-03-01,5.4,OH,Cincinnati
2004-03-01,5.4,OH,Cleveland
2004-03-01,5.6,OH,Columbus
2004-03-01,6.3,OH,Dayton
2004-03-01,6.6,OH,Lima
2004-03-01,7.5,OH,Mansfield
2004-03-01,7,OH,Springfield
2004-03-01,7.3,OH,Toledo
2004-03-01,8,WV,Weirton
2004-03-01,7.4,OH,Youngstown
2004-03-01,3.8,OK,Enid
2004-03-01,4.3,OK,Lawton
2004-03-01,4.6,OK,Oklahoma City
2004-03-01,5.2,OK,Tulsa
2004-03-01,9.3,OR,Albany
2004-03-01,6.9,OR,Bend
2004-03-01,5.6,OR,Corvallis
2004-03-01,7.4,OR,Eugene
2004-03-01,8.3,OR,Grants Pass
2004-03-01,7.2,OR,Medford
2004-03-01,7.5,OR,Portland
2004-03-01,7.6,OR,Salem
2004-03-01,5.3,PA,Allentown
2004-03-01,5.2,PA,Altoona
2004-03-01,6.1,PA,Bloomsburg
2004-03-01,3.8,PA,Chambersburg
2004-03-01,5.6,PA,East Stroudsburg
2004-03-01,6.3,PA,Erie
2004-03-01,4,PA,Gettysburg
2004-03-01,4.5,PA,Harrisburg
2004-03-01,6.8,PA,Johnstown
2004-03-01,3.9,PA,Lancaster
2004-03-01,4,PA,Lebanon
2004-03-01,5.2,PA,Philadelphia
2004-03-01,5.7,PA,Pittsburgh
2004-03-01,5.4,PA,Reading
2004-03-01,6.2,PA,Scranton
2004-03-01,4.4,PA,State College
2004-03-01,5.9,PA,Williamsport
2004-03-01,4.6,PA,York
2004-03-01,5.5,RI,Providence
2004-03-01,5.4,SC,Charleston
2004-03-01,5.7,SC,Columbia
2004-03-01,8.1,SC,Florence
2004-03-01,6.5,SC,Greenville
2004-03-01,5,SC,Hilton Head Island
2004-03-01,5.7,SC,Myrtle Beach
2004-03-01,7.8,SC,Spartanburg
2004-03-01,7.4,SC,Sumter
2004-03-01,3.4,SD,Rapid City
2004-03-01,3.3,SD,Sioux Falls
2004-03-01,4.2,TN,Chattanooga
2004-03-01,4.9,TN,Clarksville
2004-03-01,4.7,TN,Cleveland
2004-03-01,5.5,TN,Jackson
2004-03-01,5.1,TN,Johnson City
2004-03-01,5.6,TN,Kingsport
2004-03-01,4.2,TN,Knoxville
2004-03-01,5.5,TN,Memphis
2004-03-01,5.5,TN,Morristown
2004-03-01,4.3,TN,Nashville
2004-03-01,4.9,TX,Abilene
2004-03-01,4.3,TX,Amarillo
2004-03-01,5.2,TX,Austin
2004-03-01,8.4,TX,Beaumont
2004-03-01,9,TX,Brownsville
2004-03-01,4.6,TX,College Station
2004-03-01,6.3,TX,Corpus Christi
2004-03-01,5.9,TX,Dallas
2004-03-01,7.8,TX,El Paso
2004-03-01,6.3,TX,Houston
2004-03-01,5.6,TX,Killeen
2004-03-01,6.7,TX,Laredo
2004-03-01,6,TX,Longview
2004-03-01,4.6,TX,Lubbock
2004-03-01,9.3,TX,McAllen
2004-03-01,4.5,TX,Midland
2004-03-01,6,TX,Odessa
2004-03-01,4.8,TX,San Angelo
2004-03-01,5.7,TX,San Antonio
2004-03-01,6.4,TX,Sherman
2004-03-01,5.6,TX,Texarkana
2004-03-01,5.5,TX,Tyler
2004-03-01,5.3,TX,Victoria
2004-03-01,5.5,TX,Waco
2004-03-01,5.2,TX,Wichita Falls
2004-03-01,3.7,UT,Logan
2004-03-01,5.3,UT,Ogden
2004-03-01,5,UT,Provo
2004-03-01,5.1,UT,St. George
2004-03-01,5.3,UT,Salt Lake City
2004-03-01,3.5,VT,Burlington
2004-03-01,4.8,VA,Blacksburg
2004-03-01,3.6,VA,Charlottesville
2004-03-01,3.3,VA,Harrisonburg
2004-03-01,4.7,VA,Lynchburg
2004-03-01,4,VA,Richmond
2004-03-01,4,VA,Roanoke
2004-03-01,3.4,VA,Staunton
2004-03-01,4.1,VA,Virginia Beach
2004-03-01,3.4,VA,Winchester
2004-03-01,6.1,WA,Bellingham
2004-03-01,6.1,WA,Bremerton
2004-03-01,6.9,WA,Kennewick
2004-03-01,9.1,WA,Longview
2004-03-01,7.5,WA,Mount Vernon
2004-03-01,6.1,WA,Olympia
2004-03-01,5.9,WA,Seattle
2004-03-01,7.2,WA,Spokane
2004-03-01,6.7,WA,Walla Walla
2004-03-01,7.3,WA,Wenatchee
2004-03-01,9.2,WA,Yakima
2004-03-01,6,WV,Beckley
2004-03-01,5,WV,Charleston
2004-03-01,5.7,WV,Huntington
2004-03-01,4.4,WV,Morgantown
2004-03-01,5.4,WV,Parkersburg
2004-03-01,6.2,WV,Wheeling
2004-03-01,4.9,WI,Appleton
2004-03-01,4.9,WI,Eau Claire
2004-03-01,4.9,WI,Fond du Lac
2004-03-01,5,WI,Green Bay
2004-03-01,5.7,WI,Janesville
2004-03-01,4.5,WI,La Crosse
2004-03-01,3.6,WI,Madison
2004-03-01,5.7,WI,Milwaukee
2004-03-01,4.9,WI,Oshkosh
2004-03-01,6.2,WI,Racine
2004-03-01,4.7,WI,Sheboygan
2004-03-01,4.4,WI,Wausau
2004-03-01,3.8,WY,Casper
2004-03-01,4.3,WY,Cheyenne
2004-03-01,13.2,PR,Aguadilla
2004-03-01,12,PR,Arecibo
2004-03-01,17.5,PR,Guayama
2004-03-01,13,PR,Mayaguez
2004-03-01,12.5,PR,Ponce
2004-03-01,11.7,PR,San German
2004-03-01,10.2,PR,San Juan
2004-04-01,5.5,AL,Anniston
2004-04-01,4.6,AL,Auburn
2004-04-01,5.1,AL,Birmingham
2004-04-01,4.9,AL,Daphne
2004-04-01,6.3,AL,Decatur
2004-04-01,5,AL,Dothan
2004-04-01,6.7,AL,Florence
2004-04-01,6.5,AL,Gadsden
2004-04-01,5,AL,Huntsville
2004-04-01,6.8,AL,Mobile
2004-04-01,5.7,AL,Montgomery
2004-04-01,5.3,AL,Tuscaloosa
2004-04-01,6.5,AK,Anchorage
2004-04-01,6.6,AK,Fairbanks
2004-04-01,5.5,AZ,Flagstaff
2004-04-01,4.7,AZ,Lake Havasu City
2004-04-01,4.7,AZ,Phoenix
2004-04-01,4.9,AZ,Prescott
2004-04-01,5.1,AZ,Sierra Vista
2004-04-01,4.9,AZ,Tucson
2004-04-01,16.1,AZ,Yuma
2004-04-01,4,AR,Fayetteville
2004-04-01,5.3,AR,Fort Smith
2004-04-01,6.3,AR,Hot Springs
2004-04-01,5.8,AR,Jonesboro
2004-04-01,5.2,AR,Little Rock
2004-04-01,7.8,AR,Pine Bluff
2004-04-01,10,CA,Bakersfield
2004-04-01,7.5,CA,Chico
2004-04-01,17.2,CA,El Centro
2004-04-01,10.6,CA,Fresno
2004-04-01,11.2,CA,Hanford
2004-04-01,6.1,CA,Los Angeles
2004-04-01,9.3,CA,Madera
2004-04-01,11.1,CA,Merced
2004-04-01,9.4,CA,Modesto
2004-04-01,4.8,CA,Napa
2004-04-01,5.5,CA,Oxnard
2004-04-01,7.7,CA,Redding
2004-04-01,6.1,CA,Riverside
2004-04-01,5.7,CA,Sacramento
2004-04-01,8.4,CA,Salinas
2004-04-01,4.9,CA,San Diego
2004-04-01,5.7,CA,San Francisco
2004-04-01,6.9,CA,San Jose
2004-04-01,4.7,CA,San Luis Obispo
2004-04-01,7.1,CA,Santa Cruz
2004-04-01,4.8,CA,Santa Maria
2004-04-01,5.1,CA,Santa Rosa
2004-04-01,8.9,CA,Stockton
2004-04-01,6,CA,Vallejo
2004-04-01,11.7,CA,Visalia
2004-04-01,10.3,CA,Yuba City
2004-04-01,4.9,CO,Boulder
2004-04-01,5.7,CO,Colorado Springs
2004-04-01,5.9,CO,Denver
2004-04-01,4.6,CO,Fort Collins
2004-04-01,5.4,CO,Grand Junction
2004-04-01,5.6,CO,Greeley
2004-04-01,7.4,CO,Pueblo
2004-04-01,4.7,CT,Bridgeport
2004-04-01,3.9,CT,Danbury
2004-04-01,5.4,CT,Hartford
2004-04-01,5.1,CT,New Haven
2004-04-01,4.7,CT,Norwich
2004-04-01,6.3,CT,Waterbury
2004-04-01,3.5,DE,Dover
2004-04-01,4.6,MD,Salisbury
2004-04-01,3.8,DC,Washington
2004-04-01,4.2,FL,Cape Coral
2004-04-01,3.4,FL,Crestview
2004-04-01,4.8,FL,Deltona
2004-04-01,3.7,FL,Gainesville
2004-04-01,5.7,FL,Homosassa Springs
2004-04-01,4.9,FL,Jacksonville
2004-04-01,5.1,FL,Lakeland
2004-04-01,4.7,FL,Miami
2004-04-01,4.5,FL,Naples
2004-04-01,4.3,FL,North Port
2004-04-01,5,FL,Ocala
2004-04-01,4.7,FL,Orlando
2004-04-01,4.6,FL,Palm Bay
2004-04-01,4.7,FL,Panama City
2004-04-01,4.6,FL,Pensacola
2004-04-01,5.7,FL,Port St. Lucie
2004-04-01,5.1,FL,Punta Gorda
2004-04-01,6.2,FL,Sebastian
2004-04-01,5.3,FL,Sebring
2004-04-01,4.1,FL,Tallahassee
2004-04-01,4.8,FL,Tampa
2004-04-01,4.8,FL,The Villages
2004-04-01,5,GA,Albany
2004-04-01,3.7,GA,Athens
2004-04-01,4.6,GA,Atlanta
2004-04-01,5.3,GA,Augusta
2004-04-01,4,GA,Brunswick
2004-04-01,5.5,GA,Columbus
2004-04-01,3.9,GA,Dalton
2004-04-01,3.8,GA,Gainesville
2004-04-01,4.8,GA,Hinesville
2004-04-01,4.6,GA,Macon
2004-04-01,4.2,GA,Rome
2004-04-01,4,GA,Savannah
2004-04-01,3.3,GA,Valdosta
2004-04-01,4.1,GA,Warner Robins
2004-04-01,3.4,HI,Kahului
2004-04-01,3.4,HI,Urban Honolulu
2004-04-01,4.6,ID,Boise City
2004-04-01,6,ID,Coeur d'Alene
2004-04-01,3.6,ID,Idaho Falls
2004-04-01,5.3,ID,Lewiston
2004-04-01,4.9,ID,Pocatello
2004-04-01,4.6,ID,Twin Falls
2004-04-01,4.3,IL,Bloomington
2004-04-01,5.9,IL,Carbondale
2004-04-01,4.5,IL,Champaign
2004-04-01,6.2,IL,Chicago
2004-04-01,8.2,IL,Danville
2004-04-01,5.2,IA,Davenport
2004-04-01,6.9,IL,Decatur
2004-04-01,7.4,IL,Kankakee
2004-04-01,5.5,IL,Peoria
2004-04-01,7.5,IL,Rockford
2004-04-01,5.2,IL,Springfield
2004-04-01,4.3,IN,Bloomington
2004-04-01,4.4,IN,Columbus
2004-04-01,4.3,IN,Elkhart
2004-04-01,4.6,IN,Evansville
2004-04-01,5.2,IN,Fort Wayne
2004-04-01,4.7,IN,Indianapolis
2004-04-01,5.9,IN,Kokomo
2004-04-01,4.8,IN,Lafayette
2004-04-01,6.3,IN,Michigan City
2004-04-01,5.8,IN,Muncie
2004-04-01,5.1,IN,South Bend
2004-04-01,7.1,IN,Terre Haute
2004-04-01,2.8,IA,Ames
2004-04-01,4.6,IA,Cedar Rapids
2004-04-01,4.3,IA,Des Moines
2004-04-01,4.2,IA,Dubuque
2004-04-01,3.3,IA,Iowa City
2004-04-01,4.5,IA,Sioux City
2004-04-01,4.2,IA,Waterloo
2004-04-01,4.1,KS,Lawrence
2004-04-01,4.1,KS,Manhattan
2004-04-01,6.1,KS,Topeka
2004-04-01,6.2,KS,Wichita
2004-04-01,5.3,KY,Bowling Green
2004-04-01,5.7,KY,Elizabethtown
2004-04-01,4.3,KY,Lexington
2004-04-01,5.4,KY,Louisville/Jefferson County
2004-04-01,5.5,KY,Owensboro
2004-04-01,5.9,LA,Alexandria
2004-04-01,6.4,LA,Baton Rouge
2004-04-01,7.2,LA,Hammond
2004-04-01,5,LA,Houma
2004-04-01,5.3,LA,Lafayette
2004-04-01,5.9,LA,Lake Charles
2004-04-01,5.8,LA,Monroe
2004-04-01,5.3,LA,New Orleans
2004-04-01,6.4,LA,Shreveport
2004-04-01,4.6,ME,Bangor
2004-04-01,4.3,ME,Lewiston
2004-04-01,3.4,ME,Portland
2004-04-01,4.6,MD,Baltimore
2004-04-01,3.3,MD,California
2004-04-01,6.2,MD,Cumberland
2004-04-01,4.5,MD,Hagerstown
2004-04-01,4.8,MA,Barnstable Town
2004-04-01,5.1,MA,Boston
2004-04-01,6.5,MA,Leominster
2004-04-01,7.3,MA,New Bedford
2004-04-01,4.9,MA,Pittsfield
2004-04-01,5.5,MA,Springfield
2004-04-01,5.6,MA,Worcester
2004-04-01,4.2,MI,Ann Arbor
2004-04-01,7,MI,Battle Creek
2004-04-01,7.4,MI,Bay City
2004-04-01,6.9,MI,Detroit
2004-04-01,8.1,MI,Flint
2004-04-01,6.4,MI,Grand Rapids
2004-04-01,7.7,MI,Jackson
2004-04-01,6,MI,Kalamazoo
2004-04-01,5.6,MI,Lansing
2004-04-01,6.3,MI,Midland
2004-04-01,6.2,MI,Monroe
2004-04-01,7.9,MI,Muskegon
2004-04-01,7.7,MI,Niles
2004-04-01,8.7,MI,Saginaw
2004-04-01,6,MN,Duluth
2004-04-01,3.9,MN,Mankato
2004-04-01,4.5,MN,Minneapolis
2004-04-01,4.2,MN,Rochester
2004-04-01,4.8,MN,St. Cloud
2004-04-01,5,MS,Gulfport
2004-04-01,5,MS,Hattiesburg
2004-04-01,4.8,MS,Jackson
2004-04-01,4.9,MO,Cape Girardeau
2004-04-01,3.7,MO,Columbia
2004-04-01,4.2,MO,Jefferson City
2004-04-01,5.4,MO,Joplin
2004-04-01,6.1,MO,Kansas City
2004-04-01,5.8,MO,St. Joseph
2004-04-01,5.9,MO,St. Louis
2004-04-01,4.7,MO,Springfield
2004-04-01,3.9,MT,Billings
2004-04-01,4.5,MT,Great Falls
2004-04-01,4.2,MT,Missoula
2004-04-01,4.4,NE,Grand Island
2004-04-01,3.4,NE,Lincoln
2004-04-01,4.1,NE,Omaha
2004-04-01,4.9,NV,Carson City
2004-04-01,4.5,NV,Las Vegas
2004-04-01,3.9,NV,Reno
2004-04-01,3.4,NH,Dover
2004-04-01,3.6,NH,Manchester
2004-04-01,3.6,NH,Portsmouth
2004-04-01,5.7,NJ,Atlantic City
2004-04-01,7,NJ,Ocean City
2004-04-01,4.4,NJ,Trenton
2004-04-01,6.8,NJ,Vineland
2004-04-01,5.2,NM,Albuquerque
2004-04-01,6,NM,Farmington
2004-04-01,6.2,NM,Las Cruces
2004-04-01,4.3,NM,Santa Fe
2004-04-01,4.4,NY,Albany
2004-04-01,5.6,NY,Binghamton
2004-04-01,6,NY,Buffalo
2004-04-01,6.3,NY,Elmira
2004-04-01,4.9,NY,Glens Falls
2004-04-01,4.2,NY,Ithaca
2004-04-01,5,NY,Kingston
2004-04-01,6,NY,New York
2004-04-01,5.5,NY,Rochester
2004-04-01,5.6,NY,Syracuse
2004-04-01,5.5,NY,Utica
2004-04-01,7.3,NY,Watertown
2004-04-01,4.4,NC,Asheville
2004-04-01,6.4,NC,Burlington
2004-04-01,6.1,NC,Charlotte
2004-04-01,4.5,NC,Durham
2004-04-01,5.5,NC,Fayetteville
2004-04-01,5.3,NC,Goldsboro
2004-04-01,5.7,NC,Greensboro
2004-04-01,5.6,NC,Greenville
2004-04-01,6.8,NC,Hickory
2004-04-01,5.5,NC,Jacksonville
2004-04-01,4.8,NC,New Bern
2004-04-01,4.5,NC,Raleigh
2004-04-01,7.2,NC,Rocky Mount
2004-04-01,4.7,NC,Wilmington
2004-04-01,5.6,NC,Winston
2004-04-01,3.1,ND,Bismarck
2004-04-01,2.9,ND,Fargo
2004-04-01,3.8,ND,Grand Forks
2004-04-01,6.2,OH,Akron
2004-04-01,6.9,OH,Canton
2004-04-01,5.4,OH,Cincinnati
2004-04-01,5.3,OH,Cleveland
2004-04-01,5.7,OH,Columbus
2004-04-01,6.4,OH,Dayton
2004-04-01,6.6,OH,Lima
2004-04-01,7.5,OH,Mansfield
2004-04-01,7,OH,Springfield
2004-04-01,7.4,OH,Toledo
2004-04-01,8.2,WV,Weirton
2004-04-01,7.4,OH,Youngstown
2004-04-01,3.7,OK,Enid
2004-04-01,4.3,OK,Lawton
2004-04-01,4.6,OK,Oklahoma City
2004-04-01,5.1,OK,Tulsa
2004-04-01,9.3,OR,Albany
2004-04-01,6.9,OR,Bend
2004-04-01,5.5,OR,Corvallis
2004-04-01,7.4,OR,Eugene
2004-04-01,8.3,OR,Grants Pass
2004-04-01,7.2,OR,Medford
2004-04-01,7.3,OR,Portland
2004-04-01,7.5,OR,Salem
2004-04-01,5.3,PA,Allentown
2004-04-01,5.1,PA,Altoona
2004-04-01,6.2,PA,Bloomsburg
2004-04-01,3.8,PA,Chambersburg
2004-04-01,5.7,PA,East Stroudsburg
2004-04-01,6.2,PA,Erie
2004-04-01,4,PA,Gettysburg
2004-04-01,4.5,PA,Harrisburg
2004-04-01,6.8,PA,Johnstown
2004-04-01,3.9,PA,Lancaster
2004-04-01,4,PA,Lebanon
2004-04-01,5.2,PA,Philadelphia
2004-04-01,5.7,PA,Pittsburgh
2004-04-01,5.3,PA,Reading
2004-04-01,6.3,PA,Scranton
2004-04-01,4.4,PA,State College
2004-04-01,6,PA,Williamsport
2004-04-01,4.6,PA,York
2004-04-01,5.5,RI,Providence
2004-04-01,5.4,SC,Charleston
2004-04-01,5.7,SC,Columbia
2004-04-01,8.1,SC,Florence
2004-04-01,6.5,SC,Greenville
2004-04-01,5,SC,Hilton Head Island
2004-04-01,5.7,SC,Myrtle Beach
2004-04-01,7.9,SC,Spartanburg
2004-04-01,7.4,SC,Sumter
2004-04-01,3.5,SD,Rapid City
2004-04-01,3.3,SD,Sioux Falls
2004-04-01,4.2,TN,Chattanooga
2004-04-01,4.9,TN,Clarksville
2004-04-01,4.7,TN,Cleveland
2004-04-01,5.4,TN,Jackson
2004-04-01,5.1,TN,Johnson City
2004-04-01,5.6,TN,Kingsport
2004-04-01,4.1,TN,Knoxville
2004-04-01,5.4,TN,Memphis
2004-04-01,5.5,TN,Morristown
2004-04-01,4.3,TN,Nashville
2004-04-01,4.8,TX,Abilene
2004-04-01,4.3,TX,Amarillo
2004-04-01,5.2,TX,Austin
2004-04-01,8.4,TX,Beaumont
2004-04-01,8.8,TX,Brownsville
2004-04-01,4.6,TX,College Station
2004-04-01,6.4,TX,Corpus Christi
2004-04-01,5.9,TX,Dallas
2004-04-01,7.6,TX,El Paso
2004-04-01,6.3,TX,Houston
2004-04-01,5.5,TX,Killeen
2004-04-01,6.7,TX,Laredo
2004-04-01,5.9,TX,Longview
2004-04-01,4.5,TX,Lubbock
2004-04-01,9.2,TX,McAllen
2004-04-01,4.4,TX,Midland
2004-04-01,5.9,TX,Odessa
2004-04-01,4.7,TX,San Angelo
2004-04-01,5.7,TX,San Antonio
2004-04-01,6.2,TX,Sherman
2004-04-01,5.6,TX,Texarkana
2004-04-01,5.4,TX,Tyler
2004-04-01,5.3,TX,Victoria
2004-04-01,5.4,TX,Waco
2004-04-01,5.1,TX,Wichita Falls
2004-04-01,3.7,UT,Logan
2004-04-01,5.2,UT,Ogden
2004-04-01,5,UT,Provo
2004-04-01,5.1,UT,St. George
2004-04-01,5.2,UT,Salt Lake City
2004-04-01,3.4,VT,Burlington
2004-04-01,4.7,VA,Blacksburg
2004-04-01,3.6,VA,Charlottesville
2004-04-01,3.3,VA,Harrisonburg
2004-04-01,4.7,VA,Lynchburg
2004-04-01,4.1,VA,Richmond
2004-04-01,4,VA,Roanoke
2004-04-01,3.4,VA,Staunton
2004-04-01,4.1,VA,Virginia Beach
2004-04-01,3.4,VA,Winchester
2004-04-01,6.1,WA,Bellingham
2004-04-01,6,WA,Bremerton
2004-04-01,6.7,WA,Kennewick
2004-04-01,8.9,WA,Longview
2004-04-01,7.3,WA,Mount Vernon
2004-04-01,6,WA,Olympia
2004-04-01,5.8,WA,Seattle
2004-04-01,7.1,WA,Spokane
2004-04-01,6.5,WA,Walla Walla
2004-04-01,7.1,WA,Wenatchee
2004-04-01,9,WA,Yakima
2004-04-01,5.9,WV,Beckley
2004-04-01,4.9,WV,Charleston
2004-04-01,5.7,WV,Huntington
2004-04-01,4.3,WV,Morgantown
2004-04-01,5.4,WV,Parkersburg
2004-04-01,6.3,WV,Wheeling
2004-04-01,4.8,WI,Appleton
2004-04-01,4.8,WI,Eau Claire
2004-04-01,4.8,WI,Fond du Lac
2004-04-01,4.9,WI,Green Bay
2004-04-01,5.7,WI,Janesville
2004-04-01,4.4,WI,La Crosse
2004-04-01,3.5,WI,Madison
2004-04-01,5.6,WI,Milwaukee
2004-04-01,4.8,WI,Oshkosh
2004-04-01,6.2,WI,Racine
2004-04-01,4.7,WI,Sheboygan
2004-04-01,4.4,WI,Wausau
2004-04-01,3.7,WY,Casper
2004-04-01,4.3,WY,Cheyenne
2004-04-01,13,PR,Aguadilla
