date,city,statecode,dow,sp500,nasdaq,unemployment,housing
4/1/2003,Albuquerque,NM,8480.09,916.92,1348.3,5.3,148776
5/1/2003,Albuquerque,NM,8850.26,963.59,1472.56,5.4,149028
7/1/2003,Albuquerque,NM,9233.8,990.31,1640.13,5.5,149781
8/1/2003,Albuquerque,NM,9415.82,1008.01,1715.62,5.5,150115
10/1/2003,Albuquerque,NM,9801.12,1050.71,1832.25,5.5,150774
12/1/2003,Albuquerque,NM,10453.9,1111.92,1989.82,5.4,152483
3/1/2004,Albuquerque,NM,10357.7,1126.21,2057.8,5.2,154769
4/1/2004,Albuquerque,NM,10225.6,1107.3,2015.01,5.2,155385
6/1/2004,Albuquerque,NM,10435.5,1140.84,1990.77,5,156766
7/1/2004,Albuquerque,NM,10139.7,1101.72,2015.55,5,157478
9/1/2004,Albuquerque,NM,10080.3,1114.58,1850.41,5,158394
10/1/2004,Albuquerque,NM,10027.5,1130.2,1942.2,5,158859
11/1/2004,Albuquerque,NM,10428,1173.82,1979.87,5.1,159298
12/1/2004,Albuquerque,NM,10783,1211.92,2138.23,5.1,159826
2/1/2005,Albuquerque,NM,10766.2,1203.6,2068.7,5.1,161210
3/1/2005,Albuquerque,NM,10503.8,1180.59,2071.25,5.1,162259
4/1/2005,Albuquerque,NM,10192.5,1156.85,1984.81,5,163011
6/1/2005,Albuquerque,NM,10275,1191.33,2087.86,4.9,164711
7/1/2005,Albuquerque,NM,10640.9,1234.18,2057.37,4.8,166128
8/1/2005,Albuquerque,NM,10481.6,1220.33,2195.38,4.7,167845
9/1/2005,Albuquerque,NM,10568.7,1228.81,2147.9,4.7,170095
11/1/2005,Albuquerque,NM,10805.9,1249.48,2114.05,4.4,174424
12/1/2005,Albuquerque,NM,10717.5,1248.29,2267.17,4.3,176758
2/1/2006,Albuquerque,NM,10993.4,1280.66,2310.56,4,181338
3/1/2006,Albuquerque,NM,11109.3,1294.87,2314.64,3.9,183526
5/1/2006,Albuquerque,NM,11168.3,1270.09,2304.79,4,189022
6/1/2006,Albuquerque,NM,11150.2,1270.2,2219.86,4,191540
8/1/2006,Albuquerque,NM,11381.2,1303.82,2061.99,4,195616
9/1/2006,Albuquerque,NM,11679.1,1335.85,2193.16,4,197851
11/1/2006,Albuquerque,NM,12221.9,1400.63,2334.35,3.9,201969
12/1/2006,Albuquerque,NM,12463.2,1418.3,2413.21,3.8,203145
2/1/2007,Albuquerque,NM,12268.6,1406.82,2468.38,3.7,205227
3/1/2007,Albuquerque,NM,12354.3,1420.86,2404.21,3.7,206181
5/1/2007,Albuquerque,NM,13627.6,1530.62,2531.53,3.6,208312
6/1/2007,Albuquerque,NM,13408.6,1503.35,2613.92,3.6,209955
8/1/2007,Albuquerque,NM,13357.7,1473.99,2553.87,3.7,212031
10/1/2007,Albuquerque,NM,13930,1549.38,2740.99,3.8,211550
11/1/2007,Albuquerque,NM,13371.7,1481.14,2794.83,3.8,211362
2/1/2008,Albuquerque,NM,12266.4,1330.63,2413.36,4,210548
4/1/2008,Albuquerque,NM,12820.1,1385.59,2362.75,4.1,208561
5/1/2008,Albuquerque,NM,12638.3,1400.38,2480.71,4.1,207239
7/1/2008,Albuquerque,NM,11378,1267.38,2304.97,4.4,204082
8/1/2008,Albuquerque,NM,11544,1282.83,2310.96,4.6,202534
10/1/2008,Albuquerque,NM,9325.01,968.75,2069.4,5.1,199957
12/1/2008,Albuquerque,NM,8776.39,903.25,1398.07,6.1,196753
4/1/2009,Albuquerque,NM,8168.12,872.81,1551.6,7.9,192579
5/1/2009,Albuquerque,NM,8500.33,919.14,1719.2,8,191859
6/1/2009,Albuquerque,NM,8447,919.32,1828.68,8.1,191267
7/1/2009,Albuquerque,NM,9171.61,987.48,1845.72,8.1,190340
9/1/2009,Albuquerque,NM,9712.28,1057.08,1968.89,8,189070
10/1/2009,Albuquerque,NM,9712.73,1036.19,2057.48,7.9,189409
12/1/2009,Albuquerque,NM,10428,1115.1,2175.81,8,189836
2/1/2010,Albuquerque,NM,10325.3,1104.49,2171.2,7.8,189099
3/1/2010,Albuquerque,NM,10856.6,1169.43,2273.57,8,188995
4/1/2010,Albuquerque,NM,11008.6,1186.69,2402.58,8.1,188374
6/1/2010,Albuquerque,NM,9774.02,1030.71,2222.33,8.2,186795
7/1/2010,Albuquerque,NM,10465.9,1101.6,2101.36,8.2,186004
9/1/2010,Albuquerque,NM,10788,1141.2,2176.84,8.1,184155
10/1/2010,Albuquerque,NM,11118.5,1183.26,2370.75,8,182337
11/1/2010,Albuquerque,NM,11006,1180.55,2504.84,7.9,180543
12/1/2010,Albuquerque,NM,11577.5,1257.64,2549.43,7.7,179151
2/1/2011,Albuquerque,NM,12226.3,1327.22,2751.19,7.5,177552
3/1/2011,Albuquerque,NM,12319.7,1325.83,2737.41,7.4,176535
4/1/2011,Albuquerque,NM,12810.5,1363.61,2789.6,7.3,175220
6/1/2011,Albuquerque,NM,12414.3,1320.64,2769.19,7.4,173328
7/1/2011,Albuquerque,NM,12143.2,1292.28,2816.03,7.5,172901
8/1/2011,Albuquerque,NM,11613.5,1218.89,2744.61,7.6,171740
9/1/2011,Albuquerque,NM,10913.4,1131.42,2546.04,7.6,170945
11/1/2011,Albuquerque,NM,12045.7,1246.96,2606.96,7.7,170452
12/1/2011,Albuquerque,NM,12217.6,1257.6,2626.2,7.6,170084
2/1/2012,Albuquerque,NM,12952.1,1365.68,2848.27,7.4,169104
3/1/2012,Albuquerque,NM,13212,1408.47,2988.97,7.3,168868
5/1/2012,Albuquerque,NM,12393.5,1310.33,3050.44,7.1,169307
6/1/2012,Albuquerque,NM,12880.1,1362.16,2747.48,7.1,169262
8/1/2012,Albuquerque,NM,13090.8,1406.58,2920.21,7,169599
10/1/2012,Albuquerque,NM,13096.5,1412.16,3113.53,7,170739
11/1/2012,Albuquerque,NM,13025.6,1416.18,3020.06,7,170964
2/1/2013,Albuquerque,NM,14054.5,1514.68,3179.1,6.9,170828
3/1/2013,Albuquerque,NM,14578.5,1569.19,3169.74,6.8,171457
4/1/2013,Albuquerque,NM,14839.8,1597.57,3239.17,6.8,172335
5/1/2013,Albuquerque,NM,15115.6,1630.74,3299.13,6.7,173138
7/1/2013,Albuquerque,NM,15499.5,1685.73,3434.49,6.8,174761
8/1/2013,Albuquerque,NM,14810.3,1632.97,3675.74,6.8,175604
10/1/2013,Albuquerque,NM,15545.8,1756.54,3817.98,6.8,176525
11/1/2013,Albuquerque,NM,16086.4,1805.81,3922.04,6.8,176834
4/1/2014,Albuquerque,NM,16580.8,1883.95,4268.04,6.7,179046
5/1/2014,Albuquerque,NM,16717.2,1923.57,4127.45,6.6,178760
7/1/2014,Albuquerque,NM,16563.3,1930.67,4458.65,6.5,178040
8/1/2014,Albuquerque,NM,17098.4,2003.37,4352.64,6.5,177571
10/1/2014,Albuquerque,NM,17390.5,2018.05,4422.09,6.3,177684
12/1/2014,Albuquerque,NM,17823.1,2058.9,4727.35,6.2,178980
4/1/2015,Albuquerque,NM,17840.5,2085.51,4880.23,6.2,178559
5/1/2015,Albuquerque,NM,18010.7,2107.39,5005.39,6.2,178679
6/1/2015,Albuquerque,NM,17619.5,2063.11,5082.93,6.1,179239
7/1/2015,Albuquerque,NM,17689.9,2103.84,5013.12,6.1,180117
9/1/2015,Albuquerque,NM,16284.7,1920.03,4636.1,6,181678
10/1/2015,Albuquerque,NM,17663.5,2079.36,4627.08,6,181421
12/1/2015,Albuquerque,NM,17425,2043.94,5156.31,6,179959
2/1/2016,Albuquerque,NM,16516.5,1932.23,4620.37,6,181488
3/1/2016,Albuquerque,NM,17685.1,2059.74,4689.6,6,182953
4/1/2016,Albuquerque,NM,17773.6,2065.3,4914.54,6,183936
6/1/2016,Albuquerque,NM,17930,2098.86,4952.25,6.1,184764
7/1/2016,Albuquerque,NM,18432.2,2173.6,4862.57,6.1,184863
8/1/2016,Albuquerque,NM,18400.9,2170.95,5184.2,6.1,184564
9/1/2016,Albuquerque,NM,18308.2,2168.27,5227.21,6.1,184519
11/1/2016,Albuquerque,NM,19123.6,2198.81,5153.58,6,186721
12/1/2016,Albuquerque,NM,19762.6,2238.83,5251.11,5.9,188001
2/1/2017,Albuquerque,NM,20812.2,2363.64,5642.65,5.8,188534
3/1/2017,Albuquerque,NM,20663.2,2362.72,5904.03,5.7,188152
5/1/2017,Albuquerque,NM,21008.7,2411.8,6091.6,5.5,188722
6/1/2017,Albuquerque,NM,21349.6,2423.41,6246.83,5.5,189502
8/1/2017,Albuquerque,NM,21948.1,2471.65,6362.94,5.3,191548
9/1/2017,Albuquerque,NM,22405.1,2519.36,6435.33,5.3,192530
11/1/2017,Albuquerque,NM,24272.3,2584.84,6716.53,5.1,192756
12/1/2017,Albuquerque,NM,24719.2,2673.61,6847.59,5,192433
2/1/2018,Albuquerque,NM,25029.2,2713.83,7385.86,4.8,192929
3/1/2018,Albuquerque,NM,24103.1,2640.87,7180.56,4.7,194060
5/1/2018,Albuquerque,NM,24415.8,2705.27,7130.7,4.6,196017
6/1/2018,Albuquerque,NM,24271.4,2718.37,7554.33,4.5,196405
8/1/2018,Albuquerque,NM,25964.8,2901.52,7707.29,4.6,196138
10/1/2018,Albuquerque,NM,25115.8,2711.74,8037.3,4.7,197799
11/1/2018,Albuquerque,NM,25538.5,2760.17,7434.06,4.7,198791
2/1/2019,Albuquerque,NM,25916,2784.49,7263.87,4.8,202076
3/1/2019,Albuquerque,NM,25928.7,2834.4,7595.35,4.8,202851
4/1/2019,Albuquerque,NM,26592.9,2945.83,7828.91,4.7,203417
5/1/2019,Albuquerque,NM,24815,2752.06,8049.64,4.7,204125
7/1/2019,Albuquerque,NM,26864.3,2980.38,8091.16,4.7,206816
8/1/2019,Albuquerque,NM,26403.3,2926.46,8111.12,4.7,208254
10/1/2019,Albuquerque,NM,27046.2,3037.56,7908.68,4.5,210339
11/1/2019,Albuquerque,NM,28051.4,3140.98,8386.4,4.5,211398
4/1/2003,Anchorage,AK,8480.09,916.92,1348.3,6.8,214314
5/1/2003,Anchorage,AK,8850.26,963.59,1472.56,6.8,215416
7/1/2003,Anchorage,AK,9233.8,990.31,1640.13,6.9,219564
8/1/2003,Anchorage,AK,9415.82,1008.01,1715.62,6.9,220939
10/1/2003,Anchorage,AK,9801.12,1050.71,1832.25,6.8,223098
12/1/2003,Anchorage,AK,10453.9,1111.92,1989.82,6.7,225544
3/1/2004,Anchorage,AK,10357.7,1126.21,2057.8,6.5,228064
4/1/2004,Anchorage,AK,10225.6,1107.3,2015.01,6.5,230121
6/1/2004,Anchorage,AK,10435.5,1140.84,1990.77,6.4,232035
7/1/2004,Anchorage,AK,10139.7,1101.72,2015.55,6.4,232750
9/1/2004,Anchorage,AK,10080.3,1114.58,1850.41,6.3,237164
10/1/2004,Anchorage,AK,10027.5,1130.2,1942.2,6.3,239771
11/1/2004,Anchorage,AK,10428,1173.82,1979.87,6.2,241920
12/1/2004,Anchorage,AK,10783,1211.92,2138.23,6.1,243639
2/1/2005,Anchorage,AK,10766.2,1203.6,2068.7,6,247943
3/1/2005,Anchorage,AK,10503.8,1180.59,2071.25,5.9,250014
4/1/2005,Anchorage,AK,10192.5,1156.85,1984.81,5.9,251541
6/1/2005,Anchorage,AK,10275,1191.33,2087.86,5.8,255314
7/1/2005,Anchorage,AK,10640.9,1234.18,2057.37,5.8,257214
8/1/2005,Anchorage,AK,10481.6,1220.33,2195.38,5.9,258865
9/1/2005,Anchorage,AK,10568.7,1228.81,2147.9,5.9,260426
11/1/2005,Anchorage,AK,10805.9,1249.48,2114.05,6,264266
12/1/2005,Anchorage,AK,10717.5,1248.29,2267.17,6,266578
2/1/2006,Anchorage,AK,10993.4,1280.66,2310.56,6,270177
3/1/2006,Anchorage,AK,11109.3,1294.87,2314.64,5.9,271470
5/1/2006,Anchorage,AK,11168.3,1270.09,2304.79,5.8,274343
6/1/2006,Anchorage,AK,11150.2,1270.2,2219.86,5.7,276520
8/1/2006,Anchorage,AK,11381.2,1303.82,2061.99,5.7,280470
9/1/2006,Anchorage,AK,11679.1,1335.85,2193.16,5.7,282128
11/1/2006,Anchorage,AK,12221.9,1400.63,2334.35,5.6,284700
12/1/2006,Anchorage,AK,12463.2,1418.3,2413.21,5.6,285880
2/1/2007,Anchorage,AK,12268.6,1406.82,2468.38,5.5,288394
3/1/2007,Anchorage,AK,12354.3,1420.86,2404.21,5.5,289219
5/1/2007,Anchorage,AK,13627.6,1530.62,2531.53,5.5,291300
6/1/2007,Anchorage,AK,13408.6,1503.35,2613.92,5.5,292170
8/1/2007,Anchorage,AK,13357.7,1473.99,2553.87,5.5,293663
10/1/2007,Anchorage,AK,13930,1549.38,2740.99,5.6,295338
11/1/2007,Anchorage,AK,13371.7,1481.14,2794.83,5.6,295922
2/1/2008,Anchorage,AK,12266.4,1330.63,2413.36,5.7,297430
4/1/2008,Anchorage,AK,12820.1,1385.59,2362.75,5.8,297884
5/1/2008,Anchorage,AK,12638.3,1400.38,2480.71,5.9,298491
7/1/2008,Anchorage,AK,11378,1267.38,2304.97,5.9,298662
8/1/2008,Anchorage,AK,11544,1282.83,2310.96,6,298722
10/1/2008,Anchorage,AK,9325.01,968.75,2069.4,6,298558
12/1/2008,Anchorage,AK,8776.39,903.25,1398.07,6.2,297909
4/1/2009,Anchorage,AK,8168.12,872.81,1551.6,6.8,300021
5/1/2009,Anchorage,AK,8500.33,919.14,1719.2,7,299259
6/1/2009,Anchorage,AK,8447,919.32,1828.68,7.2,298864
7/1/2009,Anchorage,AK,9171.61,987.48,1845.72,7.3,298066
9/1/2009,Anchorage,AK,9712.28,1057.08,1968.89,7.4,296636
10/1/2009,Anchorage,AK,9712.73,1036.19,2057.48,7.4,295996
12/1/2009,Anchorage,AK,10428,1115.1,2175.81,7.3,296724
2/1/2010,Anchorage,AK,10325.3,1104.49,2171.2,7.3,297528
3/1/2010,Anchorage,AK,10856.6,1169.43,2273.57,7.3,297413
4/1/2010,Anchorage,AK,11008.6,1186.69,2402.58,7.3,297551
6/1/2010,Anchorage,AK,9774.02,1030.71,2222.33,7.2,298350
7/1/2010,Anchorage,AK,10465.9,1101.6,2101.36,7.1,298486
9/1/2010,Anchorage,AK,10788,1141.2,2176.84,7.1,299327
10/1/2010,Anchorage,AK,11118.5,1183.26,2370.75,7.1,299257
11/1/2010,Anchorage,AK,11006,1180.55,2504.84,7.1,298405
12/1/2010,Anchorage,AK,11577.5,1257.64,2549.43,7,297961
2/1/2011,Anchorage,AK,12226.3,1327.22,2751.19,6.9,295943
3/1/2011,Anchorage,AK,12319.7,1325.83,2737.41,6.8,294010
4/1/2011,Anchorage,AK,12810.5,1363.61,2789.6,6.7,292289
6/1/2011,Anchorage,AK,12414.3,1320.64,2769.19,6.6,291427
7/1/2011,Anchorage,AK,12143.2,1292.28,2816.03,6.6,291935
8/1/2011,Anchorage,AK,11613.5,1218.89,2744.61,6.6,292337
9/1/2011,Anchorage,AK,10913.4,1131.42,2546.04,6.5,292375
11/1/2011,Anchorage,AK,12045.7,1246.96,2606.96,6.5,293215
12/1/2011,Anchorage,AK,12217.6,1257.6,2626.2,6.4,294013
2/1/2012,Anchorage,AK,12952.1,1365.68,2848.27,6.3,296088
3/1/2012,Anchorage,AK,13212,1408.47,2988.97,6.2,297525
5/1/2012,Anchorage,AK,12393.5,1310.33,3050.44,6.2,300720
6/1/2012,Anchorage,AK,12880.1,1362.16,2747.48,6.1,300713
8/1/2012,Anchorage,AK,13090.8,1406.58,2920.21,6,299984
10/1/2012,Anchorage,AK,13096.5,1412.16,3113.53,5.9,301589
11/1/2012,Anchorage,AK,13025.6,1416.18,3020.06,5.9,302512
2/1/2013,Anchorage,AK,14054.5,1514.68,3179.1,5.9,303047
3/1/2013,Anchorage,AK,14578.5,1569.19,3169.74,5.9,304615
4/1/2013,Anchorage,AK,14839.8,1597.57,3239.17,5.9,305352
5/1/2013,Anchorage,AK,15115.6,1630.74,3299.13,5.9,306120
7/1/2013,Anchorage,AK,15499.5,1685.73,3434.49,5.9,310475
8/1/2013,Anchorage,AK,14810.3,1632.97,3675.74,5.9,312207
10/1/2013,Anchorage,AK,15545.8,1756.54,3817.98,5.9,312820
11/1/2013,Anchorage,AK,16086.4,1805.81,3922.04,5.9,313545
4/1/2014,Anchorage,AK,16580.8,1883.95,4268.04,5.9,317861
5/1/2014,Anchorage,AK,16717.2,1923.57,4127.45,5.9,317257
7/1/2014,Anchorage,AK,16563.3,1930.67,4458.65,5.9,316082
8/1/2014,Anchorage,AK,17098.4,2003.37,4352.64,5.9,317436
10/1/2014,Anchorage,AK,17390.5,2018.05,4422.09,5.7,320765
12/1/2014,Anchorage,AK,17823.1,2058.9,4727.35,5.6,322055
4/1/2015,Anchorage,AK,17840.5,2085.51,4880.23,5.6,322647
5/1/2015,Anchorage,AK,18010.7,2107.39,5005.39,5.6,325317
6/1/2015,Anchorage,AK,17619.5,2063.11,5082.93,5.6,327657
7/1/2015,Anchorage,AK,17689.9,2103.84,5013.12,5.6,328658
9/1/2015,Anchorage,AK,16284.7,1920.03,4636.1,5.7,328008
10/1/2015,Anchorage,AK,17663.5,2079.36,4627.08,5.7,327313
12/1/2015,Anchorage,AK,17425,2043.94,5156.31,5.9,328702
2/1/2016,Anchorage,AK,16516.5,1932.23,4620.37,6,332291
3/1/2016,Anchorage,AK,17685.1,2059.74,4689.6,6,333276
4/1/2016,Anchorage,AK,17773.6,2065.3,4914.54,6,332675
6/1/2016,Anchorage,AK,17930,2098.86,4952.25,6.1,329230
7/1/2016,Anchorage,AK,18432.2,2173.6,4862.57,6.2,328056
8/1/2016,Anchorage,AK,18400.9,2170.95,5184.2,6.2,327018
9/1/2016,Anchorage,AK,18308.2,2168.27,5227.21,6.3,326735
11/1/2016,Anchorage,AK,19123.6,2198.81,5153.58,6.4,327225
12/1/2016,Anchorage,AK,19762.6,2238.83,5251.11,6.4,326755
2/1/2017,Anchorage,AK,20812.2,2363.64,5642.65,6.4,324395
3/1/2017,Anchorage,AK,20663.2,2362.72,5904.03,6.4,323335
5/1/2017,Anchorage,AK,21008.7,2411.8,6091.6,6.4,322738
6/1/2017,Anchorage,AK,21349.6,2423.41,6246.83,6.4,323452
8/1/2017,Anchorage,AK,21948.1,2471.65,6362.94,6.4,325261
9/1/2017,Anchorage,AK,22405.1,2519.36,6435.33,6.4,326213
11/1/2017,Anchorage,AK,24272.3,2584.84,6716.53,6.4,327463
12/1/2017,Anchorage,AK,24719.2,2673.61,6847.59,6.3,328028
2/1/2018,Anchorage,AK,25029.2,2713.83,7385.86,6.2,328729
3/1/2018,Anchorage,AK,24103.1,2640.87,7180.56,6.1,328647
5/1/2018,Anchorage,AK,24415.8,2705.27,7130.7,6,326832
6/1/2018,Anchorage,AK,24271.4,2718.37,7554.33,6,327094
8/1/2018,Anchorage,AK,25964.8,2901.52,7707.29,5.9,329616
10/1/2018,Anchorage,AK,25115.8,2711.74,8037.3,5.9,329224
11/1/2018,Anchorage,AK,25538.5,2760.17,7434.06,5.9,329291
2/1/2019,Anchorage,AK,25916,2784.49,7263.87,5.9,334476
3/1/2019,Anchorage,AK,25928.7,2834.4,7595.35,5.8,339051
4/1/2019,Anchorage,AK,26592.9,2945.83,7828.91,5.8,346253
5/1/2019,Anchorage,AK,24815,2752.06,8049.64,5.7,349319
7/1/2019,Anchorage,AK,26864.3,2980.38,8091.16,5.6,353414
8/1/2019,Anchorage,AK,26403.3,2926.46,8111.12,5.5,355594
10/1/2019,Anchorage,AK,27046.2,3037.56,7908.68,5.5,360057
11/1/2019,Anchorage,AK,28051.4,3140.98,8386.4,5.5,362066
4/1/2003,Atlanta,GA,8480.09,916.92,1348.3,5.1,210555
5/1/2003,Atlanta,GA,8850.26,963.59,1472.56,5.1,210941
7/1/2003,Atlanta,GA,9233.8,990.31,1640.13,5,211490
8/1/2003,Atlanta,GA,9415.82,1008.01,1715.62,4.9,211702
10/1/2003,Atlanta,GA,9801.12,1050.71,1832.25,4.6,211997
12/1/2003,Atlanta,GA,10453.9,1111.92,1989.82,4.4,212689
3/1/2004,Atlanta,GA,10357.7,1126.21,2057.8,4.4,216210
4/1/2004,Atlanta,GA,10225.6,1107.3,2015.01,4.6,217481
6/1/2004,Atlanta,GA,10435.5,1140.84,1990.77,4.8,219333
7/1/2004,Atlanta,GA,10139.7,1101.72,2015.55,4.8,219982
9/1/2004,Atlanta,GA,10080.3,1114.58,1850.41,5,222476
10/1/2004,Atlanta,GA,10027.5,1130.2,1942.2,5,223886
11/1/2004,Atlanta,GA,10428,1173.82,1979.87,5.1,225030
12/1/2004,Atlanta,GA,10783,1211.92,2138.23,5.2,226398
2/1/2005,Atlanta,GA,10766.2,1203.6,2068.7,5.3,228827
3/1/2005,Atlanta,GA,10503.8,1180.59,2071.25,5.4,230066
4/1/2005,Atlanta,GA,10192.5,1156.85,1984.81,5.4,231624
6/1/2005,Atlanta,GA,10275,1191.33,2087.86,5.3,234887
7/1/2005,Atlanta,GA,10640.9,1234.18,2057.37,5.2,236007
8/1/2005,Atlanta,GA,10481.6,1220.33,2195.38,5.2,237246
9/1/2005,Atlanta,GA,10568.7,1228.81,2147.9,5.9,238397
11/1/2005,Atlanta,GA,10805.9,1249.48,2114.05,5.4,240201
12/1/2005,Atlanta,GA,10717.5,1248.29,2267.17,5.2,240798
2/1/2006,Atlanta,GA,10993.4,1280.66,2310.56,4.8,242513
3/1/2006,Atlanta,GA,11109.3,1294.87,2314.64,4.7,242945
5/1/2006,Atlanta,GA,11168.3,1270.09,2304.79,4.7,242749
6/1/2006,Atlanta,GA,11150.2,1270.2,2219.86,4.7,242972
8/1/2006,Atlanta,GA,11381.2,1303.82,2061.99,4.7,244472
9/1/2006,Atlanta,GA,11679.1,1335.85,2193.16,4.6,245145
11/1/2006,Atlanta,GA,12221.9,1400.63,2334.35,4.5,246772
12/1/2006,Atlanta,GA,12463.2,1418.3,2413.21,4.3,247611
2/1/2007,Atlanta,GA,12268.6,1406.82,2468.38,4.2,249150
3/1/2007,Atlanta,GA,12354.3,1420.86,2404.21,4.1,250077
5/1/2007,Atlanta,GA,13627.6,1530.62,2531.53,4.2,250129
6/1/2007,Atlanta,GA,13408.6,1503.35,2613.92,4.3,249790
8/1/2007,Atlanta,GA,13357.7,1473.99,2553.87,4.5,249154
10/1/2007,Atlanta,GA,13930,1549.38,2740.99,4.7,246090
11/1/2007,Atlanta,GA,13371.7,1481.14,2794.83,4.8,244306
2/1/2008,Atlanta,GA,12266.4,1330.63,2413.36,5.1,237836
4/1/2008,Atlanta,GA,12820.1,1385.59,2362.75,5.4,231444
5/1/2008,Atlanta,GA,12638.3,1400.38,2480.71,5.6,229234
7/1/2008,Atlanta,GA,11378,1267.38,2304.97,6,223590
8/1/2008,Atlanta,GA,11544,1282.83,2310.96,6.3,220126
10/1/2008,Atlanta,GA,9325.01,968.75,2069.4,7.2,213049
12/1/2008,Atlanta,GA,8776.39,903.25,1398.07,8.1,204943
4/1/2009,Atlanta,GA,8168.12,872.81,1551.6,9.5,188450
5/1/2009,Atlanta,GA,8500.33,919.14,1719.2,9.8,183858
6/1/2009,Atlanta,GA,8447,919.32,1828.68,10,179723
7/1/2009,Atlanta,GA,9171.61,987.48,1845.72,10.2,176827
9/1/2009,Atlanta,GA,9712.28,1057.08,1968.89,10.5,173555
10/1/2009,Atlanta,GA,9712.73,1036.19,2057.48,10.6,172398
12/1/2009,Atlanta,GA,10428,1115.1,2175.81,10.7,169465
2/1/2010,Atlanta,GA,10325.3,1104.49,2171.2,10.5,166274
3/1/2010,Atlanta,GA,10856.6,1169.43,2273.57,10.4,165322
4/1/2010,Atlanta,GA,11008.6,1186.69,2402.58,10.2,165242
6/1/2010,Atlanta,GA,9774.02,1030.71,2222.33,10,165361
7/1/2010,Atlanta,GA,10465.9,1101.6,2101.36,10.1,163643
9/1/2010,Atlanta,GA,10788,1141.2,2176.84,10.3,158789
10/1/2010,Atlanta,GA,11118.5,1183.26,2370.75,10.4,156451
11/1/2010,Atlanta,GA,11006,1180.55,2504.84,10.4,153998
12/1/2010,Atlanta,GA,11577.5,1257.64,2549.43,10.4,152794
2/1/2011,Atlanta,GA,12226.3,1327.22,2751.19,10.1,151153
3/1/2011,Atlanta,GA,12319.7,1325.83,2737.41,10,149510
4/1/2011,Atlanta,GA,12810.5,1363.61,2789.6,10,147118
6/1/2011,Atlanta,GA,12414.3,1320.64,2769.19,10,141788
7/1/2011,Atlanta,GA,12143.2,1292.28,2816.03,10,140223
8/1/2011,Atlanta,GA,11613.5,1218.89,2744.61,10,139033
9/1/2011,Atlanta,GA,10913.4,1131.42,2546.04,9.9,138277
11/1/2011,Atlanta,GA,12045.7,1246.96,2606.96,9.6,137699
12/1/2011,Atlanta,GA,12217.6,1257.6,2626.2,9.4,136960
2/1/2012,Atlanta,GA,12952.1,1365.68,2848.27,9.2,135476
3/1/2012,Atlanta,GA,13212,1408.47,2988.97,9.1,135475
5/1/2012,Atlanta,GA,12393.5,1310.33,3050.44,9,137276
6/1/2012,Atlanta,GA,12880.1,1362.16,2747.48,8.9,138465
8/1/2012,Atlanta,GA,13090.8,1406.58,2920.21,8.6,140310
10/1/2012,Atlanta,GA,13096.5,1412.16,3113.53,8.4,141732
11/1/2012,Atlanta,GA,13025.6,1416.18,3020.06,8.4,142724
2/1/2013,Atlanta,GA,14054.5,1514.68,3179.1,8.2,146940
3/1/2013,Atlanta,GA,14578.5,1569.19,3169.74,8.1,148960
4/1/2013,Atlanta,GA,14839.8,1597.57,3239.17,8.1,150636
5/1/2013,Atlanta,GA,15115.6,1630.74,3299.13,8,152832
7/1/2013,Atlanta,GA,15499.5,1685.73,3434.49,7.8,156759
8/1/2013,Atlanta,GA,14810.3,1632.97,3675.74,7.7,159155
10/1/2013,Atlanta,GA,15545.8,1756.54,3817.98,7.4,164491
11/1/2013,Atlanta,GA,16086.4,1805.81,3922.04,7.2,166725
4/1/2014,Atlanta,GA,16580.8,1883.95,4268.04,7,174531
5/1/2014,Atlanta,GA,16717.2,1923.57,4127.45,7,175007
7/1/2014,Atlanta,GA,16563.3,1930.67,4458.65,6.9,177485
8/1/2014,Atlanta,GA,17098.4,2003.37,4352.64,6.7,179007
10/1/2014,Atlanta,GA,17390.5,2018.05,4422.09,6.4,181037
12/1/2014,Atlanta,GA,17823.1,2058.9,4727.35,6.1,182914
4/1/2015,Atlanta,GA,17840.5,2085.51,4880.23,5.9,188702
5/1/2015,Atlanta,GA,18010.7,2107.39,5005.39,5.9,191021
6/1/2015,Atlanta,GA,17619.5,2063.11,5082.93,5.8,193077
7/1/2015,Atlanta,GA,17689.9,2103.84,5013.12,5.7,194771
9/1/2015,Atlanta,GA,16284.7,1920.03,4636.1,5.5,197203
10/1/2015,Atlanta,GA,17663.5,2079.36,4627.08,5.4,198779
12/1/2015,Atlanta,GA,17425,2043.94,5156.31,5.3,201996
2/1/2016,Atlanta,GA,16516.5,1932.23,4620.37,5.2,205523
3/1/2016,Atlanta,GA,17685.1,2059.74,4689.6,5.2,207865
4/1/2016,Atlanta,GA,17773.6,2065.3,4914.54,5.1,210414
6/1/2016,Atlanta,GA,17930,2098.86,4952.25,5.1,213346
7/1/2016,Atlanta,GA,18432.2,2173.6,4862.57,5.1,214244
8/1/2016,Atlanta,GA,18400.9,2170.95,5184.2,5.1,215607
9/1/2016,Atlanta,GA,18308.2,2168.27,5227.21,5.1,215969
11/1/2016,Atlanta,GA,19123.6,2198.81,5153.58,5.1,218897
12/1/2016,Atlanta,GA,19762.6,2238.83,5251.11,5,221998
2/1/2017,Atlanta,GA,20812.2,2363.64,5642.65,4.9,227665
3/1/2017,Atlanta,GA,20663.2,2362.72,5904.03,4.8,229962
5/1/2017,Atlanta,GA,21008.7,2411.8,6091.6,4.6,232809
