date,city,statecode,dow,sp500,nasdaq,unemployment,housing
9/1/2006,Colorado Springs,CO,11679.1,1335.85,2193.16,4.6,224313
11/1/2006,Colorado Springs,CO,12221.9,1400.63,2334.35,4.4,224844
12/1/2006,Colorado Springs,CO,12463.2,1418.3,2413.21,4.2,225074
2/1/2007,Colorado Springs,CO,12268.6,1406.82,2468.38,4.1,226317
3/1/2007,Colorado Springs,CO,12354.3,1420.86,2404.21,4,226926
5/1/2007,Colorado Springs,CO,13627.6,1530.62,2531.53,4,227891
6/1/2007,Colorado Springs,CO,13408.6,1503.35,2613.92,4.1,228457
8/1/2007,Colorado Springs,CO,13357.7,1473.99,2553.87,4.3,228180
10/1/2007,Colorado Springs,CO,13930,1549.38,2740.99,4.5,226311
11/1/2007,Colorado Springs,CO,13371.7,1481.14,2794.83,4.6,226134
2/1/2008,Colorado Springs,CO,12266.4,1330.63,2413.36,4.9,225268
4/1/2008,Colorado Springs,CO,12820.1,1385.59,2362.75,5.2,222128
5/1/2008,Colorado Springs,CO,12638.3,1400.38,2480.71,5.4,220462
7/1/2008,Colorado Springs,CO,11378,1267.38,2304.97,5.7,217751
8/1/2008,Colorado Springs,CO,11544,1282.83,2310.96,5.9,216852
10/1/2008,Colorado Springs,CO,9325.01,968.75,2069.4,6.3,216135
12/1/2008,Colorado Springs,CO,8776.39,903.25,1398.07,6.7,212738
4/1/2009,Colorado Springs,CO,8168.12,872.81,1551.6,7.5,210338
5/1/2009,Colorado Springs,CO,8500.33,919.14,1719.2,7.7,210583
6/1/2009,Colorado Springs,CO,8447,919.32,1828.68,7.8,211024
7/1/2009,Colorado Springs,CO,9171.61,987.48,1845.72,8,210647
9/1/2009,Colorado Springs,CO,9712.28,1057.08,1968.89,8.2,210770
10/1/2009,Colorado Springs,CO,9712.73,1036.19,2057.48,8.3,210903
12/1/2009,Colorado Springs,CO,10428,1115.1,2175.81,8.7,213192
2/1/2010,Colorado Springs,CO,10325.3,1104.49,2171.2,9,214224
3/1/2010,Colorado Springs,CO,10856.6,1169.43,2273.57,9.2,214297
4/1/2010,Colorado Springs,CO,11008.6,1186.69,2402.58,9.3,214101
6/1/2010,Colorado Springs,CO,9774.02,1030.71,2222.33,9.4,213220
7/1/2010,Colorado Springs,CO,10465.9,1101.6,2101.36,9.4,212598
9/1/2010,Colorado Springs,CO,10788,1141.2,2176.84,9.5,210280
10/1/2010,Colorado Springs,CO,11118.5,1183.26,2370.75,9.5,209522
11/1/2010,Colorado Springs,CO,11006,1180.55,2504.84,9.5,208326
12/1/2010,Colorado Springs,CO,11577.5,1257.64,2549.43,9.5,207044
2/1/2011,Colorado Springs,CO,12226.3,1327.22,2751.19,9.4,205027
3/1/2011,Colorado Springs,CO,12319.7,1325.83,2737.41,9.2,204430
4/1/2011,Colorado Springs,CO,12810.5,1363.61,2789.6,9.1,203354
6/1/2011,Colorado Springs,CO,12414.3,1320.64,2769.19,9,201263
7/1/2011,Colorado Springs,CO,12143.2,1292.28,2816.03,8.9,200443
8/1/2011,Colorado Springs,CO,11613.5,1218.89,2744.61,9,200308
9/1/2011,Colorado Springs,CO,10913.4,1131.42,2546.04,9,200620
11/1/2011,Colorado Springs,CO,12045.7,1246.96,2606.96,9.1,200326
12/1/2011,Colorado Springs,CO,12217.6,1257.6,2626.2,9.1,200125
2/1/2012,Colorado Springs,CO,12952.1,1365.68,2848.27,9.1,200756
3/1/2012,Colorado Springs,CO,13212,1408.47,2988.97,9.1,200590
5/1/2012,Colorado Springs,CO,12393.5,1310.33,3050.44,9.1,201475
6/1/2012,Colorado Springs,CO,12880.1,1362.16,2747.48,9,202873
8/1/2012,Colorado Springs,CO,13090.8,1406.58,2920.21,8.7,205350
10/1/2012,Colorado Springs,CO,13096.5,1412.16,3113.53,8.5,205804
11/1/2012,Colorado Springs,CO,13025.6,1416.18,3020.06,8.5,206682
2/1/2013,Colorado Springs,CO,14054.5,1514.68,3179.1,8.3,209344
3/1/2013,Colorado Springs,CO,14578.5,1569.19,3169.74,8.3,211179
4/1/2013,Colorado Springs,CO,14839.8,1597.57,3239.17,8.2,212720
5/1/2013,Colorado Springs,CO,15115.6,1630.74,3299.13,8.1,213645
7/1/2013,Colorado Springs,CO,15499.5,1685.73,3434.49,7.9,214022
8/1/2013,Colorado Springs,CO,14810.3,1632.97,3675.74,7.8,214852
10/1/2013,Colorado Springs,CO,15545.8,1756.54,3817.98,7.4,216882
11/1/2013,Colorado Springs,CO,16086.4,1805.81,3922.04,7.3,217646
4/1/2014,Colorado Springs,CO,16580.8,1883.95,4268.04,6.5,218450
5/1/2014,Colorado Springs,CO,16717.2,1923.57,4127.45,6.2,218338
7/1/2014,Colorado Springs,CO,16563.3,1930.67,4458.65,5.7,219407
8/1/2014,Colorado Springs,CO,17098.4,2003.37,4352.64,5.5,220011
10/1/2014,Colorado Springs,CO,17390.5,2018.05,4422.09,5.3,221372
12/1/2014,Colorado Springs,CO,17823.1,2058.9,4727.35,5.2,223341
4/1/2015,Colorado Springs,CO,17840.5,2085.51,4880.23,4.9,226804
5/1/2015,Colorado Springs,CO,18010.7,2107.39,5005.39,4.8,228300
6/1/2015,Colorado Springs,CO,17619.5,2063.11,5082.93,4.6,229389
7/1/2015,Colorado Springs,CO,17689.9,2103.84,5013.12,4.4,230299
9/1/2015,Colorado Springs,CO,16284.7,1920.03,4636.1,4.2,232175
10/1/2015,Colorado Springs,CO,17663.5,2079.36,4627.08,4.1,233210
12/1/2015,Colorado Springs,CO,17425,2043.94,5156.31,4,235288
2/1/2016,Colorado Springs,CO,16516.5,1932.23,4620.37,4,237526
3/1/2016,Colorado Springs,CO,17685.1,2059.74,4689.6,3.9,239681
4/1/2016,Colorado Springs,CO,17773.6,2065.3,4914.54,3.9,242160
6/1/2016,Colorado Springs,CO,17930,2098.86,4952.25,3.8,245278
7/1/2016,Colorado Springs,CO,18432.2,2173.6,4862.57,3.8,246756
8/1/2016,Colorado Springs,CO,18400.9,2170.95,5184.2,3.7,248502
9/1/2016,Colorado Springs,CO,18308.2,2168.27,5227.21,3.6,250041
11/1/2016,Colorado Springs,CO,19123.6,2198.81,5153.58,3.3,252939
12/1/2016,Colorado Springs,CO,19762.6,2238.83,5251.11,3.2,254799
2/1/2017,Colorado Springs,CO,20812.2,2363.64,5642.65,3,259760
3/1/2017,Colorado Springs,CO,20663.2,2362.72,5904.03,3,261951
5/1/2017,Colorado Springs,CO,21008.7,2411.8,6091.6,3,265461
6/1/2017,Colorado Springs,CO,21349.6,2423.41,6246.83,3.1,267430
8/1/2017,Colorado Springs,CO,21948.1,2471.65,6362.94,3.2,272173
9/1/2017,Colorado Springs,CO,22405.1,2519.36,6435.33,3.3,274073
11/1/2017,Colorado Springs,CO,24272.3,2584.84,6716.53,3.3,278513
12/1/2017,Colorado Springs,CO,24719.2,2673.61,6847.59,3.3,280864
2/1/2018,Colorado Springs,CO,25029.2,2713.83,7385.86,3.4,282794
3/1/2018,Colorado Springs,CO,24103.1,2640.87,7180.56,3.4,284269
5/1/2018,Colorado Springs,CO,24415.8,2705.27,7130.7,3.7,289868
6/1/2018,Colorado Springs,CO,24271.4,2718.37,7554.33,3.8,292098
8/1/2018,Colorado Springs,CO,25964.8,2901.52,7707.29,4.2,294145
10/1/2018,Colorado Springs,CO,25115.8,2711.74,8037.3,4.4,296950
11/1/2018,Colorado Springs,CO,25538.5,2760.17,7434.06,4.4,299078
2/1/2019,Colorado Springs,CO,25916,2784.49,7263.87,4.3,304642
3/1/2019,Colorado Springs,CO,25928.7,2834.4,7595.35,4.1,305682
4/1/2019,Colorado Springs,CO,26592.9,2945.83,7828.91,3.9,306256
5/1/2019,Colorado Springs,CO,24815,2752.06,8049.64,3.7,306928
7/1/2019,Colorado Springs,CO,26864.3,2980.38,8091.16,3.4,309927
8/1/2019,Colorado Springs,CO,26403.3,2926.46,8111.12,3.3,312226
10/1/2019,Colorado Springs,CO,27046.2,3037.56,7908.68,3.2,316462
11/1/2019,Colorado Springs,CO,28051.4,3140.98,8386.4,3.1,317997
4/1/2003,Columbia,SC,8480.09,916.92,1348.3,5.8,122875
5/1/2003,Columbia,SC,8850.26,963.59,1472.56,5.8,123257
7/1/2003,Columbia,SC,9233.8,990.31,1640.13,5.8,124170
8/1/2003,Columbia,SC,9415.82,1008.01,1715.62,5.7,124686
10/1/2003,Columbia,SC,9801.12,1050.71,1832.25,5.7,125521
12/1/2003,Columbia,SC,10453.9,1111.92,1989.82,5.7,126137
3/1/2004,Columbia,SC,10357.7,1126.21,2057.8,5.7,127430
4/1/2004,Columbia,SC,10225.6,1107.3,2015.01,5.7,127829
6/1/2004,Columbia,SC,10435.5,1140.84,1990.77,5.7,128669
7/1/2004,Columbia,SC,10139.7,1101.72,2015.55,5.7,129146
9/1/2004,Columbia,SC,10080.3,1114.58,1850.41,5.8,130179
10/1/2004,Columbia,SC,10027.5,1130.2,1942.2,5.8,130755
11/1/2004,Columbia,SC,10428,1173.82,1979.87,5.8,131257
12/1/2004,Columbia,SC,10783,1211.92,2138.23,5.9,131756
2/1/2005,Columbia,SC,10766.2,1203.6,2068.7,5.8,132735
3/1/2005,Columbia,SC,10503.8,1180.59,2071.25,5.7,133225
4/1/2005,Columbia,SC,10192.5,1156.85,1984.81,5.6,133798
6/1/2005,Columbia,SC,10275,1191.33,2087.86,5.5,135015
7/1/2005,Columbia,SC,10640.9,1234.18,2057.37,5.6,135637
8/1/2005,Columbia,SC,10481.6,1220.33,2195.38,5.7,136187
9/1/2005,Columbia,SC,10568.7,1228.81,2147.9,5.8,136831
11/1/2005,Columbia,SC,10805.9,1249.48,2114.05,5.8,138057
12/1/2005,Columbia,SC,10717.5,1248.29,2267.17,5.8,138670
2/1/2006,Columbia,SC,10993.4,1280.66,2310.56,5.6,139875
3/1/2006,Columbia,SC,11109.3,1294.87,2314.64,5.6,140433
5/1/2006,Columbia,SC,11168.3,1270.09,2304.79,5.6,141530
6/1/2006,Columbia,SC,11150.2,1270.2,2219.86,5.6,142091
8/1/2006,Columbia,SC,11381.2,1303.82,2061.99,5.7,143273
9/1/2006,Columbia,SC,11679.1,1335.85,2193.16,5.7,143760
11/1/2006,Columbia,SC,12221.9,1400.63,2334.35,5.5,144532
12/1/2006,Columbia,SC,12463.2,1418.3,2413.21,5.4,144963
2/1/2007,Columbia,SC,12268.6,1406.82,2468.38,5.1,145768
3/1/2007,Columbia,SC,12354.3,1420.86,2404.21,5,146117
5/1/2007,Columbia,SC,13627.6,1530.62,2531.53,4.8,146875
6/1/2007,Columbia,SC,13408.6,1503.35,2613.92,4.8,147191
8/1/2007,Columbia,SC,13357.7,1473.99,2553.87,4.9,147487
10/1/2007,Columbia,SC,13930,1549.38,2740.99,4.9,147490
11/1/2007,Columbia,SC,13371.7,1481.14,2794.83,4.9,147507
2/1/2008,Columbia,SC,12266.4,1330.63,2413.36,4.9,147858
4/1/2008,Columbia,SC,12820.1,1385.59,2362.75,5.1,147525
5/1/2008,Columbia,SC,12638.3,1400.38,2480.71,5.3,147123
7/1/2008,Columbia,SC,11378,1267.38,2304.97,5.8,146529
8/1/2008,Columbia,SC,11544,1282.83,2310.96,6.1,146104
10/1/2008,Columbia,SC,9325.01,968.75,2069.4,6.8,145923
12/1/2008,Columbia,SC,8776.39,903.25,1398.07,7.6,145303
4/1/2009,Columbia,SC,8168.12,872.81,1551.6,9,143940
5/1/2009,Columbia,SC,8500.33,919.14,1719.2,9.2,143303
6/1/2009,Columbia,SC,8447,919.32,1828.68,9.2,142703
7/1/2009,Columbia,SC,9171.61,987.48,1845.72,9.3,142475
9/1/2009,Columbia,SC,9712.28,1057.08,1968.89,9.3,142318
10/1/2009,Columbia,SC,9712.73,1036.19,2057.48,9.4,142135
12/1/2009,Columbia,SC,10428,1115.1,2175.81,9.5,141707
2/1/2010,Columbia,SC,10325.3,1104.49,2171.2,9.6,140499
3/1/2010,Columbia,SC,10856.6,1169.43,2273.57,9.5,139968
4/1/2010,Columbia,SC,11008.6,1186.69,2402.58,9.5,139928
6/1/2010,Columbia,SC,9774.02,1030.71,2222.33,9.2,140321
7/1/2010,Columbia,SC,10465.9,1101.6,2101.36,9.2,140094
9/1/2010,Columbia,SC,10788,1141.2,2176.84,9.2,139079
10/1/2010,Columbia,SC,11118.5,1183.26,2370.75,9.2,138307
11/1/2010,Columbia,SC,11006,1180.55,2504.84,9.2,137756
12/1/2010,Columbia,SC,11577.5,1257.64,2549.43,9.2,137156
2/1/2011,Columbia,SC,12226.3,1327.22,2751.19,9.1,136415
3/1/2011,Columbia,SC,12319.7,1325.83,2737.41,9.2,135944
4/1/2011,Columbia,SC,12810.5,1363.61,2789.6,9.2,135092
6/1/2011,Columbia,SC,12414.3,1320.64,2769.19,9.4,133557
7/1/2011,Columbia,SC,12143.2,1292.28,2816.03,9.4,132869
8/1/2011,Columbia,SC,11613.5,1218.89,2744.61,9.3,132108
9/1/2011,Columbia,SC,10913.4,1131.42,2546.04,9.2,131332
11/1/2011,Columbia,SC,12045.7,1246.96,2606.96,8.8,129796
12/1/2011,Columbia,SC,12217.6,1257.6,2626.2,8.6,129165
2/1/2012,Columbia,SC,12952.1,1365.68,2848.27,8.4,128415
3/1/2012,Columbia,SC,13212,1408.47,2988.97,8.4,128058
5/1/2012,Columbia,SC,12393.5,1310.33,3050.44,8.4,127409
6/1/2012,Columbia,SC,12880.1,1362.16,2747.48,8.3,126856
8/1/2012,Columbia,SC,13090.8,1406.58,2920.21,8,125494
10/1/2012,Columbia,SC,13096.5,1412.16,3113.53,7.6,125060
11/1/2012,Columbia,SC,13025.6,1416.18,3020.06,7.5,125117
2/1/2013,Columbia,SC,14054.5,1514.68,3179.1,7.2,124265
3/1/2013,Columbia,SC,14578.5,1569.19,3169.74,7.1,124001
4/1/2013,Columbia,SC,14839.8,1597.57,3239.17,7,123778
5/1/2013,Columbia,SC,15115.6,1630.74,3299.13,7,123627
7/1/2013,Columbia,SC,15499.5,1685.73,3434.49,6.8,124249
8/1/2013,Columbia,SC,14810.3,1632.97,3675.74,6.6,124661
10/1/2013,Columbia,SC,15545.8,1756.54,3817.98,6.2,125117
11/1/2013,Columbia,SC,16086.4,1805.81,3922.04,6,125126
4/1/2014,Columbia,SC,16580.8,1883.95,4268.04,5.6,124975
5/1/2014,Columbia,SC,16717.2,1923.57,4127.45,5.7,124579
7/1/2014,Columbia,SC,16563.3,1930.67,4458.65,5.9,123593
8/1/2014,Columbia,SC,17098.4,2003.37,4352.64,6,123416
10/1/2014,Columbia,SC,17390.5,2018.05,4422.09,6,122218
12/1/2014,Columbia,SC,17823.1,2058.9,4727.35,5.9,121680
4/1/2015,Columbia,SC,17840.5,2085.51,4880.23,5.7,121639
5/1/2015,Columbia,SC,18010.7,2107.39,5005.39,5.6,121916
6/1/2015,Columbia,SC,17619.5,2063.11,5082.93,5.5,122224
7/1/2015,Columbia,SC,17689.9,2103.84,5013.12,5.4,122838
9/1/2015,Columbia,SC,16284.7,1920.03,4636.1,5.3,123883
10/1/2015,Columbia,SC,17663.5,2079.36,4627.08,5.2,124981
12/1/2015,Columbia,SC,17425,2043.94,5156.31,5.1,125843
2/1/2016,Columbia,SC,16516.5,1932.23,4620.37,5,126348
3/1/2016,Columbia,SC,17685.1,2059.74,4689.6,4.9,127222
4/1/2016,Columbia,SC,17773.6,2065.3,4914.54,4.8,127893
6/1/2016,Columbia,SC,17930,2098.86,4952.25,4.7,129288
7/1/2016,Columbia,SC,18432.2,2173.6,4862.57,4.6,129857
8/1/2016,Columbia,SC,18400.9,2170.95,5184.2,4.6,130449
9/1/2016,Columbia,SC,18308.2,2168.27,5227.21,4.5,131020
11/1/2016,Columbia,SC,19123.6,2198.81,5153.58,4.4,131649
12/1/2016,Columbia,SC,19762.6,2238.83,5251.11,4.4,132587
2/1/2017,Columbia,SC,20812.2,2363.64,5642.65,4.2,134025
3/1/2017,Columbia,SC,20663.2,2362.72,5904.03,4.1,134086
5/1/2017,Columbia,SC,21008.7,2411.8,6091.6,4,134644
6/1/2017,Columbia,SC,21349.6,2423.41,6246.83,4,134844
8/1/2017,Columbia,SC,21948.1,2471.65,6362.94,4.1,134922
9/1/2017,Columbia,SC,22405.1,2519.36,6435.33,4.2,135015
11/1/2017,Columbia,SC,24272.3,2584.84,6716.53,4.2,135139
12/1/2017,Columbia,SC,24719.2,2673.61,6847.59,4.1,135293
2/1/2018,Columbia,SC,25029.2,2713.83,7385.86,3.8,136222
3/1/2018,Columbia,SC,24103.1,2640.87,7180.56,3.6,136925
5/1/2018,Columbia,SC,24415.8,2705.27,7130.7,3.2,138057
6/1/2018,Columbia,SC,24271.4,2718.37,7554.33,3.1,138617
8/1/2018,Columbia,SC,25964.8,2901.52,7707.29,3.1,139946
10/1/2018,Columbia,SC,25115.8,2711.74,8037.3,3.1,140861
11/1/2018,Columbia,SC,25538.5,2760.17,7434.06,3.1,141500
2/1/2019,Columbia,SC,25916,2784.49,7263.87,3.1,143305
3/1/2019,Columbia,SC,25928.7,2834.4,7595.35,3.2,143671
4/1/2019,Columbia,SC,26592.9,2945.83,7828.91,3.3,144037
5/1/2019,Columbia,SC,24815,2752.06,8049.64,3.3,144636
7/1/2019,Columbia,SC,26864.3,2980.38,8091.16,3.2,145699
8/1/2019,Columbia,SC,26403.3,2926.46,8111.12,3,146215
10/1/2019,Columbia,SC,27046.2,3037.56,7908.68,2.4,147531
11/1/2019,Columbia,SC,28051.4,3140.98,8386.4,2.3,148090
4/1/2003,Corpus Christi,TX,8480.09,916.92,1348.3,6.8,93074
5/1/2003,Corpus Christi,TX,8850.26,963.59,1472.56,6.8,93248
7/1/2003,Corpus Christi,TX,9233.8,990.31,1640.13,6.8,93278
8/1/2003,Corpus Christi,TX,9415.82,1008.01,1715.62,6.7,93422
10/1/2003,Corpus Christi,TX,9801.12,1050.71,1832.25,6.5,94285
12/1/2003,Corpus Christi,TX,10453.9,1111.92,1989.82,6.3,95039
3/1/2004,Corpus Christi,TX,10357.7,1126.21,2057.8,6.3,96004
4/1/2004,Corpus Christi,TX,10225.6,1107.3,2015.01,6.4,96291
6/1/2004,Corpus Christi,TX,10435.5,1140.84,1990.77,6.4,97402
7/1/2004,Corpus Christi,TX,10139.7,1101.72,2015.55,6.4,98390
9/1/2004,Corpus Christi,TX,10080.3,1114.58,1850.41,6.4,100289
10/1/2004,Corpus Christi,TX,10027.5,1130.2,1942.2,6.3,100888
11/1/2004,Corpus Christi,TX,10428,1173.82,1979.87,6.3,101534
12/1/2004,Corpus Christi,TX,10783,1211.92,2138.23,6.2,102213
2/1/2005,Corpus Christi,TX,10766.2,1203.6,2068.7,6,104672
3/1/2005,Corpus Christi,TX,10503.8,1180.59,2071.25,5.9,106127
4/1/2005,Corpus Christi,TX,10192.5,1156.85,1984.81,5.8,107503
6/1/2005,Corpus Christi,TX,10275,1191.33,2087.86,5.6,109578
7/1/2005,Corpus Christi,TX,10640.9,1234.18,2057.37,5.5,110160
8/1/2005,Corpus Christi,TX,10481.6,1220.33,2195.38,5.5,110616
9/1/2005,Corpus Christi,TX,10568.7,1228.81,2147.9,5.4,110994
11/1/2005,Corpus Christi,TX,10805.9,1249.48,2114.05,5.3,112024
12/1/2005,Corpus Christi,TX,10717.5,1248.29,2267.17,5.2,112597
2/1/2006,Corpus Christi,TX,10993.4,1280.66,2310.56,5.2,113302
3/1/2006,Corpus Christi,TX,11109.3,1294.87,2314.64,5.1,113694
5/1/2006,Corpus Christi,TX,11168.3,1270.09,2304.79,5.1,115004
6/1/2006,Corpus Christi,TX,11150.2,1270.2,2219.86,5,115641
8/1/2006,Corpus Christi,TX,11381.2,1303.82,2061.99,4.8,116885
9/1/2006,Corpus Christi,TX,11679.1,1335.85,2193.16,4.8,117540
11/1/2006,Corpus Christi,TX,12221.9,1400.63,2334.35,4.6,118873
12/1/2006,Corpus Christi,TX,12463.2,1418.3,2413.21,4.6,119493
2/1/2007,Corpus Christi,TX,12268.6,1406.82,2468.38,4.5,120389
3/1/2007,Corpus Christi,TX,12354.3,1420.86,2404.21,4.4,120777
5/1/2007,Corpus Christi,TX,13627.6,1530.62,2531.53,4.2,121402
6/1/2007,Corpus Christi,TX,13408.6,1503.35,2613.92,4.2,121540
8/1/2007,Corpus Christi,TX,13357.7,1473.99,2553.87,4.2,122108
10/1/2007,Corpus Christi,TX,13930,1549.38,2740.99,4.3,123463
11/1/2007,Corpus Christi,TX,13371.7,1481.14,2794.83,4.3,124028
2/1/2008,Corpus Christi,TX,12266.4,1330.63,2413.36,4.2,124594
4/1/2008,Corpus Christi,TX,12820.1,1385.59,2362.75,4.2,123425
5/1/2008,Corpus Christi,TX,12638.3,1400.38,2480.71,4.3,122484
7/1/2008,Corpus Christi,TX,11378,1267.38,2304.97,4.6,121449
8/1/2008,Corpus Christi,TX,11544,1282.83,2310.96,4.7,121077
10/1/2008,Corpus Christi,TX,9325.01,968.75,2069.4,5,119533
12/1/2008,Corpus Christi,TX,8776.39,903.25,1398.07,5.3,117567
4/1/2009,Corpus Christi,TX,8168.12,872.81,1551.6,6.1,116208
5/1/2009,Corpus Christi,TX,8500.33,919.14,1719.2,7.3,116431
6/1/2009,Corpus Christi,TX,8447,919.32,1828.68,7.4,116348
7/1/2009,Corpus Christi,TX,9171.61,987.48,1845.72,7.5,116107
9/1/2009,Corpus Christi,TX,9712.28,1057.08,1968.89,7.7,115119
10/1/2009,Corpus Christi,TX,9712.73,1036.19,2057.48,7.8,114827
12/1/2009,Corpus Christi,TX,10428,1115.1,2175.81,7.9,114995
2/1/2010,Corpus Christi,TX,10325.3,1104.49,2171.2,8.4,115043
3/1/2010,Corpus Christi,TX,10856.6,1169.43,2273.57,8.5,114723
4/1/2010,Corpus Christi,TX,11008.6,1186.69,2402.58,8.5,114417
6/1/2010,Corpus Christi,TX,9774.02,1030.71,2222.33,8.4,113806
7/1/2010,Corpus Christi,TX,10465.9,1101.6,2101.36,8.4,113524
9/1/2010,Corpus Christi,TX,10788,1141.2,2176.84,8.5,113118
10/1/2010,Corpus Christi,TX,11118.5,1183.26,2370.75,8.6,112867
11/1/2010,Corpus Christi,TX,11006,1180.55,2504.84,8.7,112311
12/1/2010,Corpus Christi,TX,11577.5,1257.64,2549.43,8.8,111595
2/1/2011,Corpus Christi,TX,12226.3,1327.22,2751.19,8.7,110527
3/1/2011,Corpus Christi,TX,12319.7,1325.83,2737.41,8.6,110311
4/1/2011,Corpus Christi,TX,12810.5,1363.61,2789.6,8.5,110021
6/1/2011,Corpus Christi,TX,12414.3,1320.64,2769.19,8.4,109590
7/1/2011,Corpus Christi,TX,12143.2,1292.28,2816.03,8.3,109553
8/1/2011,Corpus Christi,TX,11613.5,1218.89,2744.61,8.2,109450
9/1/2011,Corpus Christi,TX,10913.4,1131.42,2546.04,8.1,109602
11/1/2011,Corpus Christi,TX,12045.7,1246.96,2606.96,7.7,110167
12/1/2011,Corpus Christi,TX,12217.6,1257.6,2626.2,7.5,110445
2/1/2012,Corpus Christi,TX,12952.1,1365.68,2848.27,7.1,110547
3/1/2012,Corpus Christi,TX,13212,1408.47,2988.97,7,110263
5/1/2012,Corpus Christi,TX,12393.5,1310.33,3050.44,6.9,110194
6/1/2012,Corpus Christi,TX,12880.1,1362.16,2747.48,6.8,110430
8/1/2012,Corpus Christi,TX,13090.8,1406.58,2920.21,6.6,111318
10/1/2012,Corpus Christi,TX,13096.5,1412.16,3113.53,6.4,112115
11/1/2012,Corpus Christi,TX,13025.6,1416.18,3020.06,6.4,112486
2/1/2013,Corpus Christi,TX,14054.5,1514.68,3179.1,6.4,115586
3/1/2013,Corpus Christi,TX,14578.5,1569.19,3169.74,6.5,117621
4/1/2013,Corpus Christi,TX,14839.8,1597.57,3239.17,6.5,119594
5/1/2013,Corpus Christi,TX,15115.6,1630.74,3299.13,6.4,120989
7/1/2013,Corpus Christi,TX,15499.5,1685.73,3434.49,6.4,123031
8/1/2013,Corpus Christi,TX,14810.3,1632.97,3675.74,6.3,123702
10/1/2013,Corpus Christi,TX,15545.8,1756.54,3817.98,6.1,125137
11/1/2013,Corpus Christi,TX,16086.4,1805.81,3922.04,5.9,125948
4/1/2014,Corpus Christi,TX,16580.8,1883.95,4268.04,5.4,127893
5/1/2014,Corpus Christi,TX,16717.2,1923.57,4127.45,5.4,128733
7/1/2014,Corpus Christi,TX,16563.3,1930.67,4458.65,5.3,130556
8/1/2014,Corpus Christi,TX,17098.4,2003.37,4352.64,5.2,131563
10/1/2014,Corpus Christi,TX,17390.5,2018.05,4422.09,5.1,133984
12/1/2014,Corpus Christi,TX,17823.1,2058.9,4727.35,4.9,135915
4/1/2015,Corpus Christi,TX,17840.5,2085.51,4880.23,5,139035
5/1/2015,Corpus Christi,TX,18010.7,2107.39,5005.39,5.1,139798
6/1/2015,Corpus Christi,TX,17619.5,2063.11,5082.93,5.1,140805
7/1/2015,Corpus Christi,TX,17689.9,2103.84,5013.12,5.2,141401
9/1/2015,Corpus Christi,TX,16284.7,1920.03,4636.1,5.3,141964
10/1/2015,Corpus Christi,TX,17663.5,2079.36,4627.08,5.3,142540
12/1/2015,Corpus Christi,TX,17425,2043.94,5156.31,5.5,143624
2/1/2016,Corpus Christi,TX,16516.5,1932.23,4620.37,5.6,144418
3/1/2016,Corpus Christi,TX,17685.1,2059.74,4689.6,5.7,145292
4/1/2016,Corpus Christi,TX,17773.6,2065.3,4914.54,5.7,145797
6/1/2016,Corpus Christi,TX,17930,2098.86,4952.25,5.9,145882
7/1/2016,Corpus Christi,TX,18432.2,2173.6,4862.57,5.9,146118
8/1/2016,Corpus Christi,TX,18400.9,2170.95,5184.2,6,146873
9/1/2016,Corpus Christi,TX,18308.2,2168.27,5227.21,6.1,147706
11/1/2016,Corpus Christi,TX,19123.6,2198.81,5153.58,6.3,148842
12/1/2016,Corpus Christi,TX,19762.6,2238.83,5251.11,6.3,149601
2/1/2017,Corpus Christi,TX,20812.2,2363.64,5642.65,6.2,150880
3/1/2017,Corpus Christi,TX,20663.2,2362.72,5904.03,6,150905
5/1/2017,Corpus Christi,TX,21008.7,2411.8,6091.6,5.7,151458
6/1/2017,Corpus Christi,TX,21349.6,2423.41,6246.83,5.6,151964
8/1/2017,Corpus Christi,TX,21948.1,2471.65,6362.94,5.6,152225
9/1/2017,Corpus Christi,TX,22405.1,2519.36,6435.33,5.7,152179
11/1/2017,Corpus Christi,TX,24272.3,2584.84,6716.53,5.8,152180
12/1/2017,Corpus Christi,TX,24719.2,2673.61,6847.59,5.7,152184
2/1/2018,Corpus Christi,TX,25029.2,2713.83,7385.86,5.5,152391
3/1/2018,Corpus Christi,TX,24103.1,2640.87,7180.56,5.3,152471
5/1/2018,Corpus Christi,TX,24415.8,2705.27,7130.7,5.1,152697
6/1/2018,Corpus Christi,TX,24271.4,2718.37,7554.33,5,153103
8/1/2018,Corpus Christi,TX,25964.8,2901.52,7707.29,4.7,153514
10/1/2018,Corpus Christi,TX,25115.8,2711.74,8037.3,4.6,153155
11/1/2018,Corpus Christi,TX,25538.5,2760.17,7434.06,4.6,153382
2/1/2019,Corpus Christi,TX,25916,2784.49,7263.87,4.7,152881
3/1/2019,Corpus Christi,TX,25928.7,2834.4,7595.35,4.7,153014
4/1/2019,Corpus Christi,TX,26592.9,2945.83,7828.91,4.5,153143
5/1/2019,Corpus Christi,TX,24815,2752.06,8049.64,4.4,153389
7/1/2019,Corpus Christi,TX,26864.3,2980.38,8091.16,4.2,153537
8/1/2019,Corpus Christi,TX,26403.3,2926.46,8111.12,4.1,154187
10/1/2019,Corpus Christi,TX,27046.2,3037.56,7908.68,4.1,156081
11/1/2019,Corpus Christi,TX,28051.4,3140.98,8386.4,4.1,156808
4/1/2003,Dayton,OH,8480.09,916.92,1348.3,6.7,48623
